Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,25,478,POR,Portland Trail Blazers,27.0,NBA,PF,7.0,,171.0,5.5,12.6,0.43,0.0,0.0,,5.5,12.6,0.43,3.8,4.8,0.78,3.2,7.6,10.7,2.1,0.6,1.1,2.1,5.5,14.7
1984,25,478,POR,Portland Trail Blazers,28.0,NBA,PF,5.0,,180.0,6.2,11.8,0.52,0.0,0.0,,6.2,11.8,0.52,2.4,3.8,0.63,2.2,4.8,7.0,1.2,0.4,0.4,2.0,4.4,14.8
1985,25,478,POR,Portland Trail Blazers,29.0,NBA,PF,9.0,9.0,265.0,6.8,12.9,0.53,0.0,0.1,0.0,6.8,12.8,0.53,2.2,2.7,0.8,4.1,5.4,9.5,1.4,0.4,0.3,3.1,5.4,15.8
1986,25,478,POR,Portland Trail Blazers,30.0,NBA,PF,4.0,4.0,143.0,6.0,10.6,0.57,0.0,0.3,0.0,6.0,10.3,0.58,2.8,3.8,0.73,2.3,11.1,13.3,1.8,1.3,0.3,2.0,4.5,14.9
