Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,21.0,PHI,NBA,SG,5.0,5.0,192.0,3.7,8.1,0.465,0.6,1.7,0.333,3.2,6.4,0.5,1.1,2.3,0.5,1.5,2.8,4.3,2.8,2.6,0.9,0.9,2.3,9.2
2008,24.0,PHI,NBA,SF,6.0,6.0,234.0,3.5,10.6,0.333,0.3,2.2,0.143,3.2,8.5,0.382,4.8,6.6,0.721,0.9,3.5,4.5,4.6,2.0,0.2,4.0,1.7,12.2
2009,25.0,PHI,NBA,SF,6.0,6.0,269.0,5.9,13.1,0.449,1.5,3.7,0.393,4.4,9.4,0.471,4.0,6.2,0.652,0.8,4.3,5.1,5.4,1.5,0.0,3.2,1.2,17.3
2011,27.0,PHI,NBA,SF,5.0,5.0,182.0,4.4,10.3,0.423,0.6,2.8,0.214,3.8,7.5,0.5,2.0,2.8,0.714,1.4,5.5,6.9,6.7,1.0,0.4,2.8,3.2,11.3
2012,28.0,PHI,NBA,SF,13.0,13.0,505.0,4.1,10.8,0.384,1.4,3.5,0.388,2.8,7.3,0.382,2.4,4.0,0.589,1.2,4.1,5.3,3.4,1.4,0.4,1.4,2.3,12.0
2013,29.0,DEN,NBA,SG,6.0,6.0,243.0,5.6,11.3,0.5,2.1,4.3,0.483,3.6,7.0,0.511,2.7,3.7,0.72,1.3,5.8,7.1,4.7,1.8,0.3,2.5,1.3,16.0
2014,30.0,GSW,NBA,SF,7.0,7.0,248.0,4.6,9.0,0.516,1.2,2.2,0.533,3.5,6.8,0.511,2.9,4.8,0.606,0.7,4.1,4.8,4.5,1.3,0.3,3.0,2.8,13.4
2015,31.0,GSW,NBA,SF,21.0,3.0,635.0,4.6,9.7,0.474,1.6,4.6,0.354,2.9,5.0,0.584,1.5,3.7,0.415,0.9,4.4,5.3,4.3,1.4,0.4,0.8,2.4,12.4
2016,32.0,GSW,NBA,SF,24.0,3.0,767.0,3.7,7.7,0.476,1.2,3.1,0.385,2.5,4.6,0.535,1.5,2.7,0.561,1.6,3.3,4.9,4.2,1.4,0.5,1.1,1.7,10.0
2017,33.0,GSW,NBA,SF,16.0,0.0,419.0,4.0,8.7,0.455,0.7,3.6,0.19,3.3,5.1,0.644,1.3,2.2,0.577,0.8,4.8,5.6,4.4,1.2,0.6,1.4,2.5,9.9
2018,34.0,GSW,NBA,SF,15.0,12.0,401.0,3.8,7.6,0.494,1.3,3.3,0.378,2.5,4.3,0.583,2.2,3.1,0.706,1.0,5.1,6.1,3.7,1.9,0.6,1.3,2.6,11.0
2019,35.0,GSW,NBA,SF,21.0,15.0,629.0,4.7,9.5,0.494,1.6,4.6,0.35,3.1,4.9,0.628,0.8,2.1,0.378,1.5,3.7,5.2,4.8,1.4,1.3,1.2,2.5,11.8
2020,36.0,MIA,NBA,SF,21.0,0.0,410.0,2.6,5.7,0.462,1.2,3.4,0.359,1.4,2.3,0.615,0.4,0.6,0.714,1.0,3.8,4.7,2.7,1.5,1.1,1.2,3.9,6.9
