Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2553,Brandon Sampson,1997-05-01,14,2,214.0,4.7,10.1,0.47,1.9,4.9,0.39,2.9,5.2,0.56,0.7,1.0,0.7,0.5,2.2,2.7,1.7,1.3,0.5,2.0,3.2,11.9
