Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2015,16,1515,MIA,Miami Heat,Tyler Johnson,"May 7, 1992",22.0,NBA,SG,32.0,2.0,603.0,6.1,14.6,0.42,1.6,4.2,0.38,4.6,10.4,0.44,2.8,4.1,0.68,1.2,5.9,7.1,3.7,2.9,0.8,2.6,3.7,16.6,,99.0,105.0
2016,16,1515,MIA,Miami Heat,Tyler Johnson,"May 7, 1992",23.0,NBA,SG,36.0,5.0,863.0,7.0,14.4,0.49,1.6,4.2,0.38,5.4,10.2,0.53,3.0,3.8,0.8,1.7,4.8,6.5,4.7,1.4,0.8,2.8,3.9,18.7,,111.0,107.0
2017,16,1515,MIA,Miami Heat,Tyler Johnson,"May 7, 1992",24.0,NBA,PG,73.0,0.0,2178.0,8.3,19.1,0.43,2.2,5.8,0.37,6.1,13.3,0.46,4.5,5.9,0.77,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,,112.0,107.0
2018,16,1515,MIA,Miami Heat,Tyler Johnson,"May 7, 1992",25.0,NBA,PG,72.0,39.0,2052.0,7.6,17.4,0.44,2.9,7.9,0.37,4.6,9.5,0.49,2.6,3.2,0.82,0.8,5.2,6.1,4.0,1.5,0.8,2.0,3.6,20.6,,109.0,108.0
2019,31,1515,TOT,Total After Trade,Tyler Johnson,"May 7, 1992",26.0,NBA,PG,57.0,22.0,1529.0,6.9,16.7,0.41,2.9,8.3,0.35,4.0,8.4,0.48,3.0,4.0,0.75,1.1,4.4,5.5,5.3,1.7,0.9,2.4,3.1,19.7,,107.0,111.0
2019,16,1515,MIA,Miami Heat,Tyler Johnson,"May 7, 1992",26.0,NBA,PG,44.0,10.0,1123.0,7.4,17.4,0.43,3.1,8.9,0.35,4.3,8.6,0.5,2.7,3.8,0.69,0.8,4.4,5.3,4.9,1.7,0.9,2.7,3.1,20.7,,105.0,109.0
2019,24,1515,PHO,Phoenix Suns,Tyler Johnson,"May 7, 1992",26.0,NBA,PG,13.0,12.0,406.0,5.4,14.7,0.37,2.1,6.6,0.32,3.3,8.1,0.41,4.0,4.6,0.87,1.8,4.4,6.1,6.4,1.6,0.7,1.6,2.9,16.9,,112.0,117.0
2020,31,1515,TOT,Total After Trade,Tyler Johnson,"May 7, 1992",27.0,NBA,"PG,SG",39.0,7.0,709.0,6.5,16.7,0.39,2.5,7.9,0.32,3.9,8.8,0.45,2.8,3.3,0.84,1.2,3.9,5.1,4.9,1.1,0.6,1.9,3.9,18.3,,105.0,114.0
2020,24,1515,PHO,Phoenix Suns,Tyler Johnson,"May 7, 1992",27.0,NBA,PG,31.0,3.0,515.0,6.0,15.7,0.38,2.2,7.6,0.29,3.8,8.1,0.47,2.2,2.9,0.75,0.9,3.9,4.8,4.6,1.1,0.7,2.2,4.0,16.4,,98.0,114.0
2020,3,1515,BRK,Brooklyn Nets,Tyler Johnson,"May 7, 1992",27.0,NBA,SG,8.0,4.0,194.0,7.8,19.3,0.4,3.4,8.8,0.39,4.4,10.5,0.42,4.4,4.4,1.0,2.0,3.9,5.9,5.9,1.0,0.2,1.2,3.7,23.4,,121.0,113.0
2021,3,1515,BRK,Brooklyn Nets,Tyler Johnson,"May 7, 1992",28.0,NBA,SG,7.0,0.0,43.0,3.3,11.0,0.3,3.3,7.7,0.43,0.0,3.3,0.0,0.0,0.0,,1.1,4.4,5.5,8.8,3.3,0.0,2.2,2.2,9.9,,108.0,113.0
