Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1995,18,390,MIN,Minnesota Timberwolves,40,Mike Brown,C,6-9,257,"July 19, 1963",US,8,George Washington
1995,18,808,MIN,Minnesota Timberwolves,30,Pat Durham,SF,6-7,210,"March 10, 1967",US,1,Colorado State
1995,18,839,MIN,Minnesota Timberwolves,10,Howard Eisley,PG,6-2,177,"December 4, 1972",US,R,Boston College
1995,18,944,MIN,Minnesota Timberwolves,44,Greg Foster,PF,6-11,240,"October 3, 1968",US,4,"UCLA, Texas-El Paso"
1995,18,994,MIN,Minnesota Timberwolves,22,Winston Garland,PG,6-2,170,"December 19, 1964",US,6,Missouri State University
1995,18,1136,MIN,Minnesota Timberwolves,24,Tom Gugliotta,SF,6-10,240,"December 19, 1969",US,2,NC State
1995,18,1137,MIN,Minnesota Timberwolves,51,Andres Guibert,PF,6-10,225,"October 28, 1968",CU,1,
1995,18,1525,MIN,Minnesota Timberwolves,2,Askia Jones,SG,6-5,200,"December 3, 1971",US,R,Kansas State
1995,18,1625,MIN,Minnesota Timberwolves,21,Stacey King,PF,6-11,230,"January 29, 1967",US,5,Oklahoma
1995,18,1677,MIN,Minnesota Timberwolves,32,Christian Laettner,C,6-11,235,"August 17, 1969",US,2,Duke
1995,18,1844,MIN,Minnesota Timberwolves,42,Donyell Marshall,SF,6-9,218,"May 18, 1973",US,R,UConn
1995,18,1855,MIN,Minnesota Timberwolves,15,Darrick Martin,PG,5-11,170,"March 6, 1971",US,R,UCLA
1995,18,2451,MIN,Minnesota Timberwolves,34,Isaiah Rider,SG,6-5,215,"March 12, 1971",US,1,UNLV
1995,18,2507,MIN,Minnesota Timberwolves,45,Sean Rooks,C,6-10,250,"September 9, 1969",US,2,Arizona
1995,18,2605,MIN,Minnesota Timberwolves,17,Charles Shackleford,PF,6-10,225,"April 22, 1966",US,4,NC State
1995,18,2672,MIN,Minnesota Timberwolves,3,Chris G. Smith,SG,6-3,190,"May 17, 1970",US,2,UConn
1995,18,3076,MIN,Minnesota Timberwolves,5,Doug West,SG,6-6,200,"May 27, 1967",US,5,Villanova
1995,18,3165,MIN,Minnesota Timberwolves,4,Micheal Williams,PG,6-2,175,"July 23, 1966",US,6,Baylor
