Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012,26,963,SAC,Sacramento Kings,22.0,NBA,PG,61.0,7.0,1135.0,5.5,14.1,0.39,2.5,6.9,0.36,3.0,7.3,0.41,1.3,1.5,0.83,0.5,1.8,2.3,3.4,1.0,0.1,2.1,2.3,14.7
2013,26,963,SAC,Sacramento Kings,23.0,NBA,SG,69.0,0.0,967.0,6.4,15.2,0.42,2.4,5.8,0.42,4.0,9.4,0.42,3.2,3.7,0.86,0.7,1.9,2.6,3.4,1.2,0.1,2.5,2.4,18.4
2014,31,963,TOT,Total After Trade,24.0,NBA,SG,49.0,0.0,519.0,7.4,15.7,0.47,2.8,5.8,0.48,4.6,9.9,0.47,1.3,1.5,0.9,0.6,3.1,3.6,4.4,1.0,0.2,3.3,2.4,18.9
2014,26,963,SAC,Sacramento Kings,24.0,NBA,SG,41.0,0.0,463.0,7.3,15.4,0.48,2.8,5.7,0.49,4.5,9.7,0.46,1.3,1.5,0.9,0.5,3.0,3.5,4.7,1.1,0.2,3.4,2.2,18.7
2014,5,963,CHI,Charlotte Bobcats,24.0,NBA,SG,8.0,0.0,56.0,8.4,18.6,0.45,2.6,7.1,0.36,5.8,11.6,0.5,1.3,1.3,1.0,0.6,3.9,4.5,1.9,0.0,0.0,2.6,4.5,20.6
2015,19,963,NOP,New Orleans Pelicans,25.0,NBA,PG,50.0,0.0,509.0,4.5,11.7,0.38,0.6,3.4,0.19,3.8,8.3,0.46,3.0,3.2,0.96,0.6,2.3,2.8,4.1,1.1,0.1,2.3,3.0,12.6
2016,31,963,TOT,Total After Trade,26.0,NBA,SG,6.0,0.0,18.0,4.0,10.0,0.4,2.0,4.0,0.5,2.0,6.0,0.33,8.0,10.0,0.8,0.0,0.0,0.0,2.0,2.0,0.0,4.0,4.0,18.0
2016,19,963,NOP,New Orleans Pelicans,26.0,NBA,SG,4.0,0.0,13.0,2.8,11.1,0.25,0.0,2.8,0.0,2.8,8.3,0.33,0.0,0.0,,0.0,0.0,0.0,2.8,2.8,0.0,2.8,2.8,5.5
2016,20,963,NYK,New York Knicks,26.0,NBA,SG,2.0,0.0,5.0,7.2,7.2,1.0,7.2,7.2,1.0,0.0,0.0,,28.8,36.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,50.4
2019,24,963,PHO,Phoenix Suns,29.0,NBA,SG,6.0,0.0,65.0,4.4,16.1,0.28,0.0,7.2,0.0,4.4,8.9,0.5,3.3,3.3,1.0,0.6,3.3,3.9,4.4,1.7,0.0,2.8,2.8,12.2
