Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,31.0,1789,TOT,Total After Trade,Maurice Lucas,1952-02-18,27.0,NBA,PF,63.0,,1884.0,9.3,20.4,0.46,0.1,0.2,0.22,9.3,20.2,0.46,4.5,6.0,0.75,3.6,9.9,13.5,5.2,1.1,1.6,5.5,5.6,23.2,96.0,102.0
1980,25.0,1789,POR,Portland Trail Blazers,Maurice Lucas,1952-02-18,27.0,NBA,PF,41.0,,1176.0,10.1,22.9,0.44,0.1,0.2,0.4,10.0,22.7,0.44,4.1,5.7,0.73,3.5,9.9,13.5,5.2,1.0,1.4,6.1,5.8,24.3,92.0,103.0
1980,3.0,1789,NJN,New Jersey Nets,Maurice Lucas,1952-02-18,27.0,NBA,PF,22.0,,708.0,8.2,16.7,0.49,0.0,0.3,0.0,8.2,16.4,0.5,5.1,6.5,0.78,3.7,9.8,13.6,5.3,1.2,1.7,4.5,5.2,21.4,104.0,101.0
1981,3.0,1789,NJN,New Jersey Nets,Maurice Lucas,1952-02-18,28.0,NBA,PF,68.0,,2162.0,8.5,17.6,0.48,0.0,0.0,0.0,8.5,17.6,0.48,4.0,5.4,0.75,3.2,8.9,12.1,3.6,1.2,1.2,3.7,5.5,21.1,102.0,105.0
1982,20.0,1789,NYK,New York Knicks,Maurice Lucas,1952-02-18,29.0,NBA,PF,80.0,74.0,2671.0,9.1,18.1,0.5,0.0,0.1,0.0,9.1,18.0,0.51,4.6,6.3,0.72,5.0,11.4,16.3,3.2,1.2,1.3,3.1,5.6,22.8,111.0,105.0
1983,24.0,1789,PHO,Phoenix Suns,Maurice Lucas,1952-02-18,30.0,NBA,PF,77.0,71.0,2586.0,9.0,19.1,0.47,0.0,0.1,0.33,9.0,19.0,0.47,5.1,6.5,0.78,3.7,10.9,14.6,4.0,1.0,0.8,4.0,5.0,23.2,103.0,99.0
1984,24.0,1789,PHO,Phoenix Suns,Maurice Lucas,1952-02-18,31.0,NBA,PF,75.0,69.0,2309.0,9.2,18.6,0.5,0.0,0.1,0.0,9.2,18.5,0.5,6.0,7.9,0.76,4.3,10.6,14.9,4.2,1.1,0.8,3.6,4.8,24.5,111.0,106.0
1985,24.0,1789,PHO,Phoenix Suns,Maurice Lucas,1952-02-18,32.0,NBA,PF,63.0,22.0,1670.0,9.7,20.4,0.48,0.0,0.1,0.0,9.7,20.3,0.48,4.2,5.6,0.75,3.9,11.7,15.6,4.1,1.1,0.5,4.2,5.1,23.6,100.0,104.0
1986,14.0,1789,LAL,Los Angeles Lakers,Maurice Lucas,1952-02-18,33.0,NBA,PF,77.0,8.0,1750.0,8.1,17.4,0.46,0.0,0.1,0.5,8.0,17.4,0.46,4.8,6.1,0.78,4.4,10.7,15.1,2.2,1.2,0.6,3.2,6.8,21.0,106.0,104.0
1987,21.0,1789,SEA,Seattle Supersonics,Maurice Lucas,1952-02-18,34.0,NBA,PF,63.0,0.0,1120.0,7.4,16.3,0.45,0.0,0.2,0.0,7.4,16.1,0.46,6.3,7.9,0.8,3.7,9.2,12.9,2.7,1.4,0.9,3.2,7.2,21.0,110.0,108.0
1988,25.0,1789,POR,Portland Trail Blazers,Maurice Lucas,1952-02-18,35.0,NBA,PF,73.0,0.0,1191.0,6.5,14.5,0.45,0.0,0.1,0.0,6.5,14.4,0.45,4.2,5.8,0.74,3.9,8.3,12.3,3.7,1.3,0.4,2.8,7.3,17.3,106.0,107.0
