Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1999,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",22.0,NBA,SF,50.0,1760.0,19.6,0.52,0.09,0.35,6.1,12.6,9.3,17.2,1.7,3.3,11.1,25.6,3.6,1.4,5.0,0.14,3.1,-0.4,2.8,2.1
2000,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",23.0,NBA,SF,82.0,3126.0,23.4,0.54,0.14,0.32,5.2,12.1,8.5,20.5,1.8,2.1,8.4,30.0,9.1,2.7,11.8,0.18,5.6,-0.1,5.5,5.9
2001,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",24.0,NBA,SF,75.0,2979.0,25.0,0.55,0.24,0.3,6.5,9.3,7.9,19.2,2.0,1.9,8.2,30.7,10.3,2.6,12.9,0.21,7.6,0.1,7.6,7.2
2002,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",25.0,NBA,SG,60.0,2385.0,20.5,0.52,0.24,0.24,6.4,8.7,7.5,19.9,2.1,1.3,9.6,30.5,4.6,2.4,7.0,0.14,4.7,-0.3,4.4,3.9
2003,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",26.0,NBA,SG,43.0,1471.0,21.9,0.53,0.17,0.21,4.4,10.4,7.3,20.4,1.7,2.0,8.2,28.1,3.4,0.8,4.2,0.14,4.7,-0.2,4.5,2.4
2004,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",27.0,NBA,SG,73.0,2785.0,20.0,0.5,0.17,0.29,3.9,10.6,7.2,28.0,1.7,1.7,12.0,32.5,2.6,3.4,6.0,0.1,3.5,0.2,3.6,3.9
2005,31,492,TOT,Total After Trade,Vince Carter,"January 26, 1977",28.0,NBA,"SF,SG",77.0,2828.0,22.9,0.54,0.2,0.3,4.4,12.6,8.4,25.7,2.1,1.3,8.8,31.6,5.9,3.5,9.4,0.16,5.3,0.8,6.0,5.8
2005,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",28.0,NBA,SG,20.0,608.0,17.0,0.48,0.2,0.24,5.1,7.2,6.1,18.5,2.1,1.8,6.2,26.7,0.5,0.4,0.9,0.07,2.0,0.4,2.4,0.7
2005,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",28.0,NBA,SF,57.0,2220.0,24.5,0.56,0.2,0.31,4.2,14.1,9.1,27.6,2.0,1.2,9.4,32.9,5.4,3.1,8.5,0.18,6.2,0.8,7.0,5.1
2006,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",29.0,NBA,SG,79.0,2906.0,21.6,0.54,0.24,0.4,5.4,13.4,9.3,24.4,1.7,1.5,10.7,32.3,4.9,4.4,9.3,0.15,4.5,0.5,5.1,5.2
2007,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",30.0,NBA,SG,82.0,3126.0,21.8,0.56,0.27,0.36,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,7.4,3.1,10.5,0.16,4.3,-0.4,3.9,4.6
2008,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",31.0,NBA,SG,76.0,2959.0,18.8,0.55,0.21,0.33,4.4,13.4,8.9,25.2,1.6,0.9,10.9,25.6,5.5,2.2,7.7,0.13,2.6,-0.3,2.4,3.3
