SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,24,PHO,Kevin Johnson,27,10,10,427,8.2,17.9,0.46,0.3,0.8,0.3,7.9,17.0,0.46,5.8,6.8,0.85,0.8,2.1,3.0,8.1,0.8,0.1,2.9,1.9,22.4
1994,24,PHO,Charles Barkley,30,10,10,425,9.3,18.3,0.51,1.2,3.4,0.35,8.1,14.9,0.55,3.6,4.7,0.76,2.9,8.1,11.0,4.1,2.1,0.8,2.3,2.2,23.4
1994,24,PHO,Dan Majerle,28,10,10,410,4.0,11.2,0.36,1.8,5.2,0.34,2.3,6.0,0.38,1.0,1.4,0.69,1.3,2.5,3.8,2.1,1.0,0.4,0.9,2.0,10.8
1994,24,PHO,A.C. Green,30,10,2,350,4.1,8.5,0.48,0.7,1.7,0.41,3.4,6.8,0.5,3.9,6.4,0.61,3.0,5.7,8.6,1.3,1.0,0.2,0.7,2.3,12.9
1994,24,PHO,Danny Ainge,34,10,0,230,4.2,9.2,0.46,2.7,6.3,0.42,1.6,3.0,0.53,2.3,3.3,0.71,1.1,2.5,3.6,3.3,0.9,0.2,0.8,4.1,13.5
1994,24,PHO,Cedric Ceballos,24,10,8,212,7.3,15.8,0.46,0.0,0.3,0.0,7.3,15.5,0.47,2.5,3.1,0.83,2.7,4.8,7.5,1.4,1.4,0.3,1.9,1.5,17.2
1994,24,PHO,Oliver Miller,23,10,4,146,3.9,6.7,0.59,0.0,0.0,,3.9,6.7,0.59,0.7,1.7,0.43,3.5,7.4,10.8,3.2,1.5,3.0,3.2,5.4,8.6
1994,24,PHO,Joe Kleine,32,8,0,81,5.3,12.4,0.43,0.0,0.0,,5.3,12.4,0.43,1.8,2.7,0.67,2.2,5.3,7.6,1.3,0.4,1.8,0.9,6.7,12.4
1994,24,PHO,Mark West,33,7,6,69,2.6,7.8,0.33,0.0,0.0,,2.6,7.8,0.33,3.7,5.2,0.7,5.7,4.7,10.4,0.0,0.0,3.7,2.1,9.9,8.9
1994,24,PHO,Frank Johnson,35,7,0,46,0.8,9.4,0.08,0.0,1.6,0.0,0.8,7.8,0.1,0.8,1.6,0.5,1.6,1.6,3.1,3.9,1.6,0.0,2.3,4.7,2.3
1994,24,PHO,Skeeter Henry,26,3,0,16,2.3,13.5,0.17,0.0,4.5,0.0,2.3,9.0,0.25,0.0,0.0,,2.3,4.5,6.8,6.8,0.0,0.0,2.3,2.3,4.5
1994,24,PHO,Elliot Perry,24,4,0,13,2.8,19.4,0.14,0.0,0.0,,2.8,19.4,0.14,0.0,0.0,,0.0,0.0,0.0,2.8,2.8,0.0,2.8,5.5,5.5
