Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994.0,27.0,474,SAS,San Antonio Spurs,Antoine Carr,32.0,3.0,0.0,37.0,4.9,10.7,0.46,0.0,0.0,,4.9,10.7,0.46,7.8,8.8,0.89,1.0,0.0,1.0,2.9,1.0,1.9,0.0,6.8,17.5
1994.0,27.0,849,SAS,San Antonio Spurs,Dale Ellis,33.0,4.0,4.0,114.0,5.4,13.6,0.4,1.6,5.4,0.29,3.8,8.2,0.46,0.9,1.6,0.6,0.9,2.2,3.2,0.3,0.9,0.0,1.3,1.9,13.3
1994.0,27.0,2471,SAS,San Antonio Spurs,David Robinson,28.0,4.0,4.0,146.0,7.4,18.0,0.41,0.0,0.2,0.0,7.4,17.8,0.42,4.9,6.7,0.74,3.2,6.7,9.9,3.5,0.7,2.5,2.2,3.5,19.7
1994.0,27.0,2494,SAS,San Antonio Spurs,Dennis Rodman,32.0,3.0,3.0,114.0,3.8,7.6,0.5,0.0,1.6,0.0,3.8,6.0,0.63,0.3,1.9,0.17,7.6,7.6,15.2,0.6,1.9,1.3,1.9,4.4,7.9
1994.0,27.0,2421,SAS,San Antonio Spurs,J.R. Reid,25.0,4.0,0.0,56.0,3.9,13.5,0.29,0.0,0.0,,3.9,13.5,0.29,1.9,3.2,0.6,1.9,5.8,7.7,1.9,0.6,1.3,0.6,6.4,9.6
1994.0,27.0,1149,SAS,San Antonio Spurs,Jack Haley,30.0,3.0,0.0,11.0,13.1,26.2,0.5,0.0,0.0,,13.1,26.2,0.5,16.4,19.6,0.83,9.8,13.1,22.9,6.5,0.0,0.0,0.0,9.8,42.5
1994.0,27.0,665,SAS,San Antonio Spurs,Lloyd Daniels,26.0,4.0,0.0,66.0,4.4,10.9,0.4,2.2,4.4,0.5,2.2,6.5,0.33,1.1,1.1,1.0,1.1,3.8,4.9,1.6,0.0,0.5,1.1,2.2,12.0
1994.0,27.0,1639,SAS,San Antonio Spurs,Negele Knight,26.0,4.0,0.0,108.0,4.3,13.7,0.32,0.0,1.0,0.0,4.3,12.7,0.34,3.7,4.0,0.92,1.0,1.0,2.0,4.0,1.0,0.0,2.3,3.0,12.3
1994.0,27.0,925,SAS,San Antonio Spurs,Sleepy Floyd,33.0,4.0,0.0,37.0,1.9,7.8,0.25,0.0,0.0,,1.9,7.8,0.25,1.9,3.9,0.5,0.0,1.0,1.0,1.0,0.0,0.0,3.9,2.9,5.8
1994.0,27.0,644,SAS,San Antonio Spurs,Terry Cummings,32.0,4.0,1.0,72.0,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,5.0,6.0,0.83,5.0,7.5,12.5,1.0,2.5,1.5,2.0,5.0,16.0
1994.0,27.0,721,SAS,San Antonio Spurs,Vinny Del Negro,27.0,4.0,4.0,93.0,4.6,10.5,0.44,0.8,1.5,0.5,3.9,8.9,0.44,1.2,1.9,0.6,0.4,2.3,2.7,7.0,0.4,0.0,2.3,2.3,11.2
1994.0,27.0,85,SAS,San Antonio Spurs,Willie Anderson,27.0,4.0,4.0,106.0,4.8,12.6,0.38,0.3,0.3,1.0,4.4,12.2,0.36,1.4,2.4,0.57,1.0,1.7,2.7,4.1,1.7,0.7,1.4,2.4,11.2
