SEASON,TEAM ID,TEAM,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,5,CHI,Chicago Bulls,82,19730,3277,6923,0.47,523,1403,0.37,2754,5520,0.5,1381,1848,0.75,1235,2461,3696,2142,716,332,1109,1617,8458
1997,29,UTA,Utah Jazz,82,19830,3131,6217,0.5,334,902,0.37,2797,5315,0.53,1858,2416,0.77,889,2410,3299,2199,748,418,1259,1981,8454
1997,24,PHO,Phoenix Suns,82,19855,3143,6705,0.47,527,1428,0.37,2616,5277,0.5,1618,2125,0.76,916,2376,3292,2067,664,322,1180,1727,8431
1997,21,SEA,Seattle Supersonics,82,19780,2995,6415,0.47,559,1583,0.35,2436,4832,0.5,1725,2295,0.75,1010,2271,3281,1931,904,388,1231,1803,8274
1997,2,BOS,Boston Celtics,82,19905,3066,6967,0.44,467,1331,0.35,2599,5636,0.46,1649,2199,0.75,1095,2188,3283,1792,810,315,1342,1915,8248
1997,11,HOU,Houston Rockets,82,19855,3037,6484,0.47,671,1839,0.36,2366,4645,0.51,1503,1992,0.76,927,2565,3492,2013,685,347,1365,1610,8248
1997,23,PHI,Philadelphia 76Ers,82,19780,3003,6850,0.44,433,1356,0.32,2570,5494,0.47,1776,2450,0.72,1267,2355,3622,1695,683,394,1437,1733,8215
1997,14,LAL,Los Angeles Lakers,82,19930,3018,6642,0.45,551,1500,0.37,2467,5142,0.48,1613,2330,0.69,1092,2414,3506,1845,740,575,1222,1818,8200
1997,10,GSW,Golden State Warriors,82,19905,2997,6567,0.46,481,1363,0.35,2516,5204,0.48,1696,2180,0.78,1086,2259,3345,1822,611,359,1410,1787,8171
1997,30,WAB,Washington Bullets,82,19855,3208,6678,0.48,331,1001,0.33,2877,5677,0.51,1400,1979,0.71,1010,2420,3430,1921,712,402,1289,1815,8147
1997,25,POR,Portland Trail Blazers,82,19855,3000,6465,0.46,501,1401,0.36,2499,5064,0.49,1613,2261,0.71,1058,2494,3552,1710,640,435,1357,1928,8114
1997,4,CHO,Charlotte Hornets,82,19805,2988,6342,0.47,591,1382,0.43,2397,4960,0.48,1541,1984,0.78,910,2298,3208,2021,597,349,1203,1702,8108
1997,8,DEN,Denver Nuggets,82,19930,2934,6687,0.44,636,1711,0.37,2298,4976,0.46,1516,1992,0.76,994,2452,3446,1889,503,487,1359,1784,8020
1997,3,NJN,New Jersey Nets,82,19780,2994,7091,0.42,484,1371,0.35,2510,5720,0.44,1502,2031,0.74,1410,2376,3786,1726,677,481,1290,1865,7974
1997,13,LAC,Los Angeles Clippers,82,19930,2989,6696,0.45,474,1339,0.35,2515,5357,0.47,1517,2074,0.73,1092,2242,3334,1662,733,441,1311,1964,7969
1997,26,SAC,Sacramento Kings,82,19855,3000,6611,0.45,414,1058,0.39,2586,5553,0.47,1494,2067,0.72,1100,2307,3407,1799,588,362,1332,1946,7908
1997,18,MIN,Minnesota Timberwolves,82,19780,2937,6436,0.46,371,1093,0.34,2566,5343,0.48,1637,2180,0.75,957,2302,3259,1874,618,557,1243,1818,7882
1997,28,TOR,Toronto Raptors,82,19830,2897,6632,0.44,589,1624,0.36,2308,5008,0.46,1446,2008,0.72,1135,2254,3389,1714,722,517,1347,1883,7829
1997,20,NYK,New York Knicks,82,19855,2882,6227,0.46,470,1294,0.36,2412,4933,0.49,1585,2119,0.75,973,2516,3489,1809,629,378,1462,2033,7819
1997,12,IND,Indiana Pacers,82,19930,2851,6254,0.46,430,1130,0.38,2421,5124,0.47,1687,2336,0.72,1029,2390,3419,1750,585,394,1338,1977,7819
1997,17,MIL,Milwaukee Bucks,82,19730,2967,6303,0.47,324,920,0.35,2643,5383,0.49,1560,2104,0.74,955,2263,3218,1610,632,348,1285,1892,7818
1997,16,MIA,Miami Heat,82,19805,2822,6235,0.45,678,1865,0.36,2144,4370,0.49,1454,2022,0.72,957,2402,3359,1735,650,439,1306,1919,7776
1997,1,ALT,Atlanta Hawks,82,19805,2812,6307,0.45,659,1834,0.36,2153,4473,0.48,1491,1955,0.76,1021,2350,3371,1557,701,427,1228,1591,7774
1997,9,DET,Detroit Pistons,82,19830,2827,6095,0.46,582,1499,0.39,2245,4596,0.49,1487,1995,0.74,858,2292,3150,1554,632,283,1041,1652,7723
1997,22,ORL,Orlando Magic,82,19855,2839,6497,0.44,567,1662,0.34,2272,4835,0.47,1474,1975,0.75,1071,2221,3292,1689,694,363,1250,1643,7719
1997,7,DAL,Dallas Mavericks,82,19805,2813,6452,0.44,430,1316,0.33,2383,5136,0.46,1375,1918,0.72,1040,2262,3302,1663,654,351,1324,1798,7431
1997,27,SAS,San Antonio Spurs,82,19730,2827,6391,0.44,378,1180,0.32,2449,5211,0.47,1386,1929,0.72,1101,2129,3230,1661,646,431,1243,1764,7418
1997,15,VAN,Vancouver Grizzlies,82,19780,2819,6453,0.44,445,1274,0.35,2374,5179,0.46,1230,1734,0.71,1023,2155,3178,1862,657,464,1301,1755,7313
1997,6,CLE,Cleveland Cavaliers,82,19855,2704,5972,0.45,483,1284,0.38,2221,4688,0.47,1282,1773,0.72,909,2159,3068,1714,655,315,1188,1882,7173
