SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2019,8,DEN,Jamal Murray,21,75,74,32.6,6.8,15.6,0.44,2.0,5.5,0.37,4.8,10.1,0.48,0.5,2.5,3.0,0.85,0.9,3.4,4.2,4.8,0.9,0.4,2.1,2.0,18.2
2019,8,DEN,Nikola Jokic,23,80,80,31.3,7.7,15.1,0.51,1.0,3.4,0.31,6.7,11.7,0.57,0.55,3.6,4.4,0.82,2.9,8.0,10.8,7.3,1.4,0.7,3.1,2.9,20.1
2019,8,DEN,Gary Harris,24,57,48,28.8,4.7,11.2,0.42,1.4,4.2,0.34,3.3,6.9,0.48,0.49,2.0,2.5,0.8,0.7,2.1,2.8,2.2,1.0,0.3,1.2,2.0,12.9
2019,8,DEN,Will Barton,28,43,38,27.7,4.3,10.7,0.4,1.6,4.6,0.34,2.7,6.1,0.45,0.48,1.3,1.7,0.77,0.7,3.9,4.6,2.9,0.4,0.5,1.5,1.9,11.5
2019,8,DEN,Paul Millsap,33,70,65,27.1,4.6,9.5,0.48,0.8,2.3,0.36,3.8,7.2,0.52,0.53,2.6,3.6,0.73,2.2,5.0,7.2,2.0,1.2,0.8,1.4,2.6,12.6
2019,8,DEN,Monte Morris,23,82,6,24.0,4.2,8.6,0.49,1.1,2.8,0.41,3.1,5.8,0.53,0.56,0.8,1.0,0.8,0.4,1.9,2.4,3.6,0.9,0.0,0.6,1.2,10.4
2019,8,DEN,Malik Beasley,22,81,18,23.2,4.3,9.1,0.47,2.0,5.0,0.4,2.3,4.1,0.56,0.58,0.7,0.8,0.85,0.4,2.0,2.5,1.2,0.7,0.1,0.7,1.4,11.3
2019,8,DEN,Mason Plumlee,28,82,17,21.1,3.2,5.4,0.59,0.0,0.1,0.2,3.2,5.3,0.6,0.6,1.4,2.4,0.56,2.0,4.4,6.4,3.0,0.8,0.9,1.5,3.1,7.8
2019,8,DEN,Torrey Craig,28,75,37,20.0,2.1,4.8,0.44,0.8,2.5,0.32,1.3,2.3,0.57,0.53,0.7,0.9,0.7,1.2,2.3,3.5,1.0,0.5,0.6,0.6,2.3,5.7
2019,8,DEN,Juan Hernangomez,23,70,25,19.4,2.0,4.5,0.44,0.9,2.6,0.36,1.0,1.9,0.54,0.55,0.9,1.2,0.77,0.9,2.9,3.8,0.8,0.4,0.3,0.5,1.3,5.8
2019,8,DEN,Trey Lyles,23,64,2,17.5,3.2,7.7,0.42,0.8,3.1,0.26,2.4,4.6,0.53,0.47,1.3,1.8,0.7,0.7,3.2,3.8,1.4,0.5,0.4,1.1,1.5,8.5
2019,8,DEN,Isaiah Thomas,29,12,0,15.1,2.8,8.3,0.34,1.0,3.6,0.28,1.8,4.7,0.39,0.4,1.4,2.3,0.63,0.4,0.7,1.1,1.9,0.4,0.1,1.5,1.4,8.1
2019,8,DEN,Nick Young,33,4,0,9.3,0.8,2.3,0.33,0.8,2.0,0.38,0.0,0.3,0.0,0.5,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.3,0.5,1.0,2.3
2019,8,DEN,Jarred Vanderbilt,19,17,0,4.1,0.5,1.1,0.47,0.0,0.1,0.0,0.5,1.1,0.5,0.47,0.4,0.6,0.6,0.4,0.9,1.4,0.2,0.4,0.1,0.5,0.5,1.4
2019,8,DEN,Tyler Lydon,22,25,0,3.8,0.4,0.7,0.5,0.2,0.4,0.4,0.2,0.3,0.62,0.61,0.0,0.1,0.33,0.3,0.4,0.7,0.2,0.1,0.0,0.2,0.4,0.9
2019,8,DEN,Brandon Goodwin,23,16,0,3.6,0.4,1.4,0.26,0.1,0.4,0.33,0.3,1.1,0.24,0.3,0.6,0.7,0.82,0.1,0.1,0.2,0.9,0.0,0.0,0.2,0.4,1.4
2019,8,DEN,Thomas Welsh,22,11,0,3.3,0.6,1.2,0.54,0.3,0.6,0.43,0.4,0.5,0.67,0.65,0.1,0.2,0.5,0.0,0.4,0.4,0.5,0.0,0.0,0.1,0.3,1.6
2019,8,DEN,DeVaughn Akoon-Purcell,25,7,0,3.1,0.4,1.4,0.3,0.0,0.6,0.0,0.4,0.9,0.5,0.3,0.1,0.3,0.5,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0
