SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,11,HOU,James Harden,26,5,5,193,41,100,0.41,13,42,0.31,28,58,0.48,0.48,38,45,0.84,7,19,26,38,12,1,26,13,133
2016,11,HOU,Trevor Ariza,30,5,5,181,13,51,0.26,4,28,0.14,9,23,0.39,0.29,3,4,0.75,7,14,21,4,13,1,12,16,33
2016,11,HOU,Dwight Howard,30,5,5,180,26,48,0.54,0,1,0.0,26,47,0.55,0.54,14,38,0.37,26,44,70,8,4,7,12,21,66
2016,11,HOU,Patrick Beverley,27,5,5,129,10,37,0.27,3,14,0.21,7,23,0.3,0.31,6,6,1.0,4,18,22,11,2,2,4,17,29
2016,11,HOU,Jason Terry,38,5,0,124,13,38,0.34,6,19,0.32,7,19,0.37,0.42,3,3,1.0,1,10,11,6,2,1,3,13,35
2016,11,HOU,Donatas Motiejunas,25,5,4,98,16,37,0.43,4,9,0.44,12,28,0.43,0.49,8,17,0.47,10,16,26,5,4,2,12,11,44
2016,11,HOU,Michael Beasley,27,5,0,80,22,46,0.48,2,6,0.33,20,40,0.5,0.5,6,7,0.86,4,17,21,3,1,0,7,8,52
2016,11,HOU,Corey Brewer,29,5,1,77,7,27,0.26,1,10,0.1,6,17,0.35,0.28,7,8,0.88,3,4,7,8,0,1,6,13,22
2016,11,HOU,Clint Capela,21,5,0,43,3,9,0.33,0,0,,3,9,0.33,0.33,2,5,0.4,8,12,20,2,3,2,3,5,8
2016,11,HOU,Josh Smith,30,4,0,38,6,13,0.46,4,8,0.5,2,5,0.4,0.62,0,2,0.0,1,1,2,4,1,1,5,7,16
2016,11,HOU,K.J. McDaniels,22,4,0,34,4,13,0.31,1,3,0.33,3,10,0.3,0.35,0,0,,1,6,7,1,0,3,0,3,9
2016,11,HOU,Montrezl Harrell,22,2,0,12,1,3,0.33,0,1,0.0,1,2,0.5,0.33,1,2,0.5,0,2,2,0,0,0,1,1,3
2016,11,HOU,Andrew Goudelock,27,2,0,11,3,6,0.5,0,1,0.0,3,5,0.6,0.5,0,0,,0,2,2,0,0,0,3,0,6
