Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,21,OKC,Oklahoma City Thunder,Kevin Durant,27,18,18,726,175,407,0.43,31,110,0.28,144,297,0.48,0.47,130,146,0.89,13,115,128,60,18,18,65,37,511
2016,21,OKC,Oklahoma City Thunder,Russell Westbrook,27,18,18,674,159,393,0.4,34,105,0.32,125,288,0.43,0.45,116,140,0.83,41,83,124,198,46,2,78,43,468
2016,21,OKC,Oklahoma City Thunder,Serge Ibaka,26,18,18,602,85,163,0.52,31,69,0.45,54,94,0.57,0.62,15,20,0.75,23,90,113,10,14,24,9,51,216
2016,21,OKC,Oklahoma City Thunder,Steven Adams,22,18,18,553,68,111,0.61,0,1,0.0,68,110,0.62,0.61,46,73,0.63,62,109,171,13,9,14,17,55,182
2016,21,OKC,Oklahoma City Thunder,Dion Waiters,24,18,0,491,55,132,0.42,21,56,0.38,34,76,0.45,0.5,20,30,0.67,6,41,47,42,10,3,20,42,151
2016,21,OKC,Oklahoma City Thunder,Andre Roberson,24,18,18,471,40,86,0.46,12,37,0.32,28,49,0.57,0.54,8,20,0.4,25,76,101,14,23,19,11,45,100
2016,21,OKC,Oklahoma City Thunder,Enes Kanter,23,18,0,323,65,118,0.55,2,14,0.14,63,104,0.61,0.56,38,45,0.84,47,64,111,5,5,11,17,40,170
2016,21,OKC,Oklahoma City Thunder,Randy Foye,32,16,0,190,14,41,0.34,8,26,0.31,6,15,0.4,0.44,4,4,1.0,2,18,20,13,2,3,11,18,40
2016,21,OKC,Oklahoma City Thunder,Nick Collison,35,9,0,79,4,6,0.67,0,0,,4,6,0.67,0.67,1,2,0.5,3,8,11,5,8,0,1,17,9
2016,21,OKC,Oklahoma City Thunder,Anthony Morrow,30,14,0,76,11,24,0.46,5,14,0.36,6,10,0.6,0.56,10,10,1.0,0,2,2,1,1,0,4,5,37
2016,21,OKC,Oklahoma City Thunder,Cameron Payne,21,10,0,64,7,26,0.27,2,10,0.2,5,16,0.31,0.31,2,4,0.5,0,4,4,8,2,2,8,7,18
2016,21,OKC,Oklahoma City Thunder,Kyle Singler,27,6,0,51,3,9,0.33,2,4,0.5,1,5,0.2,0.44,0,2,0.0,1,6,7,0,1,0,0,4,8
2016,21,OKC,Oklahoma City Thunder,Josh Huestis,24,2,0,10,1,3,0.33,1,2,0.5,0,1,0.0,0.5,0,0,,1,2,3,0,0,0,0,1,3
2016,21,OKC,Oklahoma City Thunder,Nazr Mohammed,38,5,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,1,2,3,0,0,1,1,1,2
