Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2011,12,2745,IND,Indiana Pacers,20.0,NBA,SG,12.0,0.0,115.0,13.0,39.0,0.33,0.0,5.0,0.0,13.0,34.0,0.38,0.33,11.0,14.0,0.79,1.0,17.0,18.0,21.0,4.0,0.0,16.0,14.0,37.0,,0.0
2012,12,2745,IND,Indiana Pacers,21.0,NBA,SG,42.0,1.0,442.0,47.0,125.0,0.38,4.0,30.0,0.13,43.0,95.0,0.45,0.39,8.0,17.0,0.47,12.0,41.0,53.0,46.0,21.0,5.0,36.0,30.0,106.0,,0.0
2013,12,2745,IND,Indiana Pacers,22.0,NBA,SG,78.0,72.0,2278.0,275.0,598.0,0.46,62.0,188.0,0.33,213.0,410.0,0.52,0.51,75.0,115.0,0.65,47.0,257.0,304.0,223.0,81.0,16.0,109.0,162.0,687.0,,0.0
2014,12,2745,IND,Indiana Pacers,23.0,NBA,SG,78.0,78.0,2752.0,427.0,870.0,0.49,86.0,244.0,0.35,341.0,626.0,0.55,0.54,140.0,197.0,0.71,95.0,463.0,558.0,359.0,54.0,7.0,210.0,195.0,1080.0,,5.0
2015,4,2745,CHO,Charlotte Hornets,24.0,NBA,SG,61.0,25.0,1573.0,207.0,550.0,0.38,18.0,105.0,0.17,189.0,445.0,0.42,0.39,69.0,110.0,0.63,39.0,238.0,277.0,240.0,38.0,8.0,128.0,134.0,501.0,,0.0
2016,31,2745,TOT,Total After Trade,25.0,NBA,SF,69.0,13.0,1372.0,228.0,474.0,0.48,30.0,78.0,0.38,198.0,396.0,0.5,0.51,87.0,111.0,0.78,40.0,183.0,223.0,133.0,43.0,9.0,94.0,135.0,573.0,,0.0
2016,13,2745,LAC,Los Angeles Clippers,25.0,NBA,SF,43.0,10.0,680.0,82.0,166.0,0.49,19.0,47.0,0.4,63.0,119.0,0.53,0.55,21.0,30.0,0.7,19.0,89.0,108.0,60.0,24.0,3.0,48.0,79.0,204.0,,0.0
2016,15,2745,MEM,Memphis Grizzlies,25.0,NBA,SF,26.0,3.0,692.0,146.0,308.0,0.47,11.0,31.0,0.36,135.0,277.0,0.49,0.49,66.0,81.0,0.82,21.0,94.0,115.0,73.0,19.0,6.0,46.0,56.0,369.0,,0.0
2017,31,2745,TOT,Total After Trade,26.0,NBA,SG,18.0,0.0,361.0,54.0,120.0,0.45,6.0,20.0,0.3,48.0,100.0,0.48,0.48,8.0,13.0,0.62,4.0,48.0,52.0,59.0,5.0,3.0,26.0,32.0,122.0,,0.0
2017,19,2745,NOP,New Orleans Pelicans,26.0,NBA,SG,6.0,0.0,162.0,26.0,55.0,0.47,1.0,10.0,0.1,25.0,45.0,0.56,0.48,5.0,8.0,0.62,3.0,15.0,18.0,29.0,2.0,1.0,11.0,18.0,58.0,,0.0
2017,18,2745,MIN,Minnesota Timberwolves,26.0,NBA,SG,6.0,0.0,67.0,10.0,21.0,0.48,0.0,2.0,0.0,10.0,19.0,0.53,0.48,1.0,2.0,0.5,0.0,10.0,10.0,5.0,0.0,0.0,4.0,2.0,21.0,,0.0
2017,12,2745,IND,Indiana Pacers,26.0,NBA,SG,6.0,0.0,132.0,18.0,44.0,0.41,5.0,8.0,0.62,13.0,36.0,0.36,0.47,2.0,3.0,0.67,1.0,23.0,24.0,25.0,3.0,2.0,11.0,12.0,43.0,,0.0
2018,12,2745,IND,Indiana Pacers,27.0,NBA,SG,82.0,7.0,1850.0,303.0,709.0,0.43,67.0,232.0,0.29,236.0,477.0,0.5,0.48,84.0,127.0,0.66,62.0,362.0,424.0,235.0,46.0,17.0,131.0,177.0,757.0,,0.0
2019,14,2745,LAL,Los Angeles Lakers,28.0,NBA,SG,68.0,3.0,1123.0,184.0,432.0,0.43,73.0,197.0,0.37,111.0,235.0,0.47,0.51,50.0,73.0,0.68,32.0,183.0,215.0,140.0,41.0,7.0,86.0,111.0,491.0,,0.0
