Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2020,2,828,BOS,Boston Celtics,21.0,NBA,SG,37,0,351,4.3,13.1,0.33,2.5,7.8,0.32,1.8,5.3,0.35,1.3,1.9,0.68,0.6,4.2,4.8,2.5,1.2,0.4,1.5,3.5,12.4
2021,2,828,BOS,Boston Celtics,22.0,NBA,SG,4,0,29,7.4,18.6,0.4,1.2,6.2,0.2,6.2,12.4,0.5,0.0,0.0,,1.2,2.5,3.7,2.5,0.0,1.2,1.2,3.7,16.1
