Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1981,23.0,CLE,NBA,C,81.0,,2460.0,6.5,13.0,0.503,0.0,0.0,,6.5,13.0,0.503,2.3,3.0,0.765,5.1,8.3,13.4,4.2,1.1,1.5,2.6,6.4,15.3,,112.0,107.0
1982,24.0,TOT,NBA,C,80.0,34.0,1829.0,6.8,13.8,0.494,0.1,0.3,0.308,6.7,13.5,0.499,4.7,6.0,0.793,6.0,9.9,15.9,2.6,1.0,1.6,3.1,7.6,18.5,,113.0,107.0
1982,24.0,CLE,NBA,C,50.0,4.0,894.0,6.4,13.7,0.47,0.2,0.3,0.5,6.3,13.4,0.47,5.0,6.5,0.775,6.7,8.3,15.0,2.4,1.2,1.6,3.3,9.2,18.1,,110.0,110.0
1982,24.0,DET,NBA,C,30.0,30.0,935.0,7.2,13.9,0.516,0.0,0.3,0.143,7.1,13.6,0.525,4.5,5.5,0.813,5.4,11.3,16.7,2.7,0.8,1.7,3.0,6.2,18.9,,116.0,104.0
1983,25.0,DET,NBA,C,82.0,82.0,2871.0,6.9,13.9,0.497,0.0,0.2,0.154,6.9,13.6,0.502,3.9,4.9,0.79,4.5,11.2,15.7,4.2,0.8,1.9,2.8,5.1,17.7,,113.0,103.0
1984,26.0,DET,NBA,C,82.0,82.0,2864.0,8.9,16.9,0.53,0.0,0.2,0.0,8.9,16.7,0.535,5.1,5.9,0.866,5.3,10.9,16.2,2.4,0.8,1.4,2.4,4.4,23.0,,122.0,106.0
1985,27.0,DET,NBA,C,82.0,82.0,2892.0,9.4,18.6,0.506,0.1,0.3,0.222,9.3,18.3,0.51,3.9,4.8,0.797,4.7,11.3,16.0,2.4,1.1,1.1,2.0,4.9,22.7,,117.0,105.0
1986,28.0,DET,NBA,C,82.0,82.0,2891.0,8.7,17.6,0.492,0.1,0.2,0.286,8.6,17.4,0.495,4.2,5.1,0.834,4.9,12.3,17.1,2.3,0.9,1.0,2.1,4.6,21.7,,115.0,105.0
1987,29.0,DET,NBA,C,82.0,82.0,2854.0,8.4,16.8,0.501,0.1,0.3,0.286,8.3,16.5,0.506,4.1,4.6,0.894,4.0,11.9,15.9,2.5,1.2,1.1,2.0,4.7,21.0,,119.0,103.0
1988,30.0,DET,NBA,C,82.0,82.0,2897.0,7.7,15.6,0.493,0.2,0.7,0.333,7.4,14.9,0.5,3.2,3.6,0.874,2.8,11.2,14.0,3.4,1.1,1.3,2.3,4.8,18.7,,113.0,102.0
1989,31.0,DET,NBA,C,81.0,81.0,2640.0,8.5,17.1,0.499,0.6,1.6,0.349,8.0,15.5,0.515,3.4,4.0,0.84,2.6,12.1,14.8,3.4,1.0,1.9,2.5,4.9,21.1,,114.0,101.0
1990,32.0,DET,NBA,C,81.0,81.0,2675.0,7.2,14.9,0.484,1.1,3.0,0.361,6.1,11.9,0.515,3.1,3.7,0.854,3.2,11.7,14.8,3.3,1.1,1.6,1.9,5.3,18.7,,119.0,100.0
1991,33.0,DET,NBA,C,82.0,81.0,2668.0,7.3,15.2,0.478,0.7,2.4,0.296,6.6,12.8,0.513,2.4,2.9,0.837,3.4,11.0,14.4,3.1,0.7,1.1,1.9,4.7,17.7,,114.0,103.0
1992,34.0,DET,NBA,C,81.0,46.0,2234.0,8.0,17.1,0.47,0.8,2.0,0.376,7.3,15.1,0.483,1.6,1.8,0.893,2.4,8.1,10.6,3.8,1.2,1.3,2.4,5.3,18.4,,107.0,104.0
1993,35.0,DET,NBA,C,79.0,41.0,1933.0,7.8,15.3,0.509,0.3,0.7,0.37,7.5,14.6,0.516,2.5,2.8,0.894,2.9,8.2,11.2,3.4,1.2,1.1,1.6,5.6,18.3,,118.0,108.0
1994,36.0,DET,NBA,C,11.0,5.0,248.0,9.7,18.5,0.522,0.6,1.8,0.333,9.0,16.6,0.543,2.3,2.7,0.846,1.8,9.7,11.5,2.9,1.2,0.8,2.1,6.2,22.2,,111.0,109.0
