Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,2.0,1103,BOS,Boston Celtics,20.0,NBA,SG,32,3,11.7,2.1,4.3,.478,0.2,0.6,.300,1.9,3.7,.508,.500,0.9,1.2,.784,0.3,1.0,1.3,0.6,0.4,0.1,0.7,1.3,5.2
2007,2.0,1103,BOS,Boston Celtics,21.0,NBA,SF,81,26,22.0,3.8,9.1,.419,1.2,3.2,.368,2.7,5.9,.447,.484,1.6,2.0,.805,0.8,1.7,2.6,1.0,0.5,0.3,1.5,2.4,10.4
2008,31.0,1103,TOT,Total After Trade,22.0,NBA,SF,30,0,12.1,1.7,5.0,.344,0.5,1.3,.385,1.2,3.7,.330,.394,1.1,1.4,.829,0.4,1.7,2.1,1.0,0.3,0.1,1.1,1.5,5.1
2008,18.0,1103,MIN,Minnesota Timberwolves,22.0,NBA,SF,29,0,12.3,1.7,5.1,.331,0.5,1.3,.385,1.2,3.8,.312,.382,1.2,1.4,.829,0.4,1.8,2.1,1.0,0.3,0.1,1.1,1.5,5.1
2008,11.0,1103,HOU,Houston Rockets,22.0,NBA,SF,1,0,4.0,3.0,3.0,1.000,0.0,0.0,,3.0,3.0,1.000,1.000,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0
2009,7.0,1103,DAL,Dallas Mavericks,23.0,NBA,SG,38,12,9.9,2.1,4.7,.439,0.4,1.2,.304,1.7,3.5,.485,.478,0.7,0.8,.844,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2
2012,3.0,1103,NJN,New Jersey Nets,26.0,NBA,SF,31,2,25.2,5.0,10.3,.481,1.4,3.5,.391,3.6,6.8,.529,.548,1.6,2.1,.754,0.5,3.0,3.5,1.1,0.9,0.5,1.8,2.6,12.9
2013,12.0,1103,IND,Indiana Pacers,27.0,NBA,SF,60,7,18.0,2.6,7.1,.366,1.0,3.1,.314,1.6,3.9,.407,.435,0.9,1.1,.800,0.5,1.8,2.4,0.8,0.3,0.4,0.9,1.1,7.0
2014,24.0,1103,PHO,Phoenix Suns,28.0,NBA,SG,82,48,28.4,5.5,12.3,.445,2.5,6.2,.400,3.0,6.0,.492,.547,2.4,2.8,.848,0.6,2.8,3.4,1.5,0.9,0.5,1.8,2.7,15.8
2015,24.0,1103,PHO,Phoenix Suns,29.0,NBA,SG,74,4,19.5,4.4,10.5,.416,1.9,5.2,.354,2.5,5.3,.478,.504,1.3,1.6,.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0,11.9
2016,16.0,1103,MIA,Miami Heat,30.0,NBA,SG,69,14,22.6,3.3,8.5,.392,1.2,3.8,.323,2.1,4.7,.446,.463,1.0,1.3,.783,0.4,2.0,2.4,0.8,0.6,0.3,0.7,1.8,8.9
2017,2.0,1103,BOS,Boston Celtics,31.0,NBA,SF,47,0,11.4,2.0,4.9,.409,0.8,2.4,.351,1.2,2.6,.463,.494,0.7,0.9,.805,0.3,1.4,1.8,0.7,0.2,0.1,0.5,1.0,5.6
2018,11.0,1103,HOU,Houston Rockets,32.0,NBA,SG,41,2,22.7,4.1,10.1,.407,2.7,7.3,.369,1.4,2.8,.504,.540,1.2,1.5,.850,0.4,2.9,3.2,0.6,0.6,0.4,0.8,2.1,12.1
2019,11.0,1103,HOU,Houston Rockets,33.0,NBA,SG,73,0,20.2,3.2,7.9,.400,2.1,6.0,.354,1.0,1.9,.547,.535,0.8,0.9,.838,0.4,2.1,2.5,0.5,0.5,0.4,0.8,1.7,9.2
