Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1980,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",22.0,NBA,SG,82.0,3029.0,17.0,0.58,0.09,0.51,5.4,6.7,6.1,25.9,1.8,0.4,19.5,24.0,5.2,1.7,6.9,0.11,2.1,-1.3,0.8,2.1
1981,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",23.0,NBA,SG,82.0,2820.0,18.4,0.58,0.08,0.5,5.2,6.3,5.8,22.2,2.1,0.4,16.2,23.1,7.1,2.1,9.2,0.16,2.4,-0.6,1.8,2.7
1982,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",24.0,NBA,SG,82.0,2838.0,16.2,0.54,0.08,0.38,4.8,7.5,6.2,25.8,1.5,0.3,16.6,24.6,3.8,1.5,5.3,0.09,1.2,-1.4,-0.2,1.2
1983,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",25.0,NBA,PG,82.0,2856.0,19.2,0.54,0.06,0.35,3.4,7.8,5.6,27.1,2.3,0.3,15.1,28.8,5.0,1.6,6.5,0.11,2.3,-1.0,1.4,2.4
1984,31,2839,TOT,Total After Trade,Reggie Theus,"October 13, 1957",26.0,NBA,PG,61.0,1498.0,14.3,0.5,0.07,0.45,3.8,6.1,4.9,34.1,1.6,0.5,17.2,24.5,0.7,1.0,1.8,0.06,0.2,-1.4,-1.2,0.3
1984,5,2839,CHI,Chicago Bulls,Reggie Theus,"October 13, 1957",26.0,NBA,PG,31.0,601.0,12.9,0.48,0.06,0.46,4.0,4.9,4.4,35.1,1.7,0.3,17.2,23.7,0.1,0.4,0.5,0.04,-0.7,-1.6,-2.3,0.0
1984,26,2839,KCK,Kansas City Kings,Reggie Theus,"October 13, 1957",26.0,NBA,PG,30.0,897.0,15.3,0.51,0.07,0.45,3.6,7.0,5.3,33.4,1.5,0.6,17.3,25.1,0.6,0.6,1.2,0.06,0.8,-1.3,-0.5,0.3
1985,26,2839,KCK,Kansas City Kings,Reggie Theus,"October 13, 1957",27.0,NBA,SG,82.0,2543.0,17.0,0.56,0.04,0.38,4.8,7.3,6.1,35.3,1.7,0.4,20.4,23.4,3.7,0.9,4.6,0.09,2.3,-1.6,0.7,1.7
1986,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",28.0,NBA,SG,82.0,2919.0,17.9,0.56,0.03,0.43,2.8,8.9,5.9,38.2,1.8,0.4,19.5,23.3,4.5,1.9,6.4,0.1,2.3,-1.1,1.2,2.4
1987,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",29.0,NBA,PG,79.0,2872.0,17.9,0.56,0.06,0.4,3.3,6.9,5.1,35.0,1.3,0.3,16.7,24.1,5.4,0.8,6.2,0.1,2.8,-1.9,0.9,2.1
1988,26,2839,SAC,Sacramento Kings,Reggie Theus,"October 13, 1957",30.0,NBA,SG,73.0,2653.0,16.5,0.53,0.04,0.29,2.9,6.6,4.8,27.2,1.1,0.3,13.6,26.1,3.4,0.3,3.7,0.07,1.5,-2.4,-0.9,0.7
1989,1,2839,ATL,Atlanta Hawks,Reggie Theus,"October 13, 1957",31.0,NBA,SG,82.0,2517.0,16.1,0.53,0.05,0.31,3.7,6.9,5.2,23.2,2.1,0.4,13.8,22.8,3.9,2.0,5.9,0.11,0.8,-0.3,0.6,1.6
1990,22,2839,ORL,Orlando Magic,Reggie Theus,"October 13, 1957",32.0,NBA,SG,76.0,2350.0,15.9,0.52,0.09,0.38,3.3,6.8,5.0,26.5,1.2,0.3,14.1,26.6,2.7,-0.1,2.5,0.05,1.2,-2.4,-1.2,0.5
1991,3,2839,NJN,New Jersey Nets,Reggie Theus,"October 13, 1957",33.0,NBA,SG,81.0,2955.0,14.2,0.54,0.12,0.28,2.4,5.9,4.1,20.1,1.4,0.7,15.3,22.4,2.9,1.8,4.7,0.08,0.0,-1.1,-1.1,0.6
