Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1998,23.0,SAC,NBA,PG,77.0,62.0,2266.0,5.2,14.0,0.371,1.0,2.9,0.328,4.2,11.1,0.383,1.8,2.5,0.727,1.2,2.8,3.9,7.6,1.5,0.1,2.8,4.3,13.2,,95.0,111.0
1999,24.0,ATL,NBA,PG,49.0,2.0,885.0,5.8,14.3,0.404,0.3,1.2,0.263,5.5,13.1,0.417,3.6,5.2,0.695,1.0,3.7,4.8,6.8,2.2,0.4,4.1,4.3,15.5,,93.0,99.0
2001,26.0,TOT,NBA,PG,53.0,0.0,511.0,5.4,15.6,0.349,0.1,0.5,0.2,5.3,15.1,0.354,2.4,3.4,0.697,1.0,3.5,4.5,8.0,2.4,0.6,3.5,6.4,13.3,,86.0,106.0
2001,26.0,ATL,NBA,PG,25.0,0.0,279.0,4.9,13.3,0.366,0.0,0.6,0.0,4.9,12.7,0.382,2.2,3.2,0.706,0.6,3.7,4.3,6.4,3.2,0.9,3.7,7.7,12.0,,83.0,103.0
2001,26.0,CLE,NBA,PG,28.0,0.0,232.0,6.1,18.4,0.333,0.2,0.5,0.5,5.9,17.9,0.329,2.5,3.6,0.688,1.6,3.2,4.8,10.0,1.4,0.2,3.2,4.8,15.0,,89.0,109.0
2002,27.0,NJN,NBA,SG,34.0,0.0,366.0,5.3,12.9,0.411,0.6,1.7,0.333,4.7,11.1,0.423,2.3,3.6,0.64,1.4,2.7,4.1,6.9,4.4,0.1,2.9,4.3,13.4,,97.0,98.0
2003,28.0,NJN,NBA,PG,66.0,2.0,842.0,6.4,14.4,0.446,0.8,2.2,0.371,5.6,12.2,0.459,3.2,4.6,0.689,0.8,4.0,4.9,5.4,2.3,0.3,2.6,5.8,16.8,,102.0,100.0
2004,29.0,IND,NBA,PG,73.0,7.0,1598.0,5.7,14.1,0.406,1.4,4.2,0.336,4.3,9.9,0.436,2.6,3.2,0.798,1.0,3.5,4.5,6.9,2.2,0.3,2.6,4.7,15.4,,103.0,100.0
2005,30.0,IND,NBA,PG,63.0,36.0,1747.0,6.4,14.4,0.445,1.3,3.4,0.38,5.1,11.0,0.466,2.7,3.6,0.752,1.0,4.6,5.6,9.5,1.9,0.5,3.0,4.5,16.8,,109.0,106.0
2006,31.0,IND,NBA,PG,75.0,53.0,1981.0,7.2,16.3,0.443,1.4,4.2,0.329,5.8,12.1,0.482,2.9,3.8,0.752,0.8,3.7,4.5,8.8,1.7,0.6,3.1,3.6,18.7,,107.0,105.0
2007,32.0,TOT,NBA,PG,67.0,17.0,1301.0,5.8,14.1,0.414,1.0,3.0,0.342,4.8,11.1,0.433,1.9,2.5,0.754,0.9,3.2,4.1,8.3,1.4,0.1,3.1,4.9,14.6,,101.0,110.0
2007,32.0,DAL,NBA,PG,40.0,0.0,562.0,5.7,13.9,0.411,1.0,2.8,0.379,4.7,11.2,0.419,2.0,2.8,0.724,1.2,3.3,4.6,7.4,1.5,0.1,3.0,6.5,14.5,,102.0,106.0
2007,32.0,ATL,NBA,PG,27.0,17.0,739.0,5.9,14.2,0.416,1.0,3.2,0.318,4.9,11.0,0.444,1.8,2.3,0.781,0.6,3.2,3.8,8.9,1.2,0.1,3.2,3.7,14.7,,100.0,112.0
2008,33.0,TOT,NBA,PG,69.0,52.0,1531.0,5.3,12.1,0.437,1.4,3.2,0.452,3.8,8.9,0.431,1.2,1.5,0.814,0.7,3.9,4.7,8.9,1.8,0.3,2.9,3.9,13.2,,107.0,111.0
2008,33.0,ATL,NBA,PG,42.0,41.0,1121.0,5.4,12.6,0.431,1.3,3.0,0.429,4.1,9.6,0.431,1.2,1.5,0.813,0.8,3.8,4.6,9.5,2.0,0.4,2.4,4.0,13.3,,110.0,111.0
2008,33.0,SAC,NBA,PG,27.0,11.0,410.0,4.9,10.9,0.455,1.9,3.7,0.5,3.1,7.2,0.431,1.1,1.4,0.818,0.6,4.2,4.8,7.4,1.2,0.1,4.2,3.6,12.9,,99.0,113.0
2009,34.0,ORL,NBA,PG,80.0,12.0,1481.0,5.4,13.4,0.404,1.8,4.7,0.391,3.6,8.7,0.411,2.1,2.8,0.753,1.0,4.1,5.2,7.0,1.6,0.2,2.9,3.9,14.8,,104.0,105.0
2010,35.0,ORL,NBA,PG,31.0,0.0,406.0,6.3,14.3,0.441,1.7,5.0,0.333,4.6,9.2,0.5,2.4,2.6,0.95,1.0,5.1,6.2,8.1,1.4,0.1,3.3,4.1,16.7,,110.0,106.0
