Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1986,26,1632,SAC,Sacramento Kings,Joe Kleine,"January 4, 1962",24.0,NBA,C,3.0,0.0,45.0,5.7,14.7,0.38,0.0,0.0,,5.7,14.7,0.38,5.7,6.8,0.83,9.1,6.8,15.9,1.1,1.1,1.1,2.3,9.1,17.0,113.0,117.0
1989,2,1632,BOS,Boston Celtics,Joe Kleine,"January 4, 1962",27.0,NBA,C,3.0,0.0,65.0,4.8,8.8,0.55,0.0,0.8,0.0,4.8,8.0,0.6,5.6,7.2,0.78,3.2,10.3,13.5,1.6,0.0,0.8,4.8,7.2,15.1,98.0,110.0
1990,2,1632,BOS,Boston Celtics,Joe Kleine,"January 4, 1962",28.0,NBA,C,5.0,0.0,79.0,7.9,10.3,0.76,0.0,0.6,0.0,7.9,9.7,0.81,3.0,3.7,0.83,1.8,6.7,8.5,1.2,1.2,1.8,2.4,7.3,18.9,131.0,117.0
1991,2,1632,BOS,Boston Celtics,Joe Kleine,"January 4, 1962",29.0,NBA,C,5.0,1.0,31.0,6.5,14.6,0.44,0.0,0.0,,6.5,14.6,0.44,0.0,0.0,,8.1,9.7,17.9,1.6,0.0,0.0,3.2,11.4,13.0,98.0,114.0
1992,2,1632,BOS,Boston Celtics,Joe Kleine,"January 4, 1962",30.0,NBA,C,9.0,0.0,82.0,5.8,14.1,0.41,0.0,0.6,0.0,5.8,13.4,0.43,1.3,1.3,1.0,3.8,10.2,14.1,0.6,0.0,0.6,1.9,7.0,12.8,96.0,116.0
1993,2,1632,BOS,Boston Celtics,Joe Kleine,"January 4, 1962",31.0,NBA,C,4.0,0.0,29.0,5.6,9.3,0.6,0.0,0.0,,5.6,9.3,0.6,0.0,0.0,,0.0,9.3,9.3,0.0,0.0,1.9,0.0,7.4,11.2,130.0,112.0
1994,24,1632,PHO,Phoenix Suns,Joe Kleine,"January 4, 1962",32.0,NBA,C,8.0,0.0,81.0,7.5,17.4,0.43,0.0,0.0,,7.5,17.4,0.43,2.5,3.7,0.67,3.1,7.5,10.6,1.9,0.6,2.5,1.2,9.3,17.4,102.0,111.0
1995,24,1632,PHO,Phoenix Suns,Joe Kleine,"January 4, 1962",33.0,NBA,C,10.0,10.0,167.0,9.6,16.7,0.57,0.3,0.6,0.5,9.3,16.1,0.58,0.0,0.0,,2.5,7.1,9.6,2.5,1.5,0.9,1.9,10.8,19.5,116.0,113.0
1996,24,1632,PHO,Phoenix Suns,Joe Kleine,"January 4, 1962",34.0,NBA,C,2.0,0.0,8.0,0.0,13.3,0.0,0.0,0.0,,0.0,13.3,0.0,0.0,0.0,,6.6,0.0,6.6,0.0,6.6,0.0,6.6,6.6,0.0,22.0,114.0
1999,24,1632,PHO,Phoenix Suns,Joe Kleine,"January 4, 1962",37.0,NBA,C,1.0,0.0,5.0,10.6,21.1,0.5,0.0,0.0,,10.6,21.1,0.5,0.0,0.0,,0.0,10.6,10.6,0.0,10.6,10.6,0.0,10.6,21.1,99.0,81.0
