Season,Team ID,Team ABV,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches
1995,16,MIA,Miami Heat,32,50,0.39,4th of 7,-1.85,92.9,0.0,108.2,-0.1,109.9,1.6,,"K. Loughery (17-29), A. Gentry (15-21)"
