Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997,20.0,VAN,NBA,PF,80.0,71.0,2802.0,7.1,15.6,0.453,0.1,0.3,0.259,7.0,15.3,0.457,5.0,6.7,0.746,2.8,4.4,7.1,2.2,1.0,1.0,2.9,2.6,19.2
1998,21.0,VAN,NBA,SF,82.0,82.0,2950.0,8.0,16.4,0.485,0.3,0.6,0.412,7.7,15.8,0.488,6.1,7.8,0.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
1999,22.0,VAN,NBA,SF,50.0,50.0,2021.0,6.9,15.9,0.432,0.2,0.6,0.306,6.7,15.3,0.438,6.6,7.8,0.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5
2001,24.0,VAN,NBA,SF,81.0,81.0,3241.0,6.7,14.2,0.472,0.1,0.7,0.188,6.6,13.5,0.487,4.9,5.9,0.834,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5
2002,25.0,ATL,NBA,PF,77.0,77.0,2980.0,7.2,15.7,0.461,0.3,0.8,0.3,7.0,14.8,0.47,5.1,6.3,0.801,2.4,6.0,8.4,2.9,1.2,1.0,3.0,2.6,19.8
2003,26.0,ATL,NBA,PF,81.0,81.0,3087.0,6.6,13.8,0.478,0.2,0.7,0.35,6.4,13.1,0.485,5.3,6.3,0.841,2.0,5.9,7.9,2.8,1.0,0.4,2.5,2.8,18.8
2004,27.0,TOT,NBA,PF,85.0,56.0,2684.0,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.482,5.0,5.8,0.869,2.5,6.0,8.6,2.3,0.9,0.5,2.5,3.0,18.6
2004,27.0,ATL,NBA,PF,53.0,53.0,1956.0,7.0,14.5,0.485,0.1,0.4,0.217,7.0,14.1,0.493,5.4,6.1,0.88,2.6,6.5,9.1,2.3,0.8,0.3,2.4,2.7,19.6
2004,27.0,POR,NBA,PF,32.0,3.0,728.0,5.8,13.1,0.447,0.2,0.5,0.364,5.6,12.5,0.451,3.9,4.7,0.832,2.4,4.7,7.1,2.3,1.2,0.9,2.6,3.7,15.8
2005,28.0,POR,NBA,PF,54.0,49.0,1867.0,6.5,12.9,0.503,0.3,0.8,0.385,6.2,12.2,0.51,4.2,4.9,0.866,2.4,5.2,7.6,2.1,0.9,0.5,2.3,2.9,17.5
2006,29.0,SAC,NBA,PF,72.0,30.0,1961.0,6.1,11.6,0.525,0.1,0.4,0.227,6.0,11.2,0.536,4.0,5.1,0.784,1.9,4.6,6.6,2.7,0.9,0.8,2.0,4.2,16.3
2007,30.0,SAC,NBA,C,80.0,45.0,2015.0,5.5,11.7,0.474,0.1,0.4,0.15,5.5,11.3,0.484,3.0,4.2,0.726,2.2,4.9,7.1,1.9,0.9,0.7,2.1,4.3,14.2
2008,31.0,SAC,NBA,PF,6.0,0.0,51.0,2.1,9.9,0.214,0.0,0.0,,2.1,9.9,0.214,2.8,2.8,1.0,4.2,2.8,7.1,2.8,0.7,0.0,0.7,6.4,7.1
