Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2015,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",20.0,NBA,PG,67,38,1808,175,477,0.37,91,272,0.34,84,205,0.41,0.46,82,127,0.65,61,161,222,208,99,18,90,176,523,,0
2016,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",21.0,NBA,PG,61,10,1667,184,529,0.35,61,241,0.25,123,288,0.43,0.4,129,166,0.78,76,179,255,185,91,18,80,183,558,,1
2017,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",22.0,NBA,SG,79,24,2399,269,749,0.36,94,332,0.28,175,417,0.42,0.42,203,250,0.81,78,227,305,364,125,34,159,192,835,,0
2018,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",23.0,NBA,SG,54,11,1614,189,515,0.37,75,249,0.3,114,266,0.43,0.44,97,133,0.73,43,146,189,259,71,23,129,133,550,,0
2019,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",24.0,NBA,SG,80,60,2200,239,567,0.42,126,346,0.36,113,221,0.51,0.53,104,129,0.81,57,177,234,321,143,28,123,201,708,,0
2020,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",25.0,NBA,SG,60,40,1919,256,682,0.38,137,395,0.35,119,287,0.42,0.48,127,152,0.84,42,183,225,291,101,29,103,162,776,,0
2021,2,2664,BOS,Boston Celtics,Marcus Smart,"March 6, 1994",26.0,NBA,PG,17,17,549,74,188,0.39,28,90,0.31,46,98,0.47,0.47,46,62,0.74,7,40,47,103,31,9,30,39,222,,0
