SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2000,27,SAS,David Robinson,34,4,155,25.6,0.46,0.01,0.51,11.4,24.5,18.1,16.6,2.4,5.4,7.3,32.1,0.2,0.5,0.7,0.22,5.3,3.2,8.4,0.4
2000,27,SAS,Avery Johnson,34,4,144,11.8,0.5,0.0,0.33,1.4,4.9,3.2,31.9,1.5,0.0,17.2,18.3,0.0,0.3,0.3,0.09,-0.7,0.3,-0.4,0.1
2000,27,SAS,Samaki Walker,23,4,121,15.6,0.5,0.0,0.39,11.2,26.4,18.9,3.5,0.4,6.9,18.1,16.6,0.0,0.4,0.4,0.15,-0.9,2.9,1.9,0.1
2000,27,SAS,Sean Elliott,31,4,119,8.5,0.46,0.32,0.2,0.9,17.6,9.4,9.1,0.0,1.2,8.4,18.1,0.0,0.3,0.2,0.09,-2.1,1.2,-0.9,0.0
2000,27,SAS,Mario Elie,36,4,115,8.5,0.5,0.32,0.82,4.5,10.4,7.5,11.3,2.3,0.0,28.6,16.6,-0.1,0.3,0.1,0.05,-2.6,1.4,-1.2,0.0
2000,27,SAS,Terry Porter,36,4,89,1.1,0.32,0.45,0.0,0.0,1.1,0.6,11.3,3.6,0.0,18.4,19.4,-0.4,0.2,-0.2,-0.09,-4.7,-0.5,-5.2,-0.1
2000,27,SAS,Malik Rose,25,4,83,7.1,0.48,0.0,0.5,6.3,16.9,11.7,2.4,1.3,2.5,24.2,15.8,-0.1,0.2,0.1,0.05,-5.0,1.4,-3.7,0.0
2000,27,SAS,Antonio Daniels,24,4,82,13.9,0.5,0.35,0.56,2.5,9.8,6.2,15.3,4.5,0.0,17.3,19.2,0.0,0.2,0.2,0.13,-0.9,4.2,3.2,0.1
2000,27,SAS,Jerome Kersey,37,2,25,0.2,0.14,0.0,0.0,8.3,8.0,8.1,7.3,4.2,2.8,12.5,14.5,-0.1,0.1,0.0,-0.07,-8.8,3.8,-4.9,0.0
2000,27,SAS,Jaren Jackson,32,2,19,3.3,0.21,0.33,1.33,0.0,5.3,2.7,17.9,2.8,0.0,0.0,11.4,0.0,0.0,0.0,0.0,-4.0,1.4,-2.7,0.0
2000,27,SAS,Derrick Dial,24,2,8,24.8,0.51,0.0,0.5,25.9,0.0,12.7,0.0,0.0,0.0,0.0,27.7,0.0,0.0,0.0,0.22,8.7,-2.4,6.4,0.0
