Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2000,20,NYK,New York Knicks,Latrell Sprewell,29,16,700,15.3,0.49,0.11,0.33,2.1,9.7,6.0,17.0,1.5,0.6,10.8,25.0,0.2,0.7,1.0,0.07,1.2,0.2,1.4,0.6
2000,20,NYK,New York Knicks,Allan Houston,28,16,654,13.8,0.53,0.16,0.28,0.6,8.7,4.7,8.1,1.7,0.4,12.0,23.5,0.3,0.7,1.0,0.07,0.4,0.1,0.5,0.4
2000,20,NYK,New York Knicks,Larry Johnson,30,16,589,11.4,0.54,0.22,0.22,3.1,12.9,8.1,8.4,0.8,0.3,12.1,16.5,0.4,0.6,1.0,0.08,-0.4,0.0,-0.4,0.2
2000,20,NYK,New York Knicks,Patrick Ewing,37,14,461,17.9,0.49,0.0,0.52,7.7,26.3,17.2,2.6,2.0,3.6,11.4,26.3,0.0,1.0,1.0,0.1,0.0,1.4,1.4,0.4
2000,20,NYK,New York Knicks,Charlie Ward,29,16,439,20.3,0.61,0.47,0.19,3.1,15.1,9.2,28.7,2.9,0.9,14.1,16.6,1.2,0.8,1.9,0.21,3.0,4.1,7.1,1.0
2000,20,NYK,New York Knicks,Marcus Camby,25,16,386,10.6,0.39,0.01,0.36,11.1,23.3,17.3,2.7,1.2,5.0,10.7,14.8,-0.3,0.8,0.5,0.06,-2.7,0.8,-2.0,0.0
2000,20,NYK,New York Knicks,Chris Childs,32,16,334,10.2,0.53,0.4,0.4,0.4,12.6,6.6,20.7,1.2,0.0,14.5,14.8,0.3,0.4,0.7,0.1,-3.1,1.3,-1.8,0.0
2000,20,NYK,New York Knicks,Kurt Thomas,27,16,251,9.8,0.53,0.0,0.16,8.7,14.9,11.9,3.8,0.7,2.0,17.6,16.2,0.0,0.3,0.4,0.07,-3.4,0.3,-3.2,-0.1
2000,20,NYK,New York Knicks,Chris Dudley,34,5,43,9.7,0.69,0.0,1.0,14.2,19.0,16.6,7.5,1.3,1.9,25.8,4.6,0.1,0.1,0.2,0.18,-3.1,2.5,-0.6,0.0
2000,20,NYK,New York Knicks,Rick Brunson,27,3,4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,38.7,14.3,0.0,0.0,12.8,0.0,0.0,0.0,-0.01,-17.9,20.7,2.8,0.0
2000,20,NYK,New York Knicks,John Wallace,25,1,4,-22.7,0.0,0.0,0.0,0.0,29.1,14.9,0.0,14.3,0.0,33.3,38.4,-0.1,0.0,-0.1,-0.79,-25.1,2.5,-22.5,0.0
