Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,20,3121,NYK,New York Knicks,22.0,NBA,SG,81.0,53.0,2025.0,7.8,16.6,0.47,0.1,0.4,0.28,7.6,16.2,0.47,2.3,4.2,0.56,1.6,2.1,3.7,2.9,1.2,0.2,2.8,2.8,18.0
1987,20,3121,NYK,New York Knicks,23.0,NBA,SG,80.0,73.0,2758.0,8.3,17.0,0.49,0.3,1.0,0.35,7.9,16.0,0.49,3.1,4.4,0.7,1.6,2.3,3.8,4.6,1.1,0.2,2.8,2.2,19.9
1988,20,3121,NYK,New York Knicks,24.0,NBA,SG,81.0,78.0,2703.0,7.9,17.6,0.45,0.5,1.7,0.3,7.4,15.9,0.46,2.5,3.2,0.79,1.4,2.2,3.6,4.3,1.2,0.3,2.8,2.4,18.8
1989,20,3121,NYK,New York Knicks,25.0,NBA,SG,81.0,58.0,2414.0,6.9,15.3,0.45,0.8,2.6,0.3,6.1,12.7,0.48,2.8,3.7,0.76,1.4,2.2,3.6,4.1,1.7,0.3,2.5,2.5,17.3
1990,20,3121,NYK,New York Knicks,26.0,NBA,SG,82.0,80.0,2609.0,6.5,14.2,0.46,0.5,1.7,0.31,6.0,12.5,0.48,2.9,3.6,0.8,1.8,3.3,5.1,4.6,1.3,0.3,2.7,2.6,16.4
1991,20,3121,NYK,New York Knicks,27.0,NBA,SG,68.0,56.0,2164.0,6.3,13.4,0.47,0.1,0.7,0.21,6.2,12.7,0.49,2.8,3.4,0.82,1.3,2.1,3.4,4.6,1.4,0.4,2.7,3.0,15.6
1992,20,3121,NYK,New York Knicks,28.0,NBA,SG,82.0,82.0,2344.0,6.6,14.8,0.45,0.6,1.7,0.35,6.0,13.1,0.46,1.8,2.4,0.73,1.1,2.0,3.2,3.4,1.2,0.3,1.7,3.0,15.6
1993,6,3121,CLE,Cleveland Cavaliers,29.0,NBA,SF,80.0,35.0,2079.0,6.3,13.8,0.45,0.3,1.0,0.28,6.0,12.8,0.47,2.6,3.1,0.84,1.3,2.4,3.7,3.2,1.4,0.3,1.6,2.7,15.4
1994,6,3121,CLE,Cleveland Cavaliers,30.0,NBA,SG,82.0,82.0,2768.0,5.8,12.7,0.46,1.1,2.8,0.4,4.7,9.9,0.47,2.5,3.3,0.78,1.4,2.6,3.9,3.3,1.4,0.5,1.7,2.4,15.2
1996,15,3121,VAN,Vancouver Grizzlies,32.0,NBA,SG,28.0,14.0,738.0,3.8,10.0,0.38,0.7,3.1,0.22,3.1,6.9,0.45,1.0,1.1,0.87,1.1,2.1,3.2,3.3,1.1,0.1,1.8,2.7,9.2
1997,22,3121,ORL,Orlando Magic,33.0,NBA,SG,80.0,26.0,2202.0,5.3,12.4,0.43,1.1,3.3,0.32,4.2,9.1,0.46,2.2,3.1,0.72,1.0,1.9,2.8,2.8,0.9,0.2,2.0,2.4,13.9
1998,22,3121,ORL,Orlando Magic,34.0,NBA,SG,72.0,16.0,1252.0,4.1,12.5,0.32,0.8,3.1,0.27,3.2,9.3,0.34,2.0,2.8,0.7,0.5,2.1,2.6,2.2,1.0,0.2,2.3,2.2,10.9
1999,22,3121,ORL,Orlando Magic,35.0,NBA,SG,3.0,0.0,28.0,0.0,11.6,0.0,0.0,0.0,,0.0,11.6,0.0,2.6,2.6,1.0,0.0,1.3,1.3,1.3,0.0,0.0,3.9,3.9,2.6
