PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Mike Woodson,27,3,3,110,7.2,16.0,0.449,0.0,0.7,0.0,7.2,15.4,0.46799999999999997,3.9,3.9,1.0,2.3,1.3,3.6,1.6,1.3,0.7,3.6,4.3,18.3
Reggie Theus,28,3,3,102,6.4,16.2,0.391,0.0,0.4,0.0,6.4,15.9,0.4,3.2,4.2,0.75,1.1,1.8,2.8,6.7,1.1,0.7,4.9,3.2,15.9
LaSalle Thompson,24,3,3,99,4.0,11.6,0.344,0.0,0.0,,4.0,11.6,0.344,2.5,4.4,0.583,5.1,7.6,12.7,0.7,0.7,2.2,1.5,2.9,10.5
Eddie Johnson,26,3,1,96,9.0,20.6,0.436,0.0,1.1,0.0,9.0,19.5,0.462,3.0,3.4,0.889,3.7,4.1,7.9,1.5,1.1,0.4,2.3,2.6,21.0
Mark Olberding,29,3,3,74,1.5,4.4,0.33299999999999996,0.0,0.0,,1.5,4.4,0.33299999999999996,4.4,5.8,0.75,1.9,4.4,6.3,1.5,1.0,0.5,3.4,4.4,7.3
Larry Drew,27,3,0,56,9.0,16.1,0.56,0.6,1.9,0.33299999999999996,8.4,14.1,0.591,1.3,1.3,1.0,0.0,0.6,0.6,9.0,3.2,0.0,0.0,1.3,19.9
Terry Tyler,29,3,2,51,1.4,7.1,0.2,0.0,0.0,,1.4,7.1,0.2,2.8,2.8,1.0,2.1,3.5,5.6,2.8,1.4,2.1,0.7,3.5,5.6
Joe Kleine,24,3,0,45,4.0,10.4,0.385,0.0,0.0,,4.0,10.4,0.385,4.0,4.8,0.833,6.4,4.8,11.2,0.8,0.8,0.8,1.6,6.4,12.0
Rich Kelley,32,3,0,35,3.1,9.3,0.33299999999999996,0.0,0.0,,3.1,9.3,0.33299999999999996,5.1,6.2,0.833,6.2,6.2,12.3,4.1,2.1,0.0,2.1,5.1,11.3
Otis Thorpe,23,3,0,35,3.1,13.4,0.231,0.0,0.0,,3.1,13.4,0.231,6.2,13.4,0.462,8.2,4.1,12.3,0.0,0.0,1.0,1.0,4.1,12.3
Mike Bratz,30,3,0,15,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,2.4,2.4,1.0,4.8,4.8,9.6,2.4,0.0,0.0,4.8,0.0,16.8
Carl Henry,25,1,0,2,18.0,18.0,1.0,18.0,18.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
