PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Otis Birdsong,30,3,3,132,7.9,15.0,0.527,0.0,0.8,0.0,7.9,14.2,0.5579999999999999,3.0,5.2,0.579,1.4,1.9,3.3,2.7,1.6,0.8,2.5,3.8,18.8
Buck Williams,25,3,3,126,6.0,8.3,0.7240000000000001,0.0,0.0,,6.0,8.3,0.7240000000000001,5.7,7.4,0.769,3.4,5.4,8.9,0.6,1.7,0.3,1.7,4.3,17.7
Mike Gminski,26,3,3,109,5.3,14.2,0.37200000000000005,0.0,0.0,,5.3,14.2,0.37200000000000005,8.6,8.9,0.963,3.6,6.3,9.9,1.7,1.3,0.7,3.0,3.6,19.2
Albert King,26,3,3,98,6.6,15.4,0.429,0.4,1.5,0.25,6.2,14.0,0.447,1.5,1.5,1.0,2.9,1.8,4.8,3.7,0.7,0.4,1.8,5.5,15.1
Darwin Cook,27,3,0,77,6.1,13.6,0.44799999999999995,0.0,1.9,0.0,6.1,11.7,0.52,0.9,2.8,0.33299999999999996,1.4,1.9,3.3,7.9,2.3,0.9,2.8,5.1,13.1
Kelvin Ransey,27,3,3,68,5.3,11.6,0.455,0.5,1.6,0.33299999999999996,4.8,10.1,0.474,3.2,4.2,0.75,1.6,2.1,3.7,6.4,0.5,0.0,2.1,4.8,14.3
Mickey Johnson,33,3,0,54,3.3,12.7,0.263,0.0,1.3,0.0,3.3,11.3,0.294,4.7,7.3,0.636,1.3,6.0,7.3,1.3,1.3,0.0,2.0,4.7,11.3
Mike O'Koren,27,2,0,21,1.7,10.3,0.16699999999999998,0.0,1.7,0.0,1.7,8.6,0.2,0.0,0.0,,1.7,1.7,3.4,3.4,3.4,1.7,5.1,8.6,3.4
Jeff Turner,23,3,0,18,2.0,6.0,0.33299999999999996,0.0,0.0,,2.0,6.0,0.33299999999999996,2.0,2.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,8.0,14.0,6.0
Darryl Dawkins,29,1,0,17,8.5,12.7,0.667,0.0,0.0,,8.5,12.7,0.667,4.2,6.4,0.667,2.1,4.2,6.4,6.4,0.0,4.2,4.2,8.5,21.2
