PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kiki Vandeweghe,27,4,4,149,9.7,16.7,0.58,0.0,0.5,0.0,9.7,16.2,0.597,7.7,7.7,1.0,0.5,0.7,1.2,1.9,0.5,0.5,2.2,2.9,27.1
Clyde Drexler,23,4,4,145,6.5,14.2,0.456,0.5,1.2,0.4,6.0,12.9,0.462,4.5,5.7,0.7829999999999999,2.2,4.0,6.2,6.5,1.5,0.7,4.7,4.7,17.9
Kenny Carr,30,4,4,143,6.0,10.6,0.5710000000000001,0.0,0.3,0.0,6.0,10.3,0.585,2.8,3.8,0.733,2.3,11.1,13.3,1.8,1.3,0.3,2.0,4.5,14.9
Mychal Thompson,31,4,4,140,8.0,13.9,0.574,0.0,0.0,,8.0,13.9,0.574,3.6,6.7,0.5379999999999999,2.8,5.7,8.5,3.6,0.3,0.8,2.6,3.3,19.5
Steve Colter,23,4,4,104,4.2,9.0,0.462,0.0,0.3,0.0,4.2,8.7,0.48,0.7,0.7,1.0,1.0,4.2,5.2,8.0,1.7,0.3,2.1,4.5,9.0
Caldwell Jones,35,4,0,73,3.0,8.4,0.353,0.0,0.0,,3.0,8.4,0.353,1.0,2.0,0.5,4.4,4.9,9.4,1.5,0.0,1.0,2.0,6.4,6.9
Jim Paxson,28,4,0,71,7.1,18.8,0.37799999999999995,1.0,3.0,0.33299999999999996,6.1,15.7,0.387,6.1,7.6,0.8,0.5,1.5,2.0,7.6,1.5,0.0,3.0,6.1,21.3
Terry Porter,22,4,0,68,6.4,14.3,0.444,0.5,3.2,0.16699999999999998,5.8,11.1,0.524,1.1,2.1,0.5,0.5,2.1,2.6,6.4,1.6,1.1,3.2,5.3,14.3
Jerome Kersey,23,4,0,56,5.8,14.1,0.409,0.0,0.6,0.0,5.8,13.5,0.429,2.6,2.6,1.0,4.5,5.1,9.6,2.6,0.6,2.6,3.9,8.4,14.1
Ken Johnson,23,2,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.5,6.5,0.0,6.5,0.0,3.3,3.3,0.0
