PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Wes Matthews,26,3,3,116,10.9,16.8,0.648,0.0,0.3,0.0,10.9,16.4,0.66,1.9,2.5,0.75,0.3,1.9,2.2,7.4,1.9,0.0,3.4,2.2,23.6
Artis Gilmore,36,3,3,107,5.4,8.1,0.667,0.0,0.0,,5.4,8.1,0.667,2.7,4.7,0.5710000000000001,2.4,3.7,6.1,1.0,2.4,0.3,3.4,3.7,13.5
Mike Mitchell,30,3,3,107,7.1,17.5,0.40399999999999997,0.0,0.0,,7.1,17.5,0.40399999999999997,1.7,3.4,0.5,1.0,2.0,3.0,3.4,1.0,1.0,3.4,2.7,15.8
Dave Greenwood,28,3,3,101,4.3,8.2,0.522,0.0,0.0,,4.3,8.2,0.522,2.1,2.9,0.75,0.4,6.1,6.4,1.1,1.1,0.4,0.4,4.3,10.7
Alvin Robertson,23,3,3,98,2.9,10.7,0.276,0.0,0.0,,2.9,10.7,0.276,4.0,4.8,0.846,1.8,3.3,5.1,7.0,2.6,0.4,1.8,3.7,9.9
Steve Johnson,28,3,0,53,3.4,10.2,0.33299999999999996,0.0,0.0,,3.4,10.2,0.33299999999999996,3.4,7.5,0.455,1.4,2.7,4.1,1.4,0.0,0.7,4.1,9.5,10.2
Jeff Lamp,26,3,0,45,5.6,14.4,0.389,0.8,2.4,0.33299999999999996,4.8,12.0,0.4,0.0,0.0,,0.8,0.0,0.8,5.6,0.8,0.0,3.2,4.8,12.0
Jon Sundvold,24,3,0,43,5.9,15.1,0.389,0.8,5.0,0.16699999999999998,5.0,10.0,0.5,0.8,0.8,1.0,0.0,0.8,0.8,4.2,0.0,0.0,4.2,0.8,13.4
Alfredrick Hughes,23,3,0,18,8.0,18.0,0.444,0.0,0.0,,8.0,18.0,0.444,0.0,0.0,,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,16.0
Jeff Wilkins,30,3,0,16,0.0,2.3,0.0,0.0,0.0,,0.0,2.3,0.0,0.0,0.0,,0.0,6.8,6.8,0.0,0.0,4.5,0.0,13.5,0.0
Tyrone Corbin,23,1,0,14,0.0,10.3,0.0,0.0,0.0,,0.0,10.3,0.0,0.0,0.0,,0.0,2.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0
Mike Brittain,22,1,0,2,18.0,36.0,0.5,0.0,0.0,,18.0,36.0,0.5,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,36.0
