PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
James Donaldson,28,10,10,410,3.2,4.2,0.75,0.0,0.0,,3.2,4.2,0.75,3.2,3.5,0.925,2.6,7.6,10.3,0.9,0.5,1.1,0.9,2.3,9.6
Rolando Blackman,26,10,10,371,8.1,16.2,0.49700000000000005,0.0,0.1,0.0,8.1,16.1,0.5,4.1,5.1,0.792,1.5,1.9,3.4,3.1,0.8,0.1,1.9,2.5,20.2
Derek Harper,24,10,10,348,5.9,11.1,0.5329999999999999,0.8,1.4,0.5710000000000001,5.1,9.6,0.527,1.2,1.7,0.75,1.3,0.6,2.0,7.9,2.4,0.0,2.4,2.8,13.9
Sam Perkins,24,10,10,347,5.9,13.8,0.429,0.2,0.8,0.25,5.7,13.0,0.44,3.4,4.5,0.767,3.1,5.5,8.6,2.5,0.9,1.5,1.7,3.3,15.5
Mark Aguirre,26,10,10,345,11.0,22.3,0.491,0.2,0.6,0.33299999999999996,10.7,21.7,0.495,3.7,5.7,0.636,2.2,5.2,7.4,5.6,0.9,0.0,2.4,2.9,25.8
Jay Vincent,26,10,0,204,6.7,17.5,0.384,0.0,0.0,,6.7,17.5,0.384,5.3,6.0,0.882,2.6,4.2,6.9,2.6,0.7,0.2,3.0,3.4,18.7
Brad Davis,30,10,0,163,5.3,9.7,0.545,2.2,3.3,0.667,3.1,6.4,0.483,4.2,5.3,0.792,0.2,4.0,4.2,5.1,0.7,0.0,3.3,4.9,17.0
Detlef Schrempf,23,10,0,120,3.9,8.4,0.46399999999999997,0.0,0.3,0.0,3.9,8.1,0.48100000000000004,3.3,5.1,0.647,2.1,4.8,6.9,4.2,0.6,0.3,3.0,7.2,11.1
Dale Ellis,25,7,0,67,4.8,11.8,0.409,3.8,6.4,0.583,1.1,5.4,0.2,2.7,2.7,1.0,1.6,2.1,3.8,1.1,1.1,1.1,2.1,3.2,16.1
Bill Wennington,22,6,0,18,4.0,12.0,0.33299999999999996,2.0,2.0,1.0,2.0,10.0,0.2,4.0,4.0,1.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0,8.0,14.0
Uwe Blab,23,1,0,6,12.0,18.0,0.667,0.0,0.0,,12.0,18.0,0.667,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,24.0
Harold Keeling,22,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
