Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2020,21,764,OKC,Oklahoma City Thunder,20.0,NBA,SF,36,820,7.6,0.51,0.46,0.24,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,,0.1,0.8,0.8,0.05,,-4.1,0.4,-3.7,-0.4
2021,21,764,OKC,Oklahoma City Thunder,21.0,NBA,SG,14,399,14.6,0.64,0.57,0.24,2.3,11.6,7.0,5.1,1.8,0.8,9.6,18.3,,0.5,0.3,0.9,0.1,,-0.2,0.0,-0.3,0.2
