Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,20,774,NYK,New York Knicks,Toney Douglas,1986-03-16,23.0,NBA,PG,56.0,12.0,19.4,3.2,7.0,0.46,1.2,3.1,0.39,2.0,3.9,0.51,0.55,1.0,1.2,0.81,0.7,1.2,1.9,2.0,0.8,0.1,1.0,2.1,8.6
2011,20,774,NYK,New York Knicks,Toney Douglas,1986-03-16,24.0,NBA,SG,81.0,9.0,24.3,3.9,9.3,0.42,1.8,4.7,0.37,2.1,4.6,0.46,0.51,1.0,1.3,0.79,0.8,2.2,3.0,3.0,1.1,0.0,1.1,2.2,10.6
2012,20,774,NYK,New York Knicks,Toney Douglas,1986-03-16,25.0,NBA,PG,38.0,9.0,17.3,2.5,7.6,0.32,0.7,3.1,0.23,1.8,4.6,0.39,0.37,0.6,0.7,0.85,0.4,1.5,1.9,2.0,0.8,0.0,1.5,1.4,6.2
2013,31,774,TOT,Total After Trade,Toney Douglas,1986-03-16,26.0,NBA,PG,71.0,0.0,18.2,2.6,6.6,0.4,1.2,3.0,0.38,1.5,3.5,0.42,0.49,1.1,1.2,0.9,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5
2013,11,774,HOU,Houston Rockets,Toney Douglas,1986-03-16,26.0,NBA,PG,49.0,0.0,18.6,2.8,7.2,0.4,1.2,3.3,0.38,1.6,3.9,0.41,0.48,1.2,1.4,0.88,0.5,1.4,1.8,1.9,0.8,0.0,1.1,2.1,8.1
2013,26,774,SAC,Sacramento Kings,Toney Douglas,1986-03-16,26.0,NBA,PG,22.0,0.0,17.1,2.2,5.2,0.43,1.0,2.5,0.39,1.3,2.7,0.47,0.52,0.7,0.7,1.0,0.5,1.7,2.2,2.6,1.4,0.0,1.1,1.9,6.1
2014,31,774,TOT,Total After Trade,Toney Douglas,1986-03-16,27.0,NBA,PG,51.0,17.0,13.2,1.4,3.7,0.38,0.6,2.0,0.3,0.8,1.7,0.48,0.47,0.5,0.7,0.74,0.4,1.4,1.7,1.3,0.4,0.1,0.7,1.6,4.0
2014,10,774,GSW,Golden State Warriors,Toney Douglas,1986-03-16,27.0,NBA,PG,24.0,0.0,11.0,1.3,3.6,0.37,0.8,2.5,0.32,0.5,1.1,0.48,0.48,0.2,0.3,0.62,0.2,0.9,1.1,0.8,0.3,0.1,0.7,1.4,3.7
2014,16,774,MIA,Miami Heat,Toney Douglas,1986-03-16,27.0,NBA,PG,27.0,17.0,15.2,1.5,3.9,0.39,0.4,1.6,0.28,1.1,2.3,0.48,0.45,0.7,1.0,0.77,0.5,1.7,2.3,1.8,0.5,0.1,0.7,1.7,4.2
2015,19,774,NOP,New Orleans Pelicans,Toney Douglas,1986-03-16,28.0,NBA,SG,12.0,0.0,14.8,1.6,4.3,0.37,0.4,1.5,0.28,1.2,2.8,0.42,0.42,0.7,1.1,0.62,0.2,1.7,1.8,2.0,0.9,0.3,0.8,1.7,4.3
2016,19,774,NOP,New Orleans Pelicans,Toney Douglas,1986-03-16,29.0,NBA,PG,61.0,18.0,20.7,3.0,7.3,0.41,1.3,3.3,0.4,1.7,4.0,0.42,0.5,1.4,1.6,0.85,0.4,1.9,2.3,2.6,1.1,0.1,1.0,2.1,8.7
2017,15,774,MEM,Memphis Grizzlies,Toney Douglas,1986-03-16,30.0,NBA,PG,24.0,0.0,16.4,1.8,4.9,0.37,0.3,1.8,0.17,1.5,3.1,0.48,0.4,1.0,1.2,0.83,0.5,2.0,2.5,2.3,0.8,0.2,0.9,2.1,4.9
