Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,31,2205,TOT,Total After Trade,25.0,NBA,PG,35.0,0.0,430.0,3.1,8.2,0.38,0.0,0.1,0.0,3.1,8.1,0.38,4.1,5.9,0.7,0.8,2.5,3.3,5.4,1.1,0.0,3.7,2.6,10.3
1998,7,2205,DAL,Dallas Mavericks,25.0,NBA,PG,16.0,0.0,214.0,2.4,7.1,0.33,0.0,0.0,,2.4,7.1,0.33,3.0,4.2,0.72,1.0,2.5,3.5,5.4,1.0,0.0,2.7,2.7,7.7
1998,22,2205,ORL,Orlando Magic,25.0,NBA,PG,19.0,0.0,216.0,3.8,9.3,0.41,0.0,0.2,0.0,3.8,9.2,0.42,5.2,7.5,0.69,0.5,2.5,3.0,5.5,1.2,0.0,4.7,2.5,12.8
1999,31,2205,TOT,Total After Trade,26.0,NBA,PG,8.0,0.0,72.0,2.0,7.0,0.29,0.0,0.0,,2.0,7.0,0.29,2.5,3.5,0.71,0.0,3.5,3.5,1.5,1.5,0.5,1.5,4.5,6.5
1999,26,2205,SAC,Sacramento Kings,26.0,NBA,PG,7.0,0.0,68.0,2.1,6.9,0.31,0.0,0.0,,2.1,6.9,0.31,2.1,2.6,0.8,0.0,3.2,3.2,1.6,1.6,0.5,1.6,4.2,6.4
1999,22,2205,ORL,Orlando Magic,26.0,NBA,PG,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,9.0,18.0,0.5,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0
2001,31,2205,TOT,Total After Trade,28.0,NBA,PG,70.0,4.0,925.0,3.0,7.5,0.4,0.0,0.1,0.33,2.9,7.4,0.4,2.5,3.5,0.71,0.6,3.1,3.7,5.7,1.2,0.0,1.9,3.3,8.4
2001,3,2205,NJN,New Jersey Nets,28.0,NBA,PG,19.0,0.0,161.0,1.1,6.0,0.18,0.0,0.0,,1.1,6.0,0.18,2.7,4.2,0.63,0.7,4.5,5.1,5.6,1.1,0.0,2.0,3.1,4.9
2001,23,2205,PHI,Philadelphia 76Ers,28.0,NBA,PG,51.0,4.0,764.0,3.3,7.8,0.43,0.0,0.1,0.33,3.3,7.6,0.43,2.4,3.3,0.73,0.6,2.8,3.4,5.7,1.2,0.0,1.9,3.3,9.1
2002,31,2205,TOT,Total After Trade,29.0,NBA,PG,81.0,17.0,1723.0,2.9,7.4,0.39,0.0,0.0,0.5,2.8,7.3,0.39,3.9,4.7,0.82,0.5,3.3,3.8,6.1,1.3,0.0,2.2,2.0,9.7
2002,5,2205,CHI,Chicago Bulls,29.0,NBA,PG,52.0,17.0,1146.0,3.0,7.9,0.38,0.0,0.1,0.5,3.0,7.9,0.38,3.4,4.1,0.84,0.6,3.5,4.0,6.1,1.1,0.0,2.5,2.0,9.5
2002,12,2205,IND,Indiana Pacers,29.0,NBA,PG,29.0,0.0,577.0,2.5,6.2,0.4,0.0,0.0,,2.5,6.2,0.4,4.9,6.1,0.8,0.4,3.1,3.5,6.1,1.6,0.1,1.6,2.1,9.9
2003,31,2205,TOT,Total After Trade,30.0,NBA,PG,82.0,5.0,1897.0,3.8,8.4,0.45,0.0,0.1,0.33,3.7,8.3,0.45,2.5,3.4,0.75,0.5,3.0,3.5,5.5,1.3,0.1,1.4,2.3,10.1
2003,17,2205,MIL,Milwaukee Bucks,30.0,NBA,PG,53.0,4.0,1127.0,3.7,8.1,0.46,0.0,0.2,0.2,3.7,8.0,0.46,2.2,2.9,0.75,0.4,2.8,3.2,5.8,1.2,0.1,1.1,2.3,9.7
2003,21,2205,SEA,Seattle Supersonics,30.0,NBA,PG,29.0,1.0,770.0,3.8,8.7,0.44,0.0,0.0,1.0,3.8,8.6,0.44,3.1,4.1,0.76,0.6,3.3,3.9,5.1,1.5,0.0,1.7,2.4,10.8
2004,6,2205,CLE,Cleveland Cavaliers,31.0,NBA,PG,82.0,7.0,1401.0,2.4,6.6,0.37,0.1,0.2,0.44,2.3,6.4,0.37,3.8,4.5,0.84,0.6,3.8,4.4,6.0,1.3,0.2,2.1,3.1,8.8
2005,23,2205,PHI,Philadelphia 76Ers,32.0,NBA,PG,26.0,0.0,158.0,2.5,7.1,0.36,0.0,0.0,,2.5,7.1,0.36,1.4,2.1,0.67,0.7,3.6,4.3,4.3,1.1,0.0,1.4,3.6,6.4
2006,23,2205,PHI,Philadelphia 76Ers,33.0,NBA,SG,70.0,23.0,1069.0,2.5,5.9,0.43,0.0,0.1,0.33,2.5,5.8,0.43,1.4,1.7,0.84,0.4,2.9,3.3,3.4,1.1,0.1,1.0,3.5,6.5
2007,23,2205,PHI,Philadelphia 76Ers,34.0,NBA,PG,53.0,23.0,919.0,3.2,7.3,0.43,0.0,0.1,0.0,3.2,7.2,0.44,1.4,1.8,0.82,0.3,2.6,2.9,5.1,0.8,0.0,1.8,3.0,7.8
2008,23,2205,PHI,Philadelphia 76Ers,35.0,NBA,SG,40.0,0.0,300.0,3.5,8.3,0.42,0.0,0.1,0.0,3.5,8.2,0.43,1.4,1.8,0.8,0.5,1.8,2.3,4.6,1.2,0.0,0.6,3.4,8.4
2009,18,2205,MIN,Minnesota Timberwolves,36.0,NBA,PG,50.0,21.0,850.0,2.6,6.4,0.41,0.0,0.0,0.0,2.6,6.3,0.41,3.4,4.1,0.83,0.6,2.6,3.2,5.0,0.8,0.2,1.4,3.3,8.6
