Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2004,19.0,BOS,NBA,C,10.0,0.0,35.0,11.8,22.1,0.533,0.0,0.0,,11.8,22.1,0.533,8.8,13.2,0.667,7.4,13.2,20.6,4.4,0.0,2.9,7.4,8.8,32.4,,103.0,101.0
2005,20.0,BOS,NBA,C,60.0,3.0,548.0,5.3,11.2,0.471,0.0,0.0,,5.3,11.2,0.471,3.5,5.4,0.638,5.0,11.6,16.5,2.0,0.8,3.5,4.0,9.2,14.0,,96.0,102.0
2006,21.0,BOS,NBA,C,68.0,40.0,1332.0,5.4,10.4,0.515,0.0,0.1,0.0,5.4,10.3,0.519,3.1,5.1,0.615,5.5,10.3,15.8,2.7,0.8,4.1,4.2,7.8,13.8,,100.0,103.0
2007,22.0,BOS,NBA,C,72.0,53.0,1576.0,4.4,8.9,0.491,0.0,0.1,0.0,4.4,8.8,0.496,2.0,3.3,0.6,3.7,8.6,12.3,3.1,0.8,3.2,3.7,7.1,10.7,,94.0,105.0
2008,23.0,BOS,NBA,C,78.0,78.0,1912.0,5.9,9.6,0.615,0.0,0.0,0.0,5.9,9.6,0.617,3.1,5.1,0.623,4.0,9.1,13.1,2.3,0.9,3.1,3.5,6.7,15.0,,110.0,97.0
2009,24.0,BOS,NBA,C,76.0,76.0,2253.0,6.5,11.3,0.577,0.0,0.0,0.0,6.5,11.2,0.58,2.3,3.8,0.6,4.8,9.8,14.6,2.3,0.5,3.5,3.9,6.0,15.3,,105.0,100.0
2010,25.0,BOS,NBA,C,78.0,78.0,2154.0,7.6,12.7,0.602,0.0,0.1,0.0,7.6,12.6,0.605,4.0,6.8,0.582,3.8,10.7,14.5,1.9,0.6,3.2,4.0,5.3,19.2,,105.0,101.0
2011,26.0,TOT,NBA,C,29.0,24.0,742.0,4.7,9.2,0.515,0.0,0.0,,4.7,9.2,0.515,2.8,5.1,0.556,4.4,12.0,16.4,1.8,0.6,1.8,3.9,6.4,12.3,,95.0,103.0
2011,26.0,BOS,NBA,C,12.0,7.0,313.0,5.4,10.0,0.542,0.0,0.0,,5.4,10.0,0.542,3.9,6.8,0.575,3.9,12.6,16.5,1.7,0.3,1.7,4.2,6.3,14.8,,97.0,99.0
2011,26.0,OKC,NBA,C,17.0,17.0,429.0,4.2,8.6,0.493,0.0,0.0,,4.2,8.6,0.493,2.1,3.9,0.531,4.7,11.6,16.3,1.9,0.8,1.9,3.7,6.5,10.5,,94.0,105.0
2012,27.0,OKC,NBA,C,65.0,65.0,1744.0,3.8,7.8,0.489,0.0,0.0,,3.8,7.8,0.489,2.2,3.3,0.652,3.6,9.1,12.6,2.3,0.7,2.2,3.5,5.6,9.7,,96.0,103.0
2013,28.0,OKC,NBA,C,78.0,78.0,1954.0,3.8,8.2,0.457,0.0,0.0,0.0,3.8,8.2,0.458,1.2,1.9,0.611,2.9,9.4,12.3,2.9,1.1,2.2,2.9,6.0,8.7,,94.0,102.0
2014,29.0,OKC,NBA,C,62.0,62.0,1207.0,3.6,8.0,0.451,0.0,0.0,0.0,3.6,8.0,0.453,1.5,2.8,0.552,3.4,9.3,12.7,2.8,1.1,1.3,3.7,7.4,8.8,,88.0,104.0
2015,30.0,TOT,NBA,C,68.0,3.0,1148.0,4.5,10.0,0.449,0.0,0.0,0.0,4.5,9.9,0.451,1.8,3.6,0.506,4.0,10.1,14.0,2.2,0.7,1.8,4.2,7.1,10.8,,86.0,105.0
2015,30.0,OKC,NBA,C,51.0,3.0,981.0,4.2,9.5,0.441,0.0,0.1,0.0,4.2,9.5,0.443,1.9,3.8,0.507,4.1,10.2,14.3,2.2,0.7,1.9,3.8,6.9,10.3,,87.0,104.0
2015,30.0,CLE,NBA,C,17.0,0.0,167.0,6.2,12.8,0.488,0.0,0.0,,6.2,12.8,0.488,1.2,2.5,0.5,3.4,9.3,12.8,2.5,0.6,1.2,6.5,8.4,13.7,,78.0,106.0
2016,31.0,NOP,NBA,C,37.0,5.0,542.0,3.7,6.9,0.533,0.0,0.0,,3.7,6.9,0.533,1.0,2.3,0.44,2.3,9.4,11.7,2.8,1.0,1.0,3.8,5.9,8.3,,86.0,109.0
2018,33.0,CLE,NBA,C,1.0,0.0,15.0,3.3,6.5,0.5,0.0,0.0,,3.3,6.5,0.5,3.3,6.5,0.5,0.0,3.3,3.3,6.5,3.3,0.0,3.3,3.3,9.8,,97.0,111.0
