Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1982,13,359,SDC,San Diego Clippers,15,Jim Brogan,SG,6-4,185,"February 24, 1958",US,R,West Virginia Wesleyan College
1982,13,365,SDC,San Diego Clippers,7,Michael Brooks,SF,6-7,220,"August 17, 1958",US,1,La Salle
1982,13,407,SDC,San Diego Clippers,23,Joe Bryant,SF,6-9,185,"October 19, 1954",US,6,La Salle
1982,13,512,SDC,San Diego Clippers,22,Tom Chambers,PF,6-10,220,"June 21, 1959",US,R,Utah
1982,13,631,SDC,San Diego Clippers,1,Charlie Criss,PG,5-8,165,"November 6, 1948",US,4,New Mexico State
1982,13,698,SDC,San Diego Clippers,42,Ron Davis,SF,6-6,198,"May 1, 1954",US,2,Washington State
1982,13,769,SDC,San Diego Clippers,13,John Douglas,SG,6-2,170,"June 12, 1956",US,R,Kansas
1982,13,1288,SDC,San Diego Clippers,24,Armond Hill,PG,6-4,190,"March 31, 1953",US,5,Princeton
1982,13,1726,SDC,San Diego Clippers,34,Rock Lee,C,6-10,220,"May 1, 1955",US,R,"California, San Diego State"
1982,13,2115,SDC,San Diego Clippers,31,Swen Nater,C,6-11,240,"January 14, 1950",NL,8,UCLA
1982,13,2687,SDC,San Diego Clippers,30,Jim Smith,PF,6-9,225,"April 12, 1958",US,R,Ohio State
1982,13,2700,SDC,San Diego Clippers,11,Phil Smith,SG,6-4,185,"April 22, 1952",US,7,San Francisco
1982,13,2812,SDC,San Diego Clippers,14,Brian Taylor,PG,6-2,185,"June 9, 1951",US,9,Princeton
1982,13,3104,SDC,San Diego Clippers,33,Jerome Whitehead,C,6-10,220,"September 30, 1956",US,3,Marquette
1982,13,3118,SDC,San Diego Clippers,21,Michael Wiley,PF,6-9,200,"October 16, 1957",US,1,Cal State Long Beach
1982,13,3143,SDC,San Diego Clippers,20,Freeman Williams,SG,6-4,190,"May 15, 1956",US,3,Portland State
1982,13,3224,SDC,San Diego Clippers,4,Al Wood,SG,6-6,193,"June 2, 1958",US,R,UNC
