Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,23.0,ATL,NBA,SG,82.0,82.0,2505.0,6.3,12.9,0.489,0.0,0.1,0.167,6.3,12.8,0.492,3.1,4.6,0.666,2.7,3.3,6.0,2.9,1.8,0.4,2.6,2.3,15.7
1993,24.0,ATL,NBA,SG,73.0,66.0,2112.0,6.8,13.5,0.501,0.0,0.1,0.0,6.8,13.4,0.504,3.9,5.2,0.739,2.4,2.5,4.9,2.9,1.6,0.3,2.7,2.4,17.4
1994,25.0,ATL,NBA,SG,82.0,82.0,2605.0,6.1,11.9,0.51,0.0,0.1,0.143,6.1,11.8,0.513,4.6,6.0,0.764,2.5,3.0,5.4,2.6,2.1,0.6,2.0,2.5,16.7
1995,26.0,ATL,NBA,SG,76.0,76.0,2362.0,6.1,13.4,0.453,0.1,0.4,0.269,5.9,13.0,0.459,3.8,5.3,0.728,2.4,3.2,5.6,3.0,1.5,0.7,2.3,2.5,16.0
1996,27.0,ATL,NBA,SF,77.0,49.0,2294.0,5.7,11.6,0.491,0.0,0.1,0.25,5.7,11.5,0.492,3.9,5.0,0.792,2.1,2.6,4.8,2.1,1.7,0.5,2.2,3.0,15.3
1997,28.0,TOT,NBA,SG,60.0,10.0,942.0,4.0,8.4,0.477,0.0,0.0,,4.0,8.4,0.477,2.6,3.7,0.711,1.8,3.5,5.3,2.1,1.6,0.6,2.4,3.3,10.7
1997,28.0,DET,NBA,SG,20.0,3.0,292.0,3.8,9.5,0.403,0.0,0.0,,3.8,9.5,0.403,3.5,5.1,0.683,1.7,4.3,6.0,1.8,1.2,1.2,3.3,3.6,11.1
1997,28.0,POR,NBA,SG,40.0,7.0,650.0,4.1,7.9,0.517,0.0,0.0,,4.1,7.9,0.517,2.3,3.1,0.732,1.8,3.1,4.9,2.3,1.8,0.4,2.0,3.2,10.5
1998,29.0,POR,NBA,SG,71.0,23.0,1445.0,3.8,9.3,0.414,0.0,0.2,0.143,3.8,9.1,0.419,2.3,3.9,0.603,2.6,3.3,5.9,2.2,1.4,0.8,2.0,3.6,10.0
1999,30.0,POR,NBA,SF,48.0,21.0,874.0,3.2,7.2,0.448,0.0,0.1,0.0,3.2,7.1,0.453,2.1,3.1,0.684,1.9,3.2,5.1,2.4,2.3,0.7,1.2,3.3,8.6
2001,32.0,POR,NBA,SG,66.0,23.0,1182.0,3.9,8.1,0.477,0.0,0.1,0.0,3.9,8.0,0.485,1.7,2.6,0.655,1.8,3.0,4.8,3.0,1.5,0.6,1.5,3.2,9.5
2002,33.0,CHH,NBA,SG,77.0,3.0,1319.0,3.8,9.0,0.427,0.0,0.1,0.0,3.8,8.9,0.431,2.1,2.8,0.762,1.6,4.5,6.1,2.8,1.5,0.3,1.5,3.1,9.7
2003,34.0,NOH,NBA,SG,70.0,3.0,862.0,3.3,8.0,0.411,0.0,0.3,0.0,3.3,7.7,0.427,2.3,3.0,0.75,1.1,3.9,5.0,2.9,1.1,0.4,1.7,3.3,8.9
2004,35.0,NOH,NBA,SF,69.0,24.0,1416.0,3.6,8.8,0.412,0.0,0.2,0.143,3.6,8.6,0.418,2.8,3.5,0.791,1.3,3.1,4.4,2.2,1.4,0.4,1.9,2.9,10.1
2005,36.0,ORL,NBA,SF,55.0,7.0,663.0,3.7,9.1,0.407,0.0,0.0,,3.7,9.1,0.407,3.1,4.2,0.74,2.4,2.9,5.4,2.0,1.2,0.4,1.7,4.5,10.5
2006,37.0,ORL,NBA,SF,36.0,3.0,385.0,2.3,6.8,0.342,0.0,0.0,,2.3,6.8,0.342,2.0,2.8,0.7,1.7,3.3,5.0,2.2,1.1,0.6,1.0,3.7,6.6
