Season,Team ID,Team ABV,Team,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
2013,4,CHA,Charlotte Bobcats,Kemba Walker,22.0,82.0,2859.0,0.42,0.46,0.32,0.47,0.8,0.52,0.3,0.27,93.0,95.0,90.0,94.0,106.0,97.0,110.0,110.0,-76.1,-49.7
2013,4,CHA,Charlotte Bobcats,Gerald Henderson,25.0,68.0,2133.0,0.45,0.46,0.33,0.47,0.82,0.53,0.37,0.12,99.0,96.0,92.0,94.0,109.0,99.0,135.0,48.0,-51.9,-6.5
2013,4,CHA,Charlotte Bobcats,Ramon Sessions,26.0,61.0,1652.0,0.41,0.43,0.31,0.43,0.84,0.53,0.51,0.16,90.0,88.0,86.0,87.0,111.0,99.0,190.0,65.0,-86.2,-10.1
2013,4,CHA,Charlotte Bobcats,Ben Gordon,29.0,75.0,1560.0,0.41,0.42,0.39,0.48,0.84,0.52,0.17,0.38,90.0,87.0,108.0,97.0,112.0,96.0,62.0,158.0,-21.6,-32.4
2013,4,CHA,Charlotte Bobcats,Michael Kidd-Gilchrist,19.0,78.0,2025.0,0.46,0.46,0.22,0.46,0.75,0.51,0.3,0.02,101.0,96.0,62.0,93.0,99.0,95.0,113.0,6.0,-44.6,-39.4
2013,4,CHA,Charlotte Bobcats,Byron Mullens,23.0,53.0,1428.0,0.38,0.42,0.32,0.44,0.65,0.46,0.18,0.37,85.0,88.0,88.0,89.0,86.0,87.0,65.0,152.0,-59.0,-84.6
2013,4,CHA,Charlotte Bobcats,Jeff Taylor,23.0,77.0,1507.0,0.43,0.49,0.34,0.5,0.73,0.53,0.26,0.39,95.0,101.0,96.0,100.0,97.0,99.0,95.0,159.0,0.9,-3.1
2013,4,CHA,Charlotte Bobcats,Bismack Biyombo,20.0,80.0,2186.0,0.45,0.45,,0.45,0.52,0.47,0.41,0.0,100.0,93.0,,91.0,69.0,88.0,152.0,,-31.5,-50.8
2013,4,CHA,Charlotte Bobcats,Josh McRoberts,25.0,26.0,802.0,0.5,0.55,0.24,0.52,0.78,0.56,0.29,0.15,112.0,114.0,67.0,105.0,104.0,106.0,107.0,63.0,10.4,13.0
2013,4,CHA,Charlotte Bobcats,Brendan Haywood,33.0,61.0,1162.0,0.43,0.43,0.0,0.43,0.46,0.44,0.31,0.0,95.0,90.0,,87.0,60.0,82.0,113.0,2.0,-28.5,-46.0
2013,4,CHA,Charlotte Bobcats,Jeff Adrien,26.0,52.0,713.0,0.43,0.43,0.0,0.43,0.65,0.49,0.6,0.01,95.0,90.0,,86.0,86.0,92.0,220.0,5.0,-22.8,-17.7
2013,4,CHA,Charlotte Bobcats,Hakim Warrick,30.0,27.0,482.0,0.4,0.41,0.0,0.4,0.67,0.47,0.53,0.02,89.0,85.0,,82.0,90.0,88.0,195.0,8.0,-29.8,-24.7
2013,4,CHA,Charlotte Bobcats,Jannero Pargo,33.0,18.0,292.0,0.4,0.42,0.38,0.5,0.89,0.52,0.06,0.54,89.0,88.0,106.0,101.0,118.0,97.0,23.0,220.0,2.0,-5.1
2013,4,CHA,Charlotte Bobcats,Reggie Williams,26.0,40.0,380.0,0.43,0.58,0.31,0.52,0.48,0.52,0.16,0.55,95.0,121.0,85.0,104.0,63.0,97.0,59.0,224.0,4.9,-5.0
2013,4,CHA,Charlotte Bobcats,Tyrus Thomas,26.0,26.0,360.0,0.35,0.35,0.38,0.36,0.84,0.42,0.23,0.06,78.0,73.0,105.0,73.0,111.0,78.0,84.0,24.0,-36.0,-35.0
2013,4,CHA,Charlotte Bobcats,DeSagana Diop,31.0,22.0,226.0,0.3,0.31,0.0,0.3,0.0,0.29,0.04,0.04,65.0,64.0,,60.0,,55.0,14.0,15.0,-10.8,-13.3
2013,4,CHA,Charlotte Bobcats,Cory Higgins,23.0,6.0,32.0,0.32,0.36,0.2,0.34,0.5,0.35,0.1,0.26,70.0,74.0,56.0,69.0,66.0,66.0,39.0,108.0,-5.9,-7.3
2013,4,CHA,Charlotte Bobcats,Matt Carroll,32.0,1.0,6.0,,,,,,,,,,,,,,,,,0.0,0.0
2013,4,CHA,Charlotte Bobcats,Team,,,,0.42,0.45,0.34,0.46,0.75,0.51,0.31,0.21,93.0,92.0,93.0,92.0,100.0,95.0,115.0,86.0,-469.0,-400.7
2013,4,CHA,Charlotte Bobcats,League Average,,,,0.45,0.48,0.36,0.5,0.75,0.54,0.27,0.24,,,,,,,,,,
