PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Swen Nater,30,81,,2860,5.6,10.1,0.5539999999999999,0.0,0.0,0.0,5.6,10.0,0.556,2.5,3.4,0.718,4.4,10.9,15.3,2.9,0.6,0.5,3.2,3.3,13.6
Brian Taylor,28,78,,2754,5.5,11.7,0.467,1.2,3.1,0.377,4.3,8.6,0.5,1.7,2.1,0.802,1.0,1.5,2.5,4.4,1.9,0.3,1.8,3.2,13.8
World B. Free,26,68,,2585,10.3,21.7,0.474,0.1,0.3,0.36,10.1,21.3,0.47600000000000003,8.0,10.6,0.753,1.8,1.5,3.3,3.9,1.1,0.4,3.2,2.7,28.6
Joe Bryant,25,81,,2328,4.5,10.5,0.431,0.1,0.5,0.147,4.5,10.0,0.446,2.5,3.4,0.742,2.6,5.3,8.0,2.2,1.6,0.6,2.6,4.0,11.7
Sidney Wicks,30,71,,2146,3.5,8.3,0.423,0.0,0.0,0.0,3.5,8.3,0.424,1.4,2.5,0.546,2.3,4.5,6.9,3.6,1.3,0.9,2.8,4.0,8.4
Freeman Williams,23,82,,2118,11.0,22.8,0.48,0.7,2.2,0.32799999999999996,10.2,20.7,0.496,3.3,4.0,0.815,1.8,1.5,3.3,2.8,1.2,0.2,2.9,2.5,25.9
Bingo Smith,33,70,,1988,6.4,14.8,0.43,0.4,1.4,0.289,6.0,13.5,0.444,1.7,1.9,0.8690000000000001,1.7,2.8,4.4,1.7,1.1,0.3,1.3,3.4,14.8
Nick Weatherspoon,29,57,,1124,5.3,12.1,0.434,0.0,0.0,,5.3,12.1,0.434,2.0,2.9,0.6920000000000001,2.7,4.0,6.7,1.7,1.1,0.5,2.8,4.4,12.5
Stan Pietkiewicz,23,50,,577,5.7,11.2,0.508,0.6,2.2,0.25,5.1,8.9,0.573,2.3,2.9,0.804,1.6,1.2,2.8,5.9,1.6,0.2,3.2,3.2,14.2
Bill Walton,27,14,,337,8.7,17.2,0.503,0.0,0.0,,8.7,17.2,0.503,3.4,5.8,0.593,3.0,10.5,13.5,3.6,0.9,4.1,4.0,4.0,20.7
Marvin Barnes,27,20,,287,3.0,7.5,0.4,0.0,0.0,,3.0,7.5,0.4,2.0,4.0,0.5,4.3,5.4,9.7,2.3,0.6,1.5,2.3,6.5,8.0
Steve Malovic,23,28,,277,3.0,5.5,0.5479999999999999,0.0,0.0,,3.0,5.5,0.5479999999999999,0.9,1.2,0.778,3.5,4.0,7.5,1.6,0.6,0.1,1.8,4.5,6.9
Jerome Whitehead,23,18,,225,4.3,7.2,0.6,0.0,0.0,,4.3,7.2,0.6,0.8,2.9,0.278,4.6,6.6,11.2,1.0,0.2,1.0,1.3,5.1,9.4
Bob Carrington,26,10,,134,4.0,9.9,0.405,0.0,0.5,0.0,4.0,9.4,0.429,1.6,2.1,0.75,1.6,1.9,3.5,0.8,1.1,0.3,1.3,4.8,9.7
John Olive,24,1,,15,0.0,4.8,0.0,0.0,0.0,,0.0,4.8,0.0,0.0,0.0,,0.0,2.4,2.4,0.0,0.0,0.0,4.8,4.8,0.0
