PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marques Johnson,23,77,,2686,9.2,17.0,0.544,0.0,0.1,0.222,9.2,16.9,0.546,3.9,4.9,0.7909999999999999,2.9,4.7,7.6,3.7,1.3,0.9,2.5,2.3,22.4
Brian Winters,27,80,,2623,7.3,15.3,0.479,0.5,1.4,0.373,6.8,13.9,0.49,2.5,2.9,0.86,0.7,2.4,3.1,5.0,1.4,0.4,2.6,2.9,17.7
Junior Bridgeman,26,81,,2316,9.2,19.3,0.478,0.1,0.4,0.185,9.2,18.9,0.484,3.6,4.1,0.865,1.6,3.1,4.7,3.7,1.5,0.3,2.7,3.4,22.1
Dave Meyers,26,79,,2204,6.5,13.6,0.48100000000000004,0.0,0.1,0.2,6.5,13.5,0.48200000000000004,2.5,4.0,0.634,2.3,5.0,7.3,3.7,1.2,0.7,3.0,3.6,15.6
Quinn Buckner,25,67,,1690,6.5,14.0,0.467,0.0,0.1,0.4,6.5,13.8,0.46799999999999997,2.2,3.0,0.7340000000000001,1.5,3.6,5.1,8.2,2.9,0.1,3.2,4.3,15.3
Sidney Moncrief,22,77,,1557,4.9,10.4,0.46799999999999997,0.0,0.0,0.0,4.9,10.4,0.469,5.4,6.8,0.795,3.6,4.3,7.8,3.1,1.7,0.4,2.7,2.5,15.1
Kent Benson,25,56,,1389,5.5,11.2,0.494,0.0,0.0,0.0,5.5,11.1,0.495,1.7,2.5,0.68,2.5,6.1,8.6,3.3,1.4,1.9,2.7,4.6,12.8
Harvey Catchings,28,72,,1366,2.6,6.4,0.39799999999999996,0.0,0.0,0.0,2.6,6.4,0.39899999999999997,1.0,1.6,0.629,4.3,6.5,10.8,2.2,0.6,4.3,1.8,5.0,6.1
Lloyd Walton,26,76,,1243,3.2,7.0,0.455,0.0,0.1,0.33299999999999996,3.2,6.9,0.456,1.4,2.1,0.69,1.0,1.7,2.6,8.3,1.2,0.1,3.2,2.0,7.8
Richard Washington,24,75,,1092,6.5,13.9,0.46799999999999997,0.0,0.0,,6.5,13.9,0.46799999999999997,1.5,2.5,0.605,3.1,6.0,9.1,1.8,0.9,1.6,2.1,5.5,14.5
Pat Cummings,23,71,,900,7.5,14.8,0.505,0.0,0.0,,7.5,14.8,0.505,3.8,4.9,0.764,3.2,6.3,9.5,2.1,0.9,0.7,3.0,5.6,18.7
Bob Lanier,31,26,,739,7.2,13.8,0.519,0.0,0.0,1.0,7.1,13.7,0.518,5.5,7.0,0.785,2.1,6.6,8.7,3.0,1.8,1.4,2.4,3.4,19.9
