PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Larry Bird,23,82,82,2955,8.4,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.48100000000000004,3.7,4.4,0.836,2.6,7.7,10.4,4.5,1.7,0.6,3.2,3.4,21.3
Tiny Archibald,31,80,80,2864,4.8,10.0,0.48200000000000004,0.1,0.2,0.222,4.8,9.8,0.488,4.5,5.5,0.83,0.7,1.7,2.5,8.4,1.3,0.1,3.0,2.7,14.2
Cedric Maxwell,24,80,80,2744,6.0,9.8,0.609,0.0,0.0,,6.0,9.8,0.609,5.7,7.3,0.787,3.7,5.5,9.2,2.6,1.0,0.8,3.0,3.5,17.7
Dave Cowens,31,66,55,2159,7.0,15.5,0.45299999999999996,0.0,0.2,0.083,7.0,15.3,0.45799999999999996,1.6,2.0,0.779,2.1,6.8,8.9,3.4,1.2,1.0,1.8,3.6,15.7
Chris Ford,31,73,73,2115,5.6,12.1,0.465,1.2,2.8,0.42700000000000005,4.4,9.3,0.47700000000000004,1.5,1.9,0.754,1.3,1.8,3.1,3.7,1.9,0.5,1.8,3.0,13.9
M.L. Carr,29,82,7,1994,6.5,13.8,0.474,0.2,0.7,0.293,6.3,13.0,0.485,3.2,4.4,0.7390000000000001,1.9,4.0,6.0,2.8,2.2,0.6,2.6,3.9,16.5
Rick Robey,24,82,27,1918,7.1,13.6,0.521,0.0,0.0,0.0,7.1,13.6,0.522,3.5,5.0,0.684,3.9,6.0,9.9,1.7,1.0,0.3,2.8,4.6,17.7
Gerald Henderson,24,76,2,1061,6.5,13.0,0.5,0.1,0.2,0.33299999999999996,6.4,12.8,0.503,3.0,4.4,0.69,1.3,1.6,2.8,5.0,1.5,0.5,3.7,3.3,16.0
Jeff Judkins,23,65,0,674,7.4,14.7,0.504,0.6,1.4,0.40700000000000003,6.8,13.3,0.514,3.3,4.1,0.816,1.7,1.8,3.5,2.5,1.5,0.3,2.6,4.9,18.7
Don Chaney,33,60,0,523,4.6,13.0,0.354,0.1,0.4,0.16699999999999998,4.5,12.6,0.361,2.2,2.9,0.762,2.1,2.9,5.0,2.6,2.1,0.8,2.3,5.5,11.5
Pete Maravich,32,26,4,442,10.0,20.3,0.494,0.2,0.3,0.75,9.8,20.0,0.49,4.1,4.5,0.909,0.8,2.3,3.1,2.4,0.7,0.2,3.0,4.0,24.4
Eric Fernsten,26,56,0,431,5.9,12.8,0.46399999999999997,0.0,0.0,,5.9,12.8,0.46399999999999997,2.8,4.3,0.635,3.3,4.7,8.0,2.3,1.4,1.0,1.7,3.6,14.6
