PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Truck Robinson,28,82,,2710,7.2,14.1,0.512,0.0,0.0,,7.2,14.1,0.512,4.3,6.5,0.667,2.8,7.4,10.2,1.9,0.8,0.8,3.3,3.5,18.8
Paul Westphal,29,82,,2665,9.3,17.8,0.525,0.4,1.3,0.28,9.0,16.5,0.544,5.2,6.0,0.862,0.6,1.9,2.5,5.6,1.6,0.5,2.8,2.2,24.2
Don Buse,29,81,,2499,3.8,8.5,0.44299999999999995,0.3,1.1,0.24100000000000002,3.5,7.3,0.475,1.2,1.8,0.664,1.0,2.3,3.4,4.6,1.9,0.1,1.3,1.6,9.0
Walter Davis,25,75,,2309,10.2,18.2,0.563,0.0,0.1,0.0,10.2,18.1,0.565,4.7,5.7,0.8190000000000001,1.2,3.1,4.2,5.3,1.8,0.3,3.8,3.1,25.1
Alvan Adams,25,75,,2168,7.7,14.5,0.531,0.0,0.0,0.0,7.7,14.5,0.5329999999999999,3.1,3.9,0.797,2.6,7.5,10.1,5.3,1.8,0.9,3.6,3.9,18.6
Mike Bratz,24,82,,1589,6.1,15.6,0.392,0.5,1.9,0.244,5.6,13.6,0.413,3.2,3.7,0.87,1.1,2.7,3.8,5.1,2.1,0.2,3.1,3.7,15.9
Gar Heard,31,82,,1403,4.4,10.5,0.41700000000000004,0.0,0.1,0.0,4.4,10.5,0.419,1.6,2.2,0.7440000000000001,3.0,6.7,9.8,2.5,2.2,1.3,2.3,4.5,10.4
Alvin Scott,24,79,,1303,3.5,8.3,0.42200000000000004,0.0,0.1,0.33299999999999996,3.5,8.2,0.423,2.6,3.4,0.779,2.5,3.8,6.3,2.7,1.3,1.5,2.5,2.8,9.7
Johnny High,22,82,,1121,4.6,10.4,0.446,0.0,0.2,0.14300000000000002,4.6,10.1,0.45299999999999996,3.9,5.7,0.674,2.2,3.3,5.6,3.8,2.3,0.5,4.0,5.5,13.1
Jeff Cook,23,66,,904,5.1,11.0,0.469,0.0,0.1,0.0,5.1,10.8,0.474,4.1,5.1,0.8059999999999999,3.6,6.0,9.6,3.3,1.1,0.7,2.8,4.1,14.4
Joel Kramer,24,54,,711,3.4,7.2,0.469,0.0,0.1,0.0,3.4,7.2,0.47200000000000003,2.8,3.5,0.8,2.5,5.2,7.6,3.8,1.3,0.3,2.6,5.3,9.6
Rich Kelley,26,23,,373,4.2,8.2,0.506,0.0,0.0,,4.2,8.2,0.506,4.5,5.8,0.7829999999999999,4.2,7.1,11.4,4.8,2.7,1.6,4.4,5.6,12.8
