PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Johnny Davis,24,82,,2912,6.1,14.3,0.428,0.0,0.5,0.095,6.1,13.8,0.44,3.8,4.4,0.8640000000000001,1.3,1.5,2.8,5.4,1.4,0.3,2.5,2.2,16.1
Mickey Johnson,27,82,,2647,8.0,17.3,0.46299999999999997,0.1,0.4,0.156,7.9,16.9,0.47100000000000003,5.2,6.6,0.799,3.5,5.8,9.3,4.7,2.1,1.5,3.9,4.0,21.3
Mike Bantom,28,77,,2330,5.9,11.7,0.505,0.0,0.0,0.33299999999999996,5.9,11.7,0.506,2.1,3.2,0.665,3.0,4.1,7.0,4.3,1.3,0.8,2.9,4.1,14.0
James Edwards,24,82,,2314,8.2,16.1,0.512,0.0,0.0,0.0,8.2,16.0,0.512,3.6,5.3,0.6809999999999999,2.8,6.2,9.0,2.0,0.9,1.6,2.0,5.0,20.0
Dudley Bradley,22,82,,2027,4.9,10.8,0.452,0.0,0.1,0.4,4.8,10.7,0.452,2.4,3.1,0.782,1.2,2.7,4.0,4.5,3.7,0.9,2.9,3.4,12.2
Billy Knight,27,75,,1910,7.3,13.6,0.5329999999999999,0.1,0.3,0.267,7.2,13.3,0.539,4.0,4.9,0.809,2.6,4.2,6.8,2.9,1.5,0.2,2.5,1.8,18.6
Clemon Johnson,23,79,,1541,4.6,9.3,0.503,0.0,0.0,,4.6,9.3,0.503,1.7,2.7,0.632,3.4,5.8,9.2,2.7,1.1,2.8,1.8,4.9,11.0
Alex English,26,54,,1526,8.2,16.2,0.504,0.0,0.1,0.0,8.2,16.1,0.507,2.7,3.3,0.8140000000000001,3.9,5.0,9.0,3.3,1.1,0.8,2.9,3.0,19.0
Joe Hassett,24,74,,1135,6.8,16.1,0.42200000000000004,2.2,6.3,0.348,4.6,9.9,0.469,0.8,0.9,0.828,1.1,1.9,3.0,3.3,1.5,0.3,1.4,2.7,16.6
George McGinnis,29,28,,784,6.1,13.9,0.43700000000000006,0.0,0.4,0.125,6.0,13.5,0.446,4.8,8.3,0.575,4.0,6.8,10.9,5.1,1.5,0.3,4.3,5.3,16.9
Phil Chenier,29,23,,380,4.9,12.8,0.385,0.2,0.6,0.33299999999999996,4.7,12.2,0.38799999999999996,1.7,2.5,0.6920000000000001,0.9,2.5,3.3,4.5,1.4,0.9,2.5,2.7,11.7
Ron Carter,23,13,,117,4.6,11.4,0.405,0.0,0.0,,4.6,11.4,0.405,0.6,2.2,0.28600000000000003,1.5,4.3,5.8,2.8,0.6,0.9,3.1,5.8,9.8
John Kuester,24,24,,100,4.3,12.2,0.353,0.0,0.4,0.0,4.3,11.9,0.364,1.8,2.5,0.7140000000000001,1.1,4.0,5.0,5.8,2.5,0.4,1.8,2.9,10.4
Tony Zeno,22,8,,59,3.7,12.8,0.28600000000000003,0.0,0.0,,3.7,12.8,0.28600000000000003,1.2,1.2,1.0,1.8,6.7,8.5,0.6,2.4,1.8,5.5,7.9,8.5
Brad Davis,24,5,,43,1.7,5.9,0.28600000000000003,0.0,0.0,,1.7,5.9,0.28600000000000003,2.5,3.3,0.75,0.0,1.7,1.7,4.2,2.5,0.0,2.5,5.9,5.9
Corky Calhoun,29,7,,30,4.8,10.8,0.444,0.0,0.0,,4.8,10.8,0.444,0.0,2.4,0.0,8.4,3.6,12.0,0.0,2.4,0.0,1.2,7.2,9.6
