Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1988,25,985,POR,Portland Trail Blazers,22.0,NBA,SF,9.0,19.0,-1.0,0.0,0.33,0.0,11.4,5.7,8.5,5.7,4.9,0.0,40.0,10.4,-0.1,0.0,-0.1,-0.14,-7.2,0.2,-7.0,0.0
1989,2,985,BOS,Boston Celtics,23.0,NBA,SF,44.0,375.0,15.8,0.58,0.08,0.4,3.4,9.4,6.4,13.1,1.8,0.5,10.6,19.9,0.7,0.2,1.0,0.12,0.6,-0.1,0.4,0.2
1990,2,985,BOS,Boston Celtics,24.0,NBA,SF,71.0,990.0,12.3,0.52,0.06,0.36,4.9,7.4,6.2,15.7,1.4,0.5,11.2,16.7,1.2,0.7,1.9,0.09,-0.6,0.0,-0.5,0.4
1991,2,985,BOS,Boston Celtics,25.0,NBA,SF,82.0,2706.0,16.3,0.62,0.01,0.24,3.8,6.9,5.4,13.0,1.8,0.7,12.5,18.4,6.0,2.3,8.3,0.15,0.9,0.3,1.2,2.2
1992,2,985,BOS,Boston Celtics,26.0,NBA,SF,82.0,2496.0,15.2,0.57,0.03,0.17,3.7,8.7,6.3,12.5,1.5,0.9,9.0,18.5,4.5,2.2,6.7,0.13,0.2,0.4,0.7,1.7
1993,2,985,BOS,Boston Celtics,27.0,NBA,SF,82.0,2541.0,15.1,0.56,0.15,0.16,2.1,8.8,5.5,12.8,1.7,0.9,7.7,18.0,4.5,2.1,6.6,0.12,0.8,0.6,1.4,2.2
1994,2,985,BOS,Boston Celtics,28.0,NBA,SF,75.0,1880.0,13.4,0.5,0.13,0.16,2.4,7.1,4.8,12.4,1.5,0.7,8.2,21.6,1.4,0.7,2.1,0.05,-0.7,-1.0,-1.7,0.2
1995,16,985,MIA,Miami Heat,29.0,NBA,SF,77.0,1223.0,16.3,0.57,0.22,0.25,2.7,9.1,5.8,15.9,2.2,0.6,8.9,19.8,2.5,0.9,3.4,0.13,1.0,0.5,1.5,1.1
1996,31,985,TOT,Total After Trade,30.0,NBA,SF,65.0,1325.0,8.4,0.48,0.3,0.13,1.9,7.9,5.0,12.1,1.4,0.5,9.7,15.1,0.5,1.3,1.8,0.06,-2.9,0.4,-2.5,-0.2
1996,16,985,MIA,Miami Heat,30.0,NBA,SF,44.0,1033.0,8.8,0.49,0.31,0.13,1.6,7.9,4.8,12.8,1.6,0.4,9.3,15.2,0.5,1.2,1.7,0.08,-2.8,0.8,-1.9,0.0
1996,26,985,SAC,Sacramento Kings,30.0,NBA,SF,21.0,292.0,6.9,0.47,0.28,0.12,2.8,8.0,5.4,9.8,0.7,0.8,11.3,14.7,0.0,0.1,0.1,0.01,-3.1,-1.2,-4.4,-0.2
1997,26,985,SAC,Sacramento Kings,31.0,NBA,SF,62.0,953.0,11.6,0.53,0.39,0.04,1.6,11.6,6.5,12.9,1.2,1.3,8.5,14.9,1.1,0.6,1.6,0.08,-0.2,-0.1,-0.3,0.4
