Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,5,1624,CHI,Chicago Bulls,23.0,NBA,PF,82.0,1777.0,13.8,0.56,0.0,0.5,11.2,14.3,12.8,6.6,1.1,2.1,15.5,18.4,2.2,1.4,3.6,0.1,-1.4,-1.6,-3.0,-0.4
1991,5,1624,CHI,Chicago Bulls,24.0,NBA,PF,76.0,1198.0,10.2,0.52,0.01,0.46,7.2,13.2,10.2,6.9,1.0,2.2,18.5,17.6,0.1,1.4,1.5,0.06,-3.1,-0.5,-3.6,-0.5
1992,5,1624,CHI,Chicago Bulls,25.0,NBA,PF,79.0,1268.0,13.4,0.56,0.01,0.37,8.1,10.5,9.3,8.1,0.8,1.2,13.3,19.4,1.7,1.4,3.1,0.12,-0.6,-0.9,-1.5,0.1
1993,5,1624,CHI,Chicago Bulls,26.0,NBA,C,76.0,1059.0,12.8,0.52,0.02,0.36,11.1,11.5,11.3,9.2,1.3,1.3,15.1,18.9,0.9,1.0,1.9,0.09,-1.9,-1.3,-3.2,-0.3
1994,31,1624,TOT,Total After Trade,27.0,NBA,C,49.0,1053.0,11.6,0.48,0.01,0.4,10.1,16.6,13.4,8.3,1.5,2.6,17.2,20.2,-0.4,1.3,0.9,0.04,-3.2,-0.5,-3.7,-0.4
1994,5,1624,CHI,Chicago Bulls,27.0,NBA,C,31.0,537.0,10.4,0.44,0.01,0.31,10.9,17.9,14.4,10.5,1.8,1.5,18.1,19.6,-0.4,0.9,0.4,0.04,-3.9,0.1,-3.8,-0.3
1994,18,1624,MIN,Minnesota Timberwolves,27.0,NBA,C,18.0,516.0,12.9,0.52,0.0,0.49,9.3,15.3,12.4,6.1,1.3,3.7,16.2,20.9,0.0,0.4,0.4,0.04,-2.5,-1.0,-3.5,-0.2
1995,18,1624,MIN,Minnesota Timberwolves,28.0,NBA,PF,50.0,792.0,9.5,0.52,0.0,0.48,8.5,17.0,12.8,5.7,1.6,1.9,19.9,18.5,-0.5,0.6,0.1,0.0,-4.7,-1.2,-5.9,-0.8
1996,16,1624,MIA,Miami Heat,29.0,NBA,PF,15.0,156.0,2.0,0.48,0.0,0.22,6.9,10.2,8.6,2.1,2.4,1.0,31.3,16.8,-0.4,0.2,-0.2,-0.05,-9.6,1.4,-8.3,-0.2
1997,31,1624,TOT,Total After Trade,30.0,NBA,C,11.0,103.0,7.7,0.48,0.0,0.32,12.1,18.8,15.2,1.6,1.0,0.7,19.3,13.6,-0.1,0.1,0.0,-0.0,-5.2,-2.1,-7.3,-0.1
1997,2,1624,BOS,Boston Celtics,30.0,NBA,C,5.0,33.0,16.0,0.72,0.0,0.43,3.2,30.2,15.7,4.9,0.0,2.3,10.7,12.1,0.1,0.0,0.1,0.14,-0.4,-0.7,-1.1,0.0
1997,7,1624,DAL,Dallas Mavericks,30.0,NBA,C,6.0,70.0,3.7,0.36,0.0,0.27,16.3,13.5,14.9,0.0,1.5,0.0,23.0,14.3,-0.2,0.0,-0.1,-0.07,-7.5,-2.7,-10.2,-0.1
