Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2009,4,119,CHA,Charlotte Bobcats,21.0,NBA,PG,72.0,12.0,1908.0,7.6,17.7,0.43,3.1,7.0,0.44,4.5,10.7,0.42,5.9,6.6,0.89,0.5,3.3,3.8,7.1,1.2,0.1,3.4,4.0,24.2,,115.0,110.0
2010,4,119,CHA,Charlotte Bobcats,22.0,NBA,PG,80.0,2.0,1472.0,6.1,15.7,0.39,2.5,6.4,0.39,3.5,9.3,0.38,3.7,4.7,0.78,0.4,3.1,3.5,7.0,1.6,0.2,2.7,4.6,18.3,,106.0,107.0
2011,4,119,CHA,Charlotte Bobcats,23.0,NBA,PG,82.0,82.0,2757.0,7.7,18.6,0.42,2.2,6.5,0.33,5.6,12.1,0.46,5.2,5.8,0.91,0.7,3.6,4.4,9.7,1.0,0.1,3.0,3.0,22.9,,112.0,112.0
2012,4,119,CHA,Charlotte Bobcats,24.0,NBA,PG,48.0,46.0,1408.0,6.8,18.2,0.38,2.3,6.7,0.34,4.6,11.5,0.4,3.9,4.5,0.88,0.9,3.2,4.1,11.5,1.3,0.0,4.1,2.4,19.9,,100.0,114.0
2013,12,119,IND,Indiana Pacers,25.0,NBA,PG,76.0,5.0,1226.0,4.5,12.8,0.35,2.9,8.2,0.35,1.6,4.5,0.35,3.6,4.3,0.84,0.9,3.1,4.0,7.4,1.5,0.1,3.0,2.8,15.5,,109.0,104.0
2014,31,119,TOT,Total After Trade,26.0,NBA,PG,71.0,9.0,1939.0,8.2,19.7,0.42,3.6,9.1,0.4,4.5,10.6,0.43,5.5,6.2,0.88,0.4,3.2,3.6,8.6,1.5,0.1,3.4,4.0,25.5,,113.0,105.0
2014,28,119,TOR,Toronto Raptors,26.0,NBA,PG,10.0,0.0,82.0,4.5,15.3,0.29,0.6,7.0,0.09,3.8,8.3,0.46,3.8,3.8,1.0,0.0,2.5,2.5,6.4,0.6,0.0,5.7,4.5,13.4,,75.0,111.0
2014,5,119,CHI,Charlotte Bobcats,26.0,NBA,PG,61.0,9.0,1857.0,8.3,19.9,0.42,3.8,9.2,0.41,4.6,10.7,0.43,5.6,6.3,0.88,0.4,3.2,3.6,8.7,1.5,0.1,3.3,4.0,26.0,,114.0,105.0
2015,31,119,TOT,Total After Trade,27.0,NBA,PG,82.0,14.0,1964.0,6.7,16.9,0.4,2.2,6.4,0.34,4.6,10.4,0.44,4.6,5.3,0.87,0.5,3.7,4.2,9.2,1.3,0.1,3.8,2.4,20.2,,107.0,110.0
2015,9,119,DET,Detroit Pistons,27.0,NBA,PG,54.0,13.0,1287.0,7.6,18.5,0.41,2.0,6.0,0.33,5.6,12.5,0.45,5.9,6.8,0.87,0.5,3.5,4.0,10.6,1.3,0.1,4.4,2.5,23.1,,108.0,110.0
2015,21,119,OKC,Oklahoma City Thunder,27.0,NBA,PG,28.0,1.0,677.0,5.1,13.8,0.37,2.5,7.1,0.35,2.6,6.7,0.39,2.3,2.7,0.86,0.5,4.0,4.5,6.5,1.2,0.1,2.6,2.4,15.0,,105.0,110.0
2016,31,119,TOT,Total After Trade,28.0,NBA,PG,62.0,0.0,1178.0,6.3,14.8,0.42,2.9,7.1,0.4,3.4,7.7,0.44,4.4,5.4,0.8,0.3,3.7,4.0,8.4,1.6,0.2,3.6,3.6,19.8,,113.0,111.0
2016,21,119,OKC,Oklahoma City Thunder,28.0,NBA,PG,34.0,0.0,519.0,4.4,11.6,0.38,2.3,5.8,0.39,2.1,5.7,0.37,2.5,3.3,0.76,0.5,3.6,4.1,6.3,1.2,0.2,2.9,3.9,13.6,,106.0,110.0
2016,8,119,DEN,Denver Nuggets,28.0,NBA,PG,28.0,0.0,659.0,7.8,17.4,0.44,3.3,8.1,0.41,4.4,9.3,0.48,5.9,7.2,0.82,0.2,3.7,4.0,10.0,1.9,0.2,4.1,3.3,24.7,,116.0,111.0
2017,22,119,ORL,Orlando Magic,29.0,NBA,PG,78.0,20.0,1538.0,6.3,16.7,0.38,3.1,8.8,0.35,3.2,7.8,0.41,4.2,5.2,0.81,0.5,3.3,3.8,6.7,1.0,0.0,2.9,3.3,19.9,,104.0,115.0
2018,22,119,ORL,Orlando Magic,30.0,NBA,PG,75.0,36.0,1760.0,6.8,15.0,0.45,3.2,7.6,0.42,3.6,7.5,0.48,4.6,5.3,0.87,0.8,3.6,4.5,8.0,1.5,0.0,3.4,2.6,21.3,,116.0,114.0
2019,22,119,ORL,Orlando Magic,31.0,NBA,PG,81.0,81.0,2269.0,6.9,14.6,0.47,2.8,6.7,0.42,4.0,7.9,0.51,3.9,4.5,0.87,0.9,3.5,4.4,9.2,1.1,0.1,2.8,2.5,20.4,,122.0,112.0
2020,22,119,ORL,Orlando Magic,32.0,NBA,PG,57.0,13.0,1420.0,6.3,15.8,0.4,2.4,6.9,0.35,3.9,8.9,0.44,5.5,6.2,0.89,0.8,3.4,4.2,9.0,1.2,0.0,2.9,2.5,20.5,,114.0,114.0
2021,17,119,MIL,Milwaukee Bucks,33.0,NBA,PG,14.0,0.0,258.0,4.4,13.1,0.33,2.7,7.8,0.35,1.6,5.3,0.31,2.9,2.9,1.0,1.3,2.0,3.3,6.8,1.3,0.0,2.6,1.1,14.4,,109.0,114.0
