PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
P.J. Tucker,33,11,426,14.2,0.637,0.648,0.261,5.2,16.2,10.8,6.6,2.2,1.7,7.5,10.9,,0.9,0.6,1.5,0.16699999999999998,,1.8,2.7,4.5,0.7
James Harden,29,11,424,25.2,0.5670000000000001,0.519,0.371,2.5,17.3,10.1,33.7,2.8,2.2,14.2,37.1,,1.0,0.7,1.7,0.18899999999999997,,6.4,1.7,8.1,1.1
Eric Gordon,30,11,410,12.7,0.604,0.633,0.187,1.4,5.9,3.7,5.7,0.8,2.5,14.3,20.3,,0.3,0.3,0.6,0.07200000000000001,,1.3,-0.8,0.5,0.3
Chris Paul,33,11,397,17.6,0.557,0.426,0.304,4.1,15.4,9.9,25.1,3.0,1.6,18.1,22.7,,0.5,0.6,1.1,0.132,,0.7,1.7,2.5,0.4
Clint Capela,24,11,331,15.7,0.5489999999999999,0.0,0.42700000000000005,14.4,23.8,19.2,7.7,0.4,3.4,14.1,15.0,,0.5,0.4,0.9,0.129,,0.3,-1.0,-0.6,0.1
Austin Rivers,26,10,215,8.4,0.5720000000000001,0.565,0.09699999999999999,1.1,9.7,5.5,7.2,1.2,0.4,11.0,14.8,,0.2,0.2,0.3,0.07200000000000001,,-2.5,0.4,-2.0,0.0
Danuel House,25,7,141,4.0,0.42,0.838,0.21600000000000003,1.7,15.5,8.8,1.0,1.1,1.3,9.0,13.9,,-0.2,0.1,0.0,-0.013000000000000001,,-3.9,-1.5,-5.4,-0.1
Iman Shumpert,28,8,109,5.0,0.522,0.846,0.154,1.1,11.0,6.2,2.7,0.5,0.0,9.8,12.4,,0.0,0.1,0.1,0.025,,-2.5,-0.7,-3.2,0.0
Gerald Green,33,11,97,7.2,0.462,0.725,0.125,0.0,13.5,7.0,1.6,1.5,2.9,6.6,20.5,,-0.1,0.1,0.0,0.013000000000000001,,-2.7,-0.7,-3.3,0.0
Kenneth Faried,29,6,56,22.9,0.767,0.077,0.462,6.2,35.1,21.1,5.9,1.8,0.0,0.0,12.3,,0.3,0.1,0.4,0.304,,4.2,2.0,6.3,0.1
Nenê Hilário,36,7,53,30.9,0.9670000000000001,0.0,0.9,19.8,10.3,14.9,9.8,2.8,3.5,17.7,14.1,,0.3,0.1,0.4,0.374,,7.0,4.0,11.0,0.2
Gary Clark,24,2,4,3.0,,,,0.0,27.3,14.1,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.048,,-1.6,1.0,-0.6,0.0
Isaiah Hartenstein,20,2,2,98.0,1.0,0.0,0.0,58.2,0.0,28.2,0.0,0.0,0.0,0.0,43.9,,0.1,0.0,0.1,1.594,,23.6,2.2,25.8,0.0
