SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2019,2,BOS,Kyrie Irving,26,9,330,15.4,0.49,0.32,0.22,1.6,10.3,6.2,35.8,1.7,1.1,12.5,29.8,,-0.1,0.5,0.4,0.06,,2.1,0.3,2.5,0.4
2019,2,BOS,Al Horford,32,9,310,14.2,0.53,0.4,0.16,4.5,21.4,13.3,21.7,0.6,2.1,13.9,19.4,,0.1,0.5,0.7,0.1,,1.5,1.3,2.8,0.4
2019,2,BOS,Jayson Tatum,20,9,295,13.4,0.53,0.28,0.35,2.5,17.5,10.4,10.0,1.6,2.2,12.2,21.9,,-0.1,0.6,0.5,0.08,,-0.5,1.6,1.0,0.2
2019,2,BOS,Jaylen Brown,22,9,274,13.1,0.62,0.46,0.34,2.3,16.4,9.7,6.3,1.1,0.7,13.0,18.4,,0.3,0.4,0.7,0.12,,-0.5,1.2,0.7,0.2
2019,2,BOS,Gordon Hayward,28,9,267,9.7,0.55,0.34,0.27,1.2,12.1,6.9,13.0,1.1,1.0,16.1,15.3,,0.0,0.4,0.4,0.07,,-1.4,0.6,-0.8,0.1
2019,2,BOS,Marcus Morris,29,9,254,18.1,0.66,0.51,0.39,5.1,23.4,14.7,7.4,0.2,1.8,7.0,17.2,,0.7,0.4,1.1,0.21,,3.4,1.5,5.0,0.5
2019,2,BOS,Terry Rozier,24,9,162,8.7,0.44,0.58,0.27,2.6,21.1,12.3,16.8,1.2,1.2,13.2,20.6,,-0.2,0.3,0.1,0.02,,-2.6,1.2,-1.5,0.0
2019,2,BOS,Aron Baynes,32,9,115,6.7,0.64,0.43,0.14,5.6,16.1,11.1,3.9,1.3,2.4,25.2,7.6,,0.0,0.2,0.2,0.1,,-4.4,2.1,-2.3,0.0
2019,2,BOS,Daniel Theis,26,7,42,7.9,0.4,0.14,0.14,10.2,13.9,12.1,0.0,1.1,2.2,6.3,16.6,,0.0,0.1,0.0,0.03,,-3.0,-1.2,-4.2,0.0
2019,2,BOS,Semi Ojeleye,24,6,34,9.9,0.66,0.56,0.22,3.1,2.9,3.0,9.4,0.0,0.0,9.2,14.0,,0.1,0.0,0.1,0.14,,-0.2,-0.8,-1.0,0.0
2019,2,BOS,Marcus Smart,24,2,32,3.2,0.26,1.0,0.55,13.4,0.0,6.4,17.6,4.5,0.0,18.0,22.8,,-0.1,0.1,-0.1,-0.12,,-5.2,0.6,-4.6,0.0
2019,2,BOS,Brad Wanamaker,29,4,17,17.7,0.57,0.14,0.57,0.0,5.7,3.0,31.1,2.8,0.0,18.6,27.7,,0.0,0.0,0.0,0.1,,2.8,1.5,4.3,0.0
2019,2,BOS,Guerschon Yabusele,23,4,14,15.7,0.56,0.25,1.75,7.6,7.0,7.3,11.9,0.0,6.7,12.4,25.3,,0.0,0.0,0.0,0.15,,-0.5,2.5,2.0,0.0
2019,2,BOS,Robert Williams,21,3,13,17.2,0.69,0.0,1.0,8.2,45.0,27.5,0.0,0.0,0.0,0.0,9.7,,0.0,0.0,0.1,0.26,,2.5,0.1,2.6,0.0
