Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007,4,1316,CHA,Charlotte Bobcats,Ryan Hollins,1984-10-10,22.0,NBA,C,27.0,0.0,185.0,3.9,7.0,0.56,0.0,0.0,,3.9,7.0,0.56,4.7,7.8,0.6,2.1,3.9,6.0,0.2,0.8,1.4,3.1,7.8,12.5
2008,4,1316,CHA,Charlotte Bobcats,Ryan Hollins,1984-10-10,23.0,NBA,PF,60.0,1.0,532.0,3.1,6.4,0.49,0.0,0.0,,3.1,6.4,0.49,3.7,5.5,0.67,3.6,3.7,7.2,0.9,0.7,2.0,1.7,6.5,9.9
2009,31,1316,TOT,Total After Trade,Ryan Hollins,1984-10-10,24.0,NBA,C,45.0,3.0,444.0,4.1,7.6,0.53,0.0,0.0,,4.1,7.6,0.53,3.5,5.8,0.6,3.7,4.1,7.9,0.6,0.6,2.6,1.9,6.3,11.6
2009,4,1316,CHA,Charlotte Bobcats,Ryan Hollins,1984-10-10,24.0,NBA,C,18.0,1.0,184.0,3.7,6.8,0.54,0.0,0.0,,3.7,6.8,0.54,5.1,7.6,0.67,3.7,3.3,7.0,0.8,0.6,3.3,2.0,6.7,12.5
2009,7,1316,DAL,Dallas Mavericks,Ryan Hollins,1984-10-10,24.0,NBA,C,27.0,2.0,260.0,4.3,8.2,0.52,0.0,0.0,,4.3,8.2,0.52,2.4,4.6,0.52,3.7,4.7,8.4,0.4,0.6,2.1,1.9,6.1,10.9
2010,18,1316,MIN,Minnesota Timberwolves,Ryan Hollins,1984-10-10,25.0,NBA,C,73.0,27.0,1223.0,5.0,8.9,0.56,0.0,0.0,0.0,5.0,8.9,0.56,3.2,4.7,0.69,2.3,3.8,6.1,1.5,0.6,1.1,2.8,5.9,13.2
2011,6,1316,CLE,Cleveland Cavaliers,Ryan Hollins,1984-10-10,26.0,NBA,C,70.0,16.0,1182.0,4.0,6.7,0.6,0.0,0.0,,4.0,6.7,0.6,3.4,5.0,0.68,2.1,3.5,5.7,0.8,0.7,1.3,2.0,6.1,11.4
2012,31,1316,TOT,Total After Trade,Ryan Hollins,1984-10-10,27.0,NBA,C,39.0,8.0,522.0,3.2,5.8,0.55,0.0,0.0,,3.2,5.8,0.55,2.7,5.2,0.52,2.3,3.3,5.7,0.6,0.3,1.2,2.4,5.4,9.0
2012,6,1316,CLE,Cleveland Cavaliers,Ryan Hollins,1984-10-10,27.0,NBA,C,24.0,7.0,362.0,2.8,5.6,0.5,0.0,0.0,,2.8,5.6,0.5,3.3,5.5,0.6,2.5,3.1,5.6,0.6,0.4,1.2,2.4,5.5,8.9
2012,2,1316,BOS,Boston Celtics,Ryan Hollins,1984-10-10,27.0,NBA,C,15.0,1.0,160.0,4.1,6.3,0.64,0.0,0.0,,4.1,6.3,0.64,1.4,4.5,0.3,2.0,3.8,5.9,0.7,0.2,1.1,2.5,5.2,9.5
2013,13,1316,LAC,Los Angeles Clippers,Ryan Hollins,1984-10-10,28.0,NBA,C,60.0,0.0,663.0,3.8,6.2,0.61,0.0,0.0,,3.8,6.2,0.61,3.6,4.8,0.75,2.7,4.8,7.5,0.6,0.3,1.8,2.4,7.2,11.2
2014,13,1316,LAC,Los Angeles Clippers,Ryan Hollins,1984-10-10,29.0,NBA,PF,61.0,0.0,482.0,4.0,5.4,0.74,0.0,0.0,,4.0,5.4,0.74,2.6,4.2,0.62,2.3,4.4,6.7,0.6,0.7,2.3,2.2,6.5,10.5
2015,26,1316,SAC,Sacramento Kings,Ryan Hollins,1984-10-10,30.0,NBA,C,46.0,9.0,441.0,4.3,6.7,0.65,0.0,0.0,,4.3,6.7,0.65,2.5,4.4,0.57,2.9,5.5,8.4,1.1,0.5,1.6,2.0,5.3,11.2
2016,31,1316,TOT,Total After Trade,Ryan Hollins,1984-10-10,31.0,NBA,C,37.0,12.0,460.0,3.8,6.2,0.62,0.0,0.0,,3.8,6.2,0.62,2.0,3.3,0.62,3.7,4.0,7.7,0.8,0.5,1.6,1.9,4.9,9.7
2016,30,1316,WAS,Washington Wizards,Ryan Hollins,1984-10-10,31.0,NBA,C,5.0,3.0,48.0,3.0,5.2,0.57,0.0,0.0,,3.0,5.2,0.57,0.0,0.0,,5.2,3.0,8.2,0.0,0.0,0.7,2.3,3.0,6.0
2016,15,1316,MEM,Memphis Grizzlies,Ryan Hollins,1984-10-10,31.0,NBA,C,32.0,9.0,412.0,3.9,6.3,0.62,0.0,0.0,,3.9,6.3,0.62,2.3,3.7,0.62,3.5,4.1,7.6,0.9,0.5,1.7,1.8,5.1,10.1
