PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kiki Vandeweghe,24,8,,317,9.9,18.2,0.544,0.0,0.5,0.0,9.9,17.7,0.5579999999999999,4.5,5.7,0.8,0.7,5.2,5.9,3.6,0.5,0.8,1.4,1.8,24.3
T.R. Dunn,27,8,,300,2.2,4.9,0.439,0.0,0.0,,2.2,4.9,0.439,0.6,1.0,0.625,3.2,6.1,9.4,2.4,1.4,0.4,1.7,2.5,4.9
Alex English,29,7,,270,8.9,20.0,0.447,0.0,0.3,0.0,8.9,19.7,0.45299999999999996,6.3,7.1,0.887,2.7,3.2,5.9,5.6,0.5,0.9,2.8,2.8,24.1
Dan Issel,34,8,,227,10.9,21.6,0.507,0.0,0.2,0.0,10.9,21.4,0.511,4.0,4.6,0.862,2.1,7.1,9.2,4.0,1.4,0.8,1.6,2.9,25.9
Mike Evans,27,8,,183,7.1,14.6,0.486,0.6,2.0,0.3,6.5,12.6,0.516,2.2,3.3,0.647,0.4,3.3,3.7,7.5,1.0,0.0,4.3,3.9,16.9
Danny Schayes,23,8,,163,4.6,9.5,0.488,0.0,0.0,,4.6,9.5,0.488,3.3,3.3,1.0,2.4,6.4,8.8,3.1,0.4,1.1,3.8,5.5,12.6
Bill Hanzlik,25,8,,157,4.6,11.5,0.4,0.0,0.5,0.0,4.6,11.0,0.41700000000000004,3.2,3.9,0.8240000000000001,0.7,5.0,5.7,4.8,1.4,1.1,2.5,6.0,12.4
Rob Williams,21,7,,134,6.4,14.5,0.444,0.5,0.8,0.667,5.9,13.7,0.431,1.9,1.9,1.0,0.5,3.0,3.5,9.9,2.1,0.3,5.1,7.3,15.3
Billy McKinney,27,8,,113,8.3,14.7,0.565,0.0,0.0,,8.3,14.7,0.565,3.2,5.7,0.556,1.6,2.5,4.1,5.7,0.6,0.0,2.2,4.8,19.8
Glen Gondrezick,27,6,,66,3.8,10.4,0.368,0.0,0.0,,3.8,10.4,0.368,0.5,1.1,0.5,6.5,4.4,10.9,2.2,0.0,0.5,0.5,3.8,8.2
Dave Robisch,33,3,,22,1.6,11.5,0.14300000000000002,0.0,0.0,,1.6,11.5,0.14300000000000002,0.0,3.3,0.0,4.9,9.8,14.7,1.6,0.0,1.6,0.0,3.3,3.3
James Ray,25,3,,18,2.0,12.0,0.16699999999999998,0.0,0.0,,2.0,12.0,0.16699999999999998,2.0,8.0,0.25,2.0,4.0,6.0,0.0,0.0,2.0,0.0,6.0,6.0
