PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Moses Malone,27,13,,524,8.7,16.1,0.536,0.0,0.1,0.0,8.7,16.1,0.5379999999999999,5.9,8.2,0.7170000000000001,4.8,9.3,14.2,1.4,1.3,1.7,2.7,2.7,23.2
Julius Erving,32,13,,493,6.9,15.4,0.45,0.0,0.1,0.0,6.9,15.3,0.452,3.6,5.0,0.721,2.3,4.9,7.2,3.2,1.1,2.0,2.8,3.1,17.5
Maurice Cheeks,26,13,,483,6.2,12.3,0.503,0.1,0.1,0.5,6.1,12.1,0.503,3.4,4.8,0.703,0.8,2.1,2.9,6.8,1.9,0.1,2.5,1.7,15.8
Andrew Toney,25,12,,357,8.8,18.7,0.47,0.0,0.5,0.0,8.8,18.2,0.483,5.2,7.0,0.754,1.1,1.7,2.8,5.5,1.1,0.1,4.5,4.3,22.8
Bobby Jones,31,12,,324,4.8,8.7,0.551,0.0,0.1,0.0,4.8,8.6,0.5579999999999999,1.9,2.2,0.85,2.1,4.3,6.4,3.8,1.7,2.0,2.0,3.2,11.4
Clint Richardson,26,13,,319,4.2,9.4,0.446,0.0,0.0,,4.2,9.4,0.446,1.6,1.9,0.8240000000000001,1.6,2.8,4.4,2.6,1.7,0.3,1.6,4.2,9.9
Marc Iavaroni,26,13,,283,3.7,6.6,0.5579999999999999,0.0,0.0,,3.7,6.6,0.5579999999999999,1.1,2.3,0.5,2.8,4.5,7.3,2.4,1.0,0.9,1.7,5.3,8.5
Clemon Johnson,26,12,,202,4.5,8.7,0.51,0.0,0.0,,4.5,8.7,0.51,0.0,0.7,0.0,3.7,3.9,7.7,1.2,0.7,0.9,2.1,5.0,8.9
Franklin Edwards,23,12,,101,4.6,11.4,0.406,0.0,0.0,,4.6,11.4,0.406,5.0,6.1,0.8240000000000001,0.7,2.5,3.2,6.1,1.8,0.0,2.1,2.5,14.3
Reggie Johnson,25,5,,32,2.3,4.5,0.5,0.0,0.0,,2.3,4.5,0.5,2.3,2.3,1.0,0.0,0.0,0.0,3.4,1.1,0.0,3.4,5.6,6.8
Earl Cureton,25,5,,25,1.4,5.8,0.25,0.0,0.0,,1.4,5.8,0.25,0.0,0.0,,0.0,7.2,7.2,1.4,2.9,0.0,4.3,7.2,2.9
Mark McNamara,23,2,,2,36.0,36.0,1.0,0.0,0.0,,36.0,36.0,1.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,72.0
