SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,14,LAL,Magic Johnson,23,15,,643,5.6,11.5,0.48,0.0,0.6,0.0,5.6,10.9,0.51,3.8,4.5,0.84,2.9,4.3,7.2,10.7,1.9,0.7,3.6,2.7,15.0
1983,14,LAL,Jamaal Wilkes,29,15,,589,8.3,16.7,0.5,0.0,0.1,0.0,8.3,16.6,0.5,1.7,2.7,0.61,2.6,2.9,5.5,3.1,1.2,0.7,2.0,3.1,18.3
1983,14,LAL,Kareem Abdul-Jabbar,35,15,,588,10.0,17.6,0.57,0.0,0.1,0.0,10.0,17.5,0.57,4.9,6.5,0.76,1.5,5.5,7.0,2.6,1.0,3.4,3.1,3.7,24.9
1983,14,LAL,Norm Nixon,27,14,,538,7.6,15.9,0.48,0.2,0.5,0.43,7.4,15.4,0.48,2.5,3.3,0.74,0.9,2.3,3.2,6.0,1.2,0.1,2.3,2.7,17.8
1983,14,LAL,Michael Cooper,26,15,,453,4.2,9.1,0.46,0.1,0.6,0.14,4.1,8.5,0.49,2.7,3.3,0.83,1.0,3.7,4.7,3.5,2.1,0.5,1.5,4.3,11.2
1983,14,LAL,Kurt Rambis,24,15,,377,4.3,7.5,0.57,0.0,0.0,,4.3,7.5,0.57,2.2,3.3,0.66,2.6,6.0,8.6,1.8,1.2,1.5,2.2,4.9,10.8
1983,14,LAL,Bob McAdoo,31,8,,166,8.0,18.2,0.44,0.4,1.3,0.33,7.6,16.9,0.45,2.4,3.0,0.79,3.3,6.7,10.0,1.1,2.4,2.2,3.0,5.0,18.9
1983,14,LAL,Mark Landsberger,27,11,,141,3.1,7.1,0.43,0.0,0.3,0.0,3.1,6.9,0.44,0.5,1.0,0.5,4.9,6.4,11.2,0.8,0.0,0.5,1.5,6.1,6.6
1983,14,LAL,Dwight Jones,30,7,,59,3.1,9.8,0.31,0.0,0.0,,3.1,9.8,0.31,1.2,3.1,0.4,2.4,4.9,7.3,0.0,0.6,0.0,3.1,6.7,7.3
1983,14,LAL,Steve Mix,35,8,,26,2.8,6.9,0.4,0.0,0.0,,2.8,6.9,0.4,4.2,4.2,1.0,0.0,1.4,1.4,0.0,0.0,0.0,0.0,8.3,9.7
1983,14,LAL,Mike McGee,23,6,,25,5.8,15.8,0.36,1.4,1.4,1.0,4.3,14.4,0.3,4.3,5.8,0.75,7.2,2.9,10.1,1.4,0.0,0.0,5.8,7.2,17.3
1983,14,LAL,Clay Johnson,26,7,,20,7.2,12.6,0.57,0.0,1.8,0.0,7.2,10.8,0.67,0.0,0.0,,3.6,3.6,7.2,1.8,1.8,0.0,1.8,5.4,14.4
