Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1981-82,20.0,DET,NBA,PG,72,72,2433,453,1068,0.424,17,59,0.288,436,1009,0.432,0.432,302,429,0.704,57,152,209,565,150,17,299,253,1225,,0
1982-83,21.0,DET,NBA,PG,81,81,3093,725,1537,0.472,36,125,0.288,689,1412,0.488,0.483,368,518,0.71,105,223,328,634,199,29,326,318,1854,,1
1983-84,22.0,DET,NBA,PG,82,82,3007,669,1448,0.462,22,65,0.338,647,1383,0.468,0.47,388,529,0.733,103,224,327,914,204,33,307,324,1748,,0
1984-85,23.0,DET,NBA,PG,81,81,3089,646,1410,0.458,29,113,0.257,617,1297,0.476,0.468,399,493,0.809,114,247,361,1123,187,25,302,288,1720,,2
1985-86,24.0,DET,NBA,PG,77,77,2790,609,1248,0.488,26,84,0.31,583,1164,0.501,0.498,365,462,0.79,83,194,277,830,171,20,289,245,1609,,0
1986-87,25.0,DET,NBA,PG,81,81,3013,626,1353,0.463,19,98,0.194,607,1255,0.484,0.47,400,521,0.768,82,237,319,813,153,20,343,251,1671,,2
1987-88,26.0,DET,NBA,PG,81,81,2927,621,1341,0.463,30,97,0.309,591,1244,0.475,0.474,305,394,0.774,64,214,278,678,141,17,273,217,1577,,0
1988-89,27.0,DET,NBA,PG,80,76,2924,569,1227,0.464,33,121,0.273,536,1106,0.485,0.477,287,351,0.818,49,224,273,663,133,20,298,209,1458,,0
1989-90,28.0,DET,NBA,PG,81,81,2993,579,1322,0.438,42,136,0.309,537,1186,0.453,0.454,292,377,0.775,74,234,308,765,139,19,322,206,1492,,0
1990-91,29.0,DET,NBA,PG,48,46,1657,289,665,0.435,19,65,0.292,270,600,0.45,0.449,179,229,0.782,35,125,160,446,75,10,185,118,776,,0
1991-92,30.0,DET,NBA,PG,78,78,2918,564,1264,0.446,25,86,0.291,539,1178,0.458,0.456,292,378,0.772,68,179,247,560,118,15,252,194,1445,,0
1992-93,31.0,DET,NBA,PG,79,79,2922,526,1258,0.418,61,198,0.308,465,1060,0.439,0.442,278,377,0.737,71,161,232,671,123,18,284,222,1391,,0
1993-94,32.0,DET,NBA,PG,58,56,1750,318,763,0.417,39,126,0.31,279,637,0.438,0.442,181,258,0.702,46,113,159,399,68,6,202,126,856,,0
