PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Jalen Rose,22,3,3,33.0,4.3,9.3,0.46399999999999997,0.3,1.3,0.25,4.0,8.0,0.5,0.48200000000000004,1.0,1.7,0.6,1.3,2.3,3.7,6.0,1.0,0.7,3.0,3.0,10.0
Bryant Stith,24,3,1,28.3,5.7,10.7,0.531,0.3,2.0,0.16699999999999998,5.3,8.7,0.615,0.547,5.0,6.3,0.789,1.0,2.0,3.0,2.3,0.3,0.3,0.0,2.3,16.7
Dikembe Mutombo,28,3,3,28.0,2.0,3.3,0.6,0.0,0.0,,2.0,3.3,0.6,0.6,2.0,3.0,0.667,1.3,5.0,6.3,0.3,0.0,2.3,2.3,5.0,6.0
Reggie Williams,30,3,3,28.0,2.7,12.0,0.222,1.3,4.3,0.308,1.3,7.7,0.174,0.278,2.0,2.0,1.0,1.7,3.7,5.3,4.0,1.0,0.3,1.0,3.7,8.7
Mahmoud Abdul-Rauf,25,3,2,25.3,4.0,11.0,0.364,0.7,4.0,0.16699999999999998,3.3,7.0,0.47600000000000003,0.39399999999999996,4.7,4.7,1.0,0.7,1.0,1.7,1.7,0.7,0.0,2.7,2.7,13.3
Rodney Rogers,23,3,3,25.3,4.0,7.3,0.545,0.3,1.3,0.25,3.7,6.0,0.611,0.568,0.3,1.3,0.25,0.3,3.7,4.0,1.7,1.0,1.3,1.7,4.3,8.7
Dale Ellis,34,3,0,24.3,3.3,9.3,0.35700000000000004,1.3,4.3,0.308,2.0,5.0,0.4,0.429,4.0,4.3,0.9229999999999999,2.0,2.7,4.7,1.0,0.7,0.3,0.7,2.0,12.0
Bison Dele,25,3,0,14.7,3.3,6.0,0.556,0.0,0.0,,3.3,6.0,0.556,0.556,1.3,1.3,1.0,1.7,4.3,6.0,0.7,0.0,0.3,3.3,5.0,8.0
Tom Hammonds,27,3,0,14.7,3.0,4.7,0.643,0.0,0.0,,3.0,4.7,0.643,0.643,0.7,2.0,0.33299999999999996,1.0,1.3,2.3,0.3,0.0,0.7,1.3,4.0,6.7
Cliff Levingston,34,3,0,11.7,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.3,0.7,0.5,2.0,1.0,3.0,0.3,1.0,0.7,0.7,1.3,2.3
Greg Grant,28,3,0,6.7,0.0,2.0,0.0,0.0,0.3,0.0,0.0,1.7,0.0,0.0,0.7,0.7,1.0,1.0,0.0,1.0,1.7,0.3,0.0,0.0,1.7,0.7
