PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Bobby Phills,25,4,4,36.5,4.8,10.8,0.442,1.0,1.8,0.5710000000000001,3.8,9.0,0.41700000000000004,0.488,3.8,5.0,0.75,0.8,2.3,3.0,1.5,2.3,0.0,2.3,2.0,14.3
Hot Rod Williams,32,4,4,36.0,3.0,10.5,0.28600000000000003,0.0,0.3,0.0,3.0,10.3,0.293,0.28600000000000003,0.8,2.0,0.375,0.8,5.5,6.3,2.8,2.3,0.8,2.5,2.8,6.8
Mark Price,30,4,4,35.8,3.0,10.0,0.3,1.0,4.3,0.235,2.0,5.8,0.348,0.35,8.0,8.3,0.97,0.5,2.5,3.0,6.5,1.5,0.0,4.5,1.3,15.0
Tyrone Hill,26,4,4,34.8,2.3,7.3,0.31,0.0,0.3,0.0,2.3,7.0,0.321,0.31,4.0,6.3,0.64,2.0,3.8,5.8,0.8,1.8,0.3,2.5,4.5,8.5
Chris Mills,25,4,4,34.8,5.0,9.3,0.541,2.0,3.5,0.5710000000000001,3.0,5.8,0.522,0.649,1.3,1.3,1.0,0.5,3.5,4.0,2.8,0.8,0.5,1.5,4.5,13.3
Michael Cage,33,4,0,20.3,2.0,4.5,0.444,0.0,0.3,0.0,2.0,4.3,0.47100000000000003,0.444,0.0,0.5,0.0,2.0,2.5,4.5,0.8,0.5,1.0,0.3,2.3,4.0
Danny Ferry,28,4,0,16.8,3.3,6.3,0.52,2.0,3.8,0.5329999999999999,1.3,2.5,0.5,0.68,1.0,1.5,0.667,0.0,0.8,0.8,1.5,0.5,0.0,0.0,2.3,9.5
Steve Colter,32,4,0,10.8,1.3,2.5,0.5,0.0,0.3,0.0,1.3,2.3,0.556,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.5,0.3,0.0,0.0,0.5,3.0
Tony Campbell,32,4,0,9.3,1.5,3.5,0.429,0.3,0.5,0.5,1.3,3.0,0.41700000000000004,0.46399999999999997,2.5,3.0,0.833,0.3,0.3,0.5,0.3,0.3,0.3,0.8,0.8,5.8
Greg Dreiling,32,1,0,7.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Fred Roberts,34,1,0,7.0,3.0,4.0,0.75,0.0,0.0,,3.0,4.0,0.75,0.75,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0
John Battle,32,2,0,3.5,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0
