PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Reggie Miller,29,17,17,37.7,8.1,17.1,0.47600000000000003,3.2,7.5,0.42200000000000004,4.9,9.5,0.519,0.569,6.1,7.1,0.86,0.5,3.1,3.6,2.1,0.9,0.2,2.3,2.1,25.5
Derrick McKey,28,17,17,34.8,4.5,10.2,0.43700000000000006,0.6,2.1,0.314,3.8,8.2,0.46799999999999997,0.46799999999999997,3.2,3.6,0.871,1.7,3.1,4.8,3.8,1.0,0.6,2.1,3.8,12.8
Mark Jackson,29,17,17,32.6,3.5,7.6,0.45399999999999996,0.9,2.4,0.4,2.5,5.3,0.478,0.515,2.0,2.7,0.7390000000000001,1.6,3.6,5.2,7.2,0.9,0.0,2.4,2.0,9.9
Rik Smits,28,17,17,32.1,7.5,13.6,0.547,0.1,0.1,1.0,7.4,13.6,0.545,0.55,5.1,6.3,0.804,1.9,5.1,7.0,2.0,0.3,0.8,2.0,4.3,20.1
Dale Davis,25,17,17,28.8,3.3,6.2,0.5329999999999999,0.0,0.0,,3.3,6.2,0.5329999999999999,0.5329999999999999,1.4,2.8,0.489,3.1,4.9,8.0,0.4,0.4,0.8,1.3,3.3,7.9
Antonio Davis,26,17,0,21.6,1.9,4.2,0.451,0.0,0.0,,1.9,4.2,0.451,0.451,2.2,3.5,0.627,2.2,3.5,5.7,0.4,0.5,0.6,1.4,3.6,5.9
Byron Scott,33,17,0,17.5,1.9,5.5,0.34,0.5,2.0,0.265,1.4,3.5,0.38299999999999995,0.38799999999999996,1.8,2.0,0.882,0.3,1.2,1.5,0.9,0.6,0.1,1.3,1.8,6.1
Haywoode Workman,29,17,0,16.2,1.4,3.9,0.358,0.1,1.1,0.111,1.3,2.9,0.449,0.373,1.6,1.9,0.8440000000000001,0.3,1.4,1.6,2.6,0.6,0.0,0.9,2.6,4.5
Sam Mitchell,31,17,0,13.1,1.4,3.8,0.359,0.0,0.1,0.0,1.4,3.6,0.371,0.359,1.3,1.6,0.7859999999999999,1.0,1.8,2.8,0.4,0.2,0.1,0.8,2.4,4.0
Duane Ferrell,29,10,0,8.5,0.8,2.4,0.33299999999999996,0.1,0.2,0.5,0.7,2.2,0.318,0.354,1.0,1.6,0.625,0.8,0.3,1.1,1.3,0.0,0.2,1.0,1.0,2.7
Greg Kite,33,8,0,3.3,0.1,0.4,0.33299999999999996,0.0,0.0,,0.1,0.4,0.33299999999999996,0.33299999999999996,0.3,0.3,1.0,0.4,0.5,0.9,0.0,0.1,0.0,0.3,1.1,0.5
Vern Fleming,32,3,0,2.7,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,0.5,0.33299999999999996,0.0,1.0,0.0,0.3,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.7
