SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1995,29,UTA,Karl Malone,31,5,5,43.2,9.6,20.6,0.47,0.2,0.6,0.33,9.4,20.0,0.47,0.47,10.8,15.6,0.69,3.0,10.2,13.2,3.8,1.4,0.4,2.8,3.6,30.2
1995,29,UTA,John Stockton,32,5,5,38.6,6.8,14.8,0.46,1.6,4.0,0.4,5.2,10.8,0.48,0.51,2.6,3.4,0.76,1.2,2.2,3.4,10.2,1.4,0.2,2.8,2.6,17.8
1995,29,UTA,Jeff Hornacek,31,5,5,35.6,5.2,10.2,0.51,1.4,2.6,0.54,3.8,7.6,0.5,0.58,2.2,2.8,0.79,0.6,0.6,1.2,4.0,1.6,0.2,1.4,3.8,14.0
1995,29,UTA,David Benoit,26,5,5,33.4,4.2,9.0,0.47,2.2,5.0,0.44,2.0,4.0,0.5,0.59,1.2,1.8,0.67,1.4,4.2,5.6,0.8,0.4,0.8,2.0,2.0,11.8
1995,29,UTA,Antoine Carr,33,5,0,22.8,2.8,6.2,0.45,0.0,0.0,,2.8,6.2,0.45,0.45,4.0,4.8,0.83,0.6,2.4,3.0,1.4,0.6,1.0,0.8,5.2,9.6
1995,29,UTA,Adam Keefe,24,4,0,17.3,1.8,3.0,0.58,0.0,0.0,,1.8,3.0,0.58,0.58,1.0,1.5,0.67,2.0,2.3,4.3,0.5,1.3,0.3,0.0,1.0,4.5
1995,29,UTA,James Donaldson,37,5,5,15.2,1.0,1.2,0.83,0.0,0.0,,1.0,1.2,0.83,0.83,0.8,0.8,1.0,0.6,1.2,1.8,0.0,0.0,0.6,0.4,1.6,2.8
1995,29,UTA,Tom Chambers,35,5,0,12.0,2.2,4.4,0.5,0.2,0.6,0.33,2.0,3.8,0.53,0.52,1.8,2.6,0.69,0.6,2.0,2.6,0.4,0.4,0.0,0.6,3.6,6.4
1995,29,UTA,Jamie Watson,22,5,0,11.4,1.2,1.8,0.67,0.0,0.0,,1.2,1.8,0.67,0.67,0.0,0.0,,0.2,0.0,0.2,0.6,0.4,0.2,1.2,2.4,2.4
1995,29,UTA,Blue Edwards,29,4,0,8.3,1.0,3.0,0.33,0.3,0.3,1.0,0.8,2.8,0.27,0.38,0.0,0.0,,0.3,1.3,1.5,0.8,0.5,0.0,0.8,0.8,2.3
1995,29,UTA,John Crotty,25,3,0,8.0,0.7,1.0,0.67,0.0,0.0,,0.7,1.0,0.67,0.67,1.0,1.7,0.6,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.7,2.3
1995,29,UTA,Bryon Russell,24,2,0,6.5,2.0,3.5,0.57,1.0,2.0,0.5,1.0,1.5,0.67,0.71,0.5,1.0,0.5,0.5,0.5,1.0,1.5,0.5,0.0,0.0,1.0,5.5
