PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Gary Payton,26,4,4,43.0,8.0,16.8,0.478,0.5,2.5,0.2,7.5,14.3,0.526,0.493,1.3,3.0,0.41700000000000004,1.5,1.0,2.5,5.3,1.3,0.0,2.0,3.3,17.8
Shawn Kemp,25,4,4,40.0,8.3,14.3,0.579,0.3,0.3,1.0,8.0,14.0,0.5710000000000001,0.588,8.0,9.8,0.821,4.3,7.8,12.0,2.8,2.0,1.8,3.8,4.3,24.8
Detlef Schrempf,32,4,4,38.3,5.8,14.3,0.40399999999999997,2.5,4.5,0.556,3.3,9.8,0.33299999999999996,0.491,4.8,6.0,0.792,0.5,4.3,4.8,3.0,0.8,0.5,2.8,3.0,18.8
Sam Perkins,33,4,2,35.3,5.3,12.0,0.43799999999999994,2.5,5.5,0.455,2.8,6.5,0.423,0.542,0.5,0.5,1.0,1.5,6.3,7.8,3.3,0.8,1.3,2.3,3.0,13.5
Nate McMillan,30,4,4,28.3,2.0,5.8,0.348,0.3,2.0,0.125,1.8,3.8,0.467,0.37,0.5,0.5,1.0,1.8,2.8,4.5,7.3,2.5,0.5,1.8,3.3,4.8
Vincent Askew,28,4,0,23.3,3.0,7.3,0.414,1.0,1.3,0.8,2.0,6.0,0.33299999999999996,0.483,0.5,0.8,0.667,2.8,1.0,3.8,2.0,0.8,0.0,0.8,3.5,7.5
Kendall Gill,26,4,0,18.0,2.3,6.3,0.36,0.5,2.0,0.25,1.8,4.3,0.41200000000000003,0.4,1.3,2.0,0.625,0.3,0.8,1.0,2.5,1.0,0.3,1.0,1.5,6.3
Ervin Johnson,27,4,2,13.5,1.0,3.5,0.28600000000000003,0.0,0.0,,1.0,3.5,0.28600000000000003,0.28600000000000003,1.5,1.5,1.0,2.0,3.3,5.3,0.0,0.3,1.0,0.3,4.0,3.5
Byron Houston,25,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Scheffler,27,1,0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
