Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2005,27,174,SAS,San Antonio Spurs,17,Brent Barry,SG,6-6,185,"December 31, 1971",US,9,Oregon State
2005,27,309,SAS,San Antonio Spurs,12,Bruce Bowen,SF,6-7,185,"June 14, 1971",US,8,Cal State Fullerton
2005,27,377,SAS,San Antonio Spurs,23,Devin Brown,SG,6-5,220,"December 30, 1978",US,2,Texas-San Antonio
2005,27,800,SAS,San Antonio Spurs,21,Tim Duncan,PF,6-11,250,"April 25, 1976",VI,7,Wake Forest
2005,27,1040,SAS,San Antonio Spurs,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",AR,2,
2005,27,1047,SAS,San Antonio Spurs,1,Dion Glover,SG,6-5,228,"October 22, 1978",US,5,Georgia Tech
2005,27,1329,SAS,San Antonio Spurs,5,Robert Horry,PF,6-10,240,"August 25, 1970",US,12,Alabama
2005,27,1502,SAS,San Antonio Spurs,43,Linton Johnson,SF,6-8,205,"June 13, 1980",US,1,Tulane
2005,27,1841,SAS,San Antonio Spurs,4,Sean Marks,PF,6-10,250,"August 23, 1975",NZ,4,California
2005,27,1868,SAS,San Antonio Spurs,34,Tony Massenburg,PF,6-9,220,"July 31, 1967",US,12,Maryland
2005,27,2020,SAS,San Antonio Spurs,2,Nazr Mohammed,C,6-10,221,"September 5, 1977",US,6,Kentucky
2005,27,2129,SAS,San Antonio Spurs,8,Rasho Nesterovic,C,7-0,248,"May 30, 1976",SI,6,
2005,27,2248,SAS,San Antonio Spurs,9,Tony Parker,PG,6-2,185,"May 17, 1982",BE,3,
2005,27,2475,SAS,San Antonio Spurs,3,Glenn Robinson,SF,6-7,225,"January 10, 1973",US,10,Purdue
2005,27,2507,SAS,San Antonio Spurs,31,Malik Rose,PF,6-7,250,"November 23, 1974",US,8,Drexel
2005,27,2938,SAS,San Antonio Spurs,14,Beno Udrih,PG,6-3,205,"July 5, 1982",SI,R,
2005,27,3124,SAS,San Antonio Spurs,11,Mike Wilks,PG,5-10,185,"May 7, 1979",US,2,Rice University
