Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2003,16,436,MIA,Miami Heat,Caron Butler,1980-03-13,22.0,NBA,SF,78.0,78.0,2858.0,429.0,1032.0,0.42,34.0,107.0,0.32,395.0,925.0,0.43,0.43,309.0,375.0,0.82,135.0,262.0,397.0,213.0,137.0,31.0,192.0,230.0,1201.0,0.0
2004,16,436,MIA,Miami Heat,Caron Butler,1980-03-13,23.0,NBA,SF,68.0,56.0,2030.0,240.0,631.0,0.38,10.0,42.0,0.24,230.0,589.0,0.39,0.39,133.0,176.0,0.76,92.0,234.0,326.0,126.0,75.0,13.0,91.0,162.0,623.0,0.0
2005,14,436,LAL,Los Angeles Lakers,Caron Butler,1980-03-13,24.0,NBA,SF,77.0,77.0,2746.0,441.0,991.0,0.44,38.0,125.0,0.3,403.0,866.0,0.46,0.46,275.0,319.0,0.86,146.0,304.0,450.0,146.0,110.0,23.0,125.0,213.0,1195.0,0.0
2006,30,436,WAS,Washington Wizards,Caron Butler,1980-03-13,25.0,NBA,SF,75.0,54.0,2708.0,494.0,1086.0,0.46,41.0,120.0,0.34,453.0,966.0,0.47,0.47,289.0,332.0,0.87,114.0,352.0,466.0,186.0,127.0,18.0,175.0,238.0,1318.0,0.0
2007,30,436,WAS,Washington Wizards,Caron Butler,1980-03-13,26.0,NBA,SF,63.0,63.0,2474.0,451.0,975.0,0.46,18.0,72.0,0.25,433.0,903.0,0.48,0.47,283.0,328.0,0.86,147.0,320.0,467.0,233.0,134.0,17.0,181.0,188.0,1203.0,0.0
2008,30,436,WAS,Washington Wizards,Caron Butler,1980-03-13,27.0,NBA,SF,58.0,58.0,2314.0,439.0,943.0,0.47,66.0,185.0,0.36,373.0,758.0,0.49,0.5,236.0,262.0,0.9,93.0,295.0,388.0,284.0,128.0,20.0,150.0,160.0,1180.0,3.0
2009,30,436,WAS,Washington Wizards,Caron Butler,1980-03-13,28.0,NBA,SG,67.0,67.0,2585.0,491.0,1085.0,0.45,65.0,210.0,0.31,426.0,875.0,0.49,0.48,345.0,402.0,0.86,118.0,296.0,414.0,290.0,106.0,20.0,210.0,165.0,1392.0,0.0
2010,31,436,TOT,Total After Trade,Caron Butler,1980-03-13,29.0,NBA,"SF,SG",74.0,74.0,2783.0,450.0,1051.0,0.43,42.0,145.0,0.29,408.0,906.0,0.45,0.45,264.0,315.0,0.84,104.0,357.0,461.0,156.0,116.0,24.0,160.0,193.0,1206.0,0.0
2010,30,436,WAS,Washington Wizards,Caron Butler,1980-03-13,29.0,NBA,SF,47.0,47.0,1853.0,293.0,694.0,0.42,25.0,95.0,0.26,268.0,599.0,0.45,0.44,185.0,211.0,0.88,68.0,248.0,316.0,107.0,68.0,15.0,113.0,126.0,796.0,0.0
2010,7,436,DAL,Dallas Mavericks,Caron Butler,1980-03-13,29.0,NBA,SG,27.0,27.0,930.0,157.0,357.0,0.44,17.0,50.0,0.34,140.0,307.0,0.46,0.46,79.0,104.0,0.76,36.0,109.0,145.0,49.0,48.0,9.0,47.0,67.0,410.0,0.0
2011,7,436,DAL,Dallas Mavericks,Caron Butler,1980-03-13,30.0,NBA,SF,29.0,29.0,867.0,170.0,378.0,0.45,28.0,65.0,0.43,142.0,313.0,0.45,0.49,68.0,88.0,0.77,22.0,96.0,118.0,46.0,28.0,8.0,49.0,59.0,436.0,0.0
2012,13,436,LAC,Los Angeles Clippers,Caron Butler,1980-03-13,31.0,NBA,SF,63.0,63.0,1871.0,287.0,705.0,0.41,92.0,257.0,0.36,195.0,448.0,0.44,0.47,87.0,107.0,0.81,44.0,186.0,230.0,78.0,52.0,9.0,77.0,123.0,753.0,0.0
2013,13,436,LAC,Los Angeles Clippers,Caron Butler,1980-03-13,32.0,NBA,SF,78.0,78.0,1879.0,305.0,720.0,0.42,128.0,330.0,0.39,177.0,390.0,0.45,0.51,75.0,90.0,0.83,41.0,182.0,223.0,78.0,51.0,11.0,72.0,139.0,813.0,0.0
2014,31,436,TOT,Total After Trade,Caron Butler,1980-03-13,33.0,NBA,SF,56.0,13.0,1419.0,213.0,540.0,0.39,98.0,249.0,0.39,115.0,291.0,0.4,0.48,63.0,75.0,0.84,21.0,208.0,229.0,82.0,47.0,17.0,60.0,120.0,587.0,0.0
2014,17,436,MIL,Milwaukee Bucks,Caron Butler,1980-03-13,33.0,NBA,SF,34.0,13.0,821.0,137.0,354.0,0.39,53.0,147.0,0.36,84.0,207.0,0.41,0.46,47.0,56.0,0.84,16.0,142.0,158.0,56.0,23.0,11.0,52.0,64.0,374.0,0.0
2014,21,436,OKC,Oklahoma City Thunder,Caron Butler,1980-03-13,33.0,NBA,SF,22.0,0.0,598.0,76.0,186.0,0.41,45.0,102.0,0.44,31.0,84.0,0.37,0.53,16.0,19.0,0.84,5.0,66.0,71.0,26.0,24.0,6.0,8.0,56.0,213.0,0.0
2015,9,436,DET,Detroit Pistons,Caron Butler,1980-03-13,34.0,NBA,SF,78.0,21.0,1623.0,161.0,396.0,0.41,83.0,219.0,0.38,78.0,177.0,0.44,0.51,55.0,61.0,0.9,21.0,175.0,196.0,79.0,43.0,4.0,49.0,120.0,460.0,0.0
2016,26,436,SAC,Sacramento Kings,Caron Butler,1980-03-13,35.0,NBA,SF,17.0,1.0,176.0,25.0,59.0,0.42,3.0,18.0,0.17,22.0,41.0,0.54,0.45,10.0,12.0,0.83,5.0,17.0,22.0,10.0,9.0,1.0,3.0,19.0,63.0,0.0
