Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,31,377,TOT,Total After Trade,24.0,NBA,SG,10.0,2.0,9.3,1.2,3.5,0.34,0.0,0.1,0.0,1.2,3.4,0.35,0.34,0.6,0.8,0.75,0.8,1.0,1.8,0.7,0.4,0.1,0.9,1.4,3.0
2003,27,377,SAS,San Antonio Spurs,24.0,NBA,SG,7.0,0.0,3.1,0.7,1.4,0.5,0.0,0.0,,0.7,1.4,0.5,0.5,0.3,0.3,1.0,0.6,0.4,1.0,0.3,0.0,0.0,0.7,0.4,1.7
2003,8,377,DEN,Denver Nuggets,24.0,NBA,SG,3.0,2.0,23.7,2.3,8.3,0.28,0.0,0.3,0.0,2.3,8.0,0.29,0.28,1.3,2.0,0.67,1.3,2.3,3.7,1.7,1.3,0.3,1.3,3.7,6.0
2004,27,377,SAS,San Antonio Spurs,25.0,NBA,SG,58.0,0.0,10.8,1.5,3.4,0.43,0.1,0.2,0.29,1.4,3.1,0.44,0.44,1.0,1.3,0.81,0.7,1.6,2.2,0.6,0.3,0.1,0.7,1.1,4.0
2005,27,377,SAS,San Antonio Spurs,26.0,NBA,SG,67.0,0.0,18.5,2.6,6.1,0.42,0.7,1.8,0.37,1.9,4.3,0.44,0.48,1.5,1.9,0.79,0.6,2.1,2.6,1.4,0.6,0.2,0.8,1.2,7.4
2006,29,377,UTA,Utah Jazz,27.0,NBA,SG,81.0,14.0,21.1,2.6,6.5,0.39,0.5,1.5,0.33,2.1,5.0,0.41,0.43,2.0,2.6,0.74,0.9,1.7,2.6,1.3,0.5,0.2,1.2,1.9,7.5
2007,19,377,NOK,New Orleans/Oklahoma City Hornets,28.0,NBA,SG,58.0,49.0,28.7,4.0,9.6,0.42,1.4,3.9,0.36,2.6,5.7,0.46,0.49,2.1,2.7,0.79,0.9,3.4,4.3,2.6,0.8,0.2,1.6,2.4,11.6
2008,6,377,CLE,Cleveland Cavaliers,29.0,NBA,SG,78.0,20.0,22.6,2.8,6.8,0.41,0.6,1.9,0.31,2.2,4.9,0.45,0.45,1.4,1.8,0.75,0.8,2.5,3.4,2.2,0.7,0.1,1.3,1.8,7.5
2009,19,377,NOH,New Orleans Hornets,30.0,NBA,SG,63.0,5.0,13.8,1.8,5.0,0.36,0.4,1.5,0.29,1.3,3.4,0.38,0.4,1.2,1.6,0.78,0.5,1.4,1.9,0.9,0.5,0.1,0.9,1.3,5.2
2010,31,377,TOT,Total After Trade,31.0,NBA,SG,50.0,37.0,21.2,2.7,7.2,0.38,1.2,3.3,0.35,1.6,3.9,0.4,0.46,1.4,1.7,0.8,0.6,1.9,2.5,1.3,0.7,0.1,1.2,1.4,8.0
2010,19,377,NOH,New Orleans Hornets,31.0,NBA,SG,39.0,37.0,24.8,3.3,8.3,0.39,1.4,3.8,0.37,1.9,4.6,0.42,0.48,1.8,2.2,0.8,0.7,2.1,2.8,1.5,0.8,0.1,1.5,1.6,9.7
2010,5,377,CHI,Charlotte Bobcats,31.0,NBA,SG,11.0,0.0,8.5,0.7,3.3,0.22,0.4,1.5,0.24,0.4,1.7,0.21,0.28,0.0,0.0,,0.2,1.2,1.4,0.6,0.3,0.1,0.5,0.9,1.8
