SEASON,TEAM ID,TEAM,PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
2007,6,CLE,LeBron James,22,20,893,23.9,0.52,0.19,0.49,3.4,17.9,10.6,37.4,2.1,1.0,12.0,29.7,,2.1,1.6,3.7,0.2,,5.3,2.8,8.1,2.2
2007,6,CLE,Zydrunas Ilgauskas,31,20,649,18.0,0.55,0.0,0.34,11.9,23.1,17.5,5.1,0.8,2.1,12.4,19.2,,1.2,1.2,2.3,0.17,,0.4,0.2,0.7,0.4
2007,6,CLE,Larry Hughes,28,18,639,9.5,0.45,0.27,0.32,1.6,11.5,6.5,12.4,2.2,1.1,15.6,20.2,,-0.6,1.0,0.4,0.03,,-3.1,1.2,-1.9,0.0
2007,6,CLE,Sasha PavloviA,23,20,616,6.7,0.45,0.31,0.19,2.5,7.3,4.9,9.5,1.7,0.7,14.9,18.8,,-0.7,0.8,0.1,0.01,,-3.9,0.3,-3.6,-0.2
2007,6,CLE,Drew Gooden,25,20,605,15.7,0.52,0.01,0.19,9.5,21.7,15.5,6.6,0.9,1.3,11.0,19.5,,0.7,1.0,1.7,0.14,,-0.9,0.7,-0.3,0.3
2007,6,CLE,Anderson VarejAo,24,20,447,14.9,0.54,0.04,0.53,12.0,19.3,15.6,4.4,2.6,2.1,15.3,14.1,,0.5,1.0,1.4,0.15,,-1.2,2.4,1.2,0.4
2007,6,CLE,Daniel Gibson,20,20,402,16.8,0.61,0.57,0.37,2.6,6.8,4.7,9.7,1.7,0.8,6.3,17.2,,1.2,0.5,1.8,0.21,,2.7,2.7,5.4,0.8
2007,6,CLE,Eric Snow,33,19,244,7.9,0.36,0.08,0.37,3.3,10.2,6.7,19.4,2.5,0.7,15.3,10.3,,-0.1,0.4,0.3,0.06,,-4.9,2.6,-2.2,0.0
2007,6,CLE,Donyell Marshall,33,19,204,9.8,0.45,0.65,0.16,6.9,16.8,11.8,4.5,0.8,1.7,6.3,18.6,,0.1,0.3,0.4,0.09,,-1.3,0.1,-1.2,0.0
2007,6,CLE,Damon Jones,30,11,139,7.0,0.48,0.85,0.12,0.8,6.8,3.8,13.1,0.0,0.0,0.0,9.5,,0.2,0.1,0.3,0.1,,-1.6,0.5,-1.1,0.0
2007,6,CLE,Ira Newble,32,6,10,-9.3,0.0,1.0,0.0,0.0,11.8,5.9,15.1,0.0,0.0,0.0,9.6,,0.0,0.0,0.0,-0.13,,-13.2,-0.5,-13.7,0.0
2007,6,CLE,Scot Pollard,31,3,3,-6.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.03,,-12.7,0.1,-12.6,0.0
2007,6,CLE,Shannon Brown,21,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-5.6,0.3,-5.2,0.0
