Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2002,31,111,TOT,Total After Trade,Carlos Arroyo,1979-07-30,22.0,NBA,PG,37.0,1.0,371.0,7.0,16.0,0.44,0.0,0.3,0.0,7.0,15.7,0.45,1.9,2.6,0.72,1.7,4.0,5.8,10.1,1.6,0.1,3.3,4.3,16.0,101.0,110.0
2002,28,111,TOR,Toronto Raptors,Carlos Arroyo,1979-07-30,22.0,NBA,PG,17.0,0.0,96.0,7.3,16.3,0.45,0.0,0.0,,7.3,16.3,0.45,2.3,3.4,0.67,1.7,5.1,6.8,11.8,3.4,0.0,6.8,6.8,16.9,89.0,102.0
2002,8,111,DEN,Denver Nuggets,Carlos Arroyo,1979-07-30,22.0,NBA,PG,20.0,1.0,275.0,7.0,15.8,0.44,0.0,0.4,0.0,7.0,15.5,0.45,1.7,2.3,0.75,1.7,3.7,5.4,9.5,1.0,0.2,2.1,3.5,15.6,107.0,112.0
2003,29,111,UTA,Utah Jazz,Carlos Arroyo,1979-07-30,23.0,NBA,PG,44.0,0.0,287.0,9.4,20.4,0.46,0.6,1.3,0.43,8.8,19.1,0.46,3.4,4.1,0.82,2.1,2.8,4.9,9.9,2.2,0.2,5.6,5.2,22.7,98.0,106.0
2004,29,111,UTA,Utah Jazz,Carlos Arroyo,1979-07-30,24.0,NBA,PG,71.0,71.0,2008.0,9.4,21.2,0.44,1.0,3.2,0.32,8.3,18.0,0.46,5.0,6.2,0.8,1.1,4.0,5.1,9.8,1.7,0.1,4.3,4.6,24.8,106.0,106.0
2005,31,111,TOT,Total After Trade,Carlos Arroyo,1979-07-30,25.0,NBA,PG,70.0,16.0,1448.0,6.3,16.2,0.39,0.3,1.1,0.27,6.0,15.1,0.4,4.5,5.6,0.8,1.0,2.9,3.9,10.6,1.7,0.2,4.0,5.4,17.4,99.0,109.0
2005,29,111,UTA,Utah Jazz,Carlos Arroyo,1979-07-30,25.0,NBA,PG,30.0,16.0,742.0,6.8,17.0,0.4,0.5,1.3,0.39,6.3,15.7,0.4,3.9,4.6,0.84,0.8,2.6,3.4,11.1,1.5,0.2,4.0,4.9,18.0,101.0,113.0
2005,9,111,DET,Detroit Pistons,Carlos Arroyo,1979-07-30,25.0,NBA,PG,40.0,0.0,706.0,5.8,15.4,0.38,0.1,0.9,0.08,5.7,14.4,0.4,5.1,6.7,0.77,1.2,3.4,4.5,10.0,1.9,0.1,4.1,5.9,16.8,98.0,104.0
2006,31,111,TOT,Total After Trade,Carlos Arroyo,1979-07-30,26.0,NBA,"PG,SG",77.0,0.0,1194.0,7.7,17.4,0.44,0.3,0.9,0.35,7.4,16.4,0.45,4.9,6.3,0.77,1.5,4.5,6.0,10.7,1.7,0.2,3.8,5.5,20.6,108.0,107.0
2006,9,111,DET,Detroit Pistons,Carlos Arroyo,1979-07-30,26.0,NBA,PG,50.0,0.0,600.0,5.3,14.5,0.36,0.2,0.6,0.33,5.1,13.9,0.36,3.9,5.3,0.72,2.2,4.2,6.5,14.3,1.8,0.3,4.1,7.1,14.6,102.0,105.0
2006,22,111,ORL,Orlando Magic,Carlos Arroyo,1979-07-30,26.0,NBA,SG,27.0,0.0,594.0,10.2,20.2,0.5,0.5,1.3,0.36,9.7,18.9,0.51,5.9,7.2,0.81,0.8,4.7,5.5,7.0,1.7,0.1,3.5,3.8,26.6,113.0,109.0
2007,22,111,ORL,Orlando Magic,Carlos Arroyo,1979-07-30,27.0,NBA,PG,72.0,5.0,1304.0,8.3,19.6,0.42,0.6,2.1,0.28,7.7,17.5,0.44,5.4,6.8,0.8,1.3,4.2,5.5,8.3,1.6,0.1,3.7,5.4,22.6,105.0,107.0
2008,22,111,ORL,Orlando Magic,Carlos Arroyo,1979-07-30,28.0,NBA,PG,62.0,20.0,1269.0,6.4,14.1,0.45,1.2,3.4,0.34,5.2,10.7,0.48,3.5,4.1,0.85,0.4,4.2,4.6,8.9,1.1,0.1,3.1,3.4,17.4,111.0,109.0
2010,16,111,MIA,Miami Heat,Carlos Arroyo,1979-07-30,30.0,NBA,PG,72.0,35.0,1585.0,6.0,12.7,0.48,0.2,0.8,0.28,5.8,11.8,0.49,2.6,3.0,0.84,0.9,3.5,4.4,7.6,1.2,0.2,1.8,3.4,14.8,115.0,108.0
2011,31,111,TOT,Total After Trade,Carlos Arroyo,1979-07-30,31.0,NBA,PG,64.0,43.0,1185.0,5.4,12.2,0.44,1.4,3.1,0.45,4.0,9.1,0.44,1.7,2.1,0.83,0.9,3.7,4.6,5.6,0.9,0.0,2.7,3.2,13.8,104.0,108.0
2011,16,111,MIA,Miami Heat,Carlos Arroyo,1979-07-30,31.0,NBA,PG,49.0,42.0,995.0,5.8,12.6,0.46,1.5,3.4,0.44,4.3,9.2,0.47,1.5,1.9,0.8,0.7,3.6,4.2,5.3,0.7,0.1,2.3,3.2,14.5,108.0,109.0
2011,2,111,BOS,Boston Celtics,Carlos Arroyo,1979-07-30,31.0,NBA,PG,15.0,1.0,190.0,3.1,9.8,0.31,0.8,1.4,0.6,2.2,8.4,0.27,3.1,3.4,0.92,2.0,4.5,6.4,7.0,2.0,0.0,4.8,3.1,10.1,86.0,103.0
